"","V1","V2","V3","V4"
"239","OG0007104","maltose alpha-glucosidase activity / maltose alpha-glucosidase activity","-1.81878413750801","-9.46847342471221"
"240","OG0007115","RNA splicing / metal ion binding","2.16276078155863","2.40545397755565"
"241","OG0007121","Belongs to the glycosyltransferase 43 family / Belongs to the glycosyltransferase 43 family","-2.33920385404152","-11.8173358981193"
"242","OG0007144","establishment of endoplasmic reticulum localization to postsynapse / Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family","-1.17749967972947","1.26365044562619"
"243","OG0007159","acetylcholine-gated cation-selective channel activity / acetylcholine-gated cation-selective channel activity","-2.19932694379688","-3.18629123563995"
"244","OG0007181","regulation of chemokine (C-C motif) ligand 2 secretion / regulation of chemokine (C-C motif) ligand 2 secretion","1.41037018952035","1.3247981911886"
"245","OG0007207","WD domain, G-beta repeat / WD domain, G-beta repeat","-1.94145160587483","-3.6980992414415"
"246","OG0007211","ethanolamine-phosphate phospho-lyase activity / ethanolamine-phosphate phospho-lyase activity","1.12226638748174","-1.80154532446891"
"247","OG0007226","steroid receptor RNA activator 1 / steroid receptor RNA activator 1","-1.24547983576635","-1.11840612371274"
"248","OG0007238","structural constituent of ribosome / structural constituent of ribosome","-2.214404011747","-1.49331000210957"
"249","OG0007255","semaphorin receptor binding / NA","-1.74777724039948","-2.28727847812047"
"250","OG0007278","Ral GTPase binding / Ral GTPase binding","2.04051964121898","4.15803610079878"
"251","OG0007289","Lysosomal Pro-X / Lysosomal Pro-X","-1.14447589655416","-2.27733317190407"
"252","OG0007318","procollagen-proline 4-dioxygenase activity / NA","-3.76057442726271","-3.23727228182549"
"253","OG0007324","N-glycan processing to lysosome / N-glycan processing to lysosome","-8.43625577357603","-1.88558739583569"
"254","OG0007343","Metalloendopeptidase activity. It is involved in the biological process described with proteolysis / metalloendopeptidase activity","-1.548678091314","-1.36829948546319"
"255","OG0007376","ribosomal large subunit assembly / ribosomal large subunit assembly","-5.87994361176968","-1.67685759329335"
"256","OG0007383","NMDA glutamate receptor activity / NMDA glutamate receptor activity","1.11303565237368","-1.70670085244944"
"257","OG0007410","stromal membrane-associated protein / stromal membrane-associated protein","-1.12637979522599","-1.14960800943243"
"258","OG0007432","chromatin organization / chromatin organization","-1.96622910467614","-4.76326262497648"
"259","OG0007460","60s ribosomal protein / 60s ribosomal protein","-2.98653574033337","-1.13396644536359"
"260","OG0007495","bactericidal permeability-increasing protein / lipid binding","8.12054768321564","1.49343925524685"
"261","OG0007507","procollagen galactosyltransferase activity / procollagen galactosyltransferase activity","3.07613324867487","4.53938620150054"
"262","OG0007547","cytochrome C oxidase / cytochrome C oxidase","-4.86140009631456","-1.33598823748511"
"263","OG0007552","structural constituent of ribosome / structural constituent of ribosome","-2.86186982529312","-1.07580263822261"
"264","OG0007574","family member / family member","-1.1103273396219","-3.54057145023822"
"265","OG0007582","RNA polymerase II sequence-specific DNA-binding transcription factor binding / RNA polymerase II sequence-specific DNA-binding transcription factor binding","-3.55470039653061","-3.7477765031859"
"266","OG0007685","Sodium-dependent phosphate transport protein / Sodium-dependent phosphate transport protein","-7.95843342426937","-3.32887760049511"
"267","OG0007692","hydrolase activity / hydrolase activity","-3.39405328133467","-1.10705315997313"
"268","OG0007707","Belongs to the universal ribosomal protein uL5 family / Belongs to the universal ribosomal protein uL5 family","-5.82179785933533","-2.9482486234"
"269","OG0007712","26s proteasome non-ATPase regulatory subunit / 26s proteasome non-ATPase regulatory subunit","-5.04326267924793","-3.99108678927253"
"270","OG0007779","Solute carrier family 12 / Solute carrier family 12","-19.110072245544","-7.98802840054443"
"271","OG0007794","carbohydrate binding / carbohydrate binding","-1.38967382076522","-22.6746232610676"
"272","OG0007815","Cancer susceptibility candidate 1 N-terminus / SPARC related modular calcium binding 2","-2.08830736866568","4.80573554483355"
"273","OG0007822","Calcium channel, voltage-dependent, alpha 2 delta subunit / NA","-1.6047444588161","-1.6917746522195"
"274","OG0007834","structural constituent of ribosome / structural constituent of ribosome","-5.79408084196232","-2.22566965556139"
"275","OG0007838","zinc finger / zinc finger","1.12997295898183","4.03746525807274"
"276","OG0007846","threonine-type endopeptidase activity / threonine-type endopeptidase activity","-2.51073807166811","-2.22149543438957"
"277","OG0007856","Discs, large (Drosophila) homolog-associated protein / Discs, large (Drosophila) homolog-associated protein","-2.61819449648423","-1.53265721179629"
"278","OG0007862","tRNA methyltransferase 1 homolog (S. cerevisiae) / tRNA methyltransferase 1 homolog (S. cerevisiae)","-1.98750444806581","-2.76236013364936"
"279","OG0007877","mitochondrial translation / mitochondrial translation","-1.35805127066128","1.2663451171292"
"280","OG0007907","prostaglandin-F synthase activity / prostaglandin-F synthase activity","-3.20503519331023","-1.31660652560617"
"281","OG0007926","histone acetyltransferase activity / histone acetyltransferase activity","-1.69725742226388","2.61637395427596"
"282","OG0007937","Leucine rich repeat / Leucine rich repeat","-1.13509393005214","-7.09088412129869"
"283","OG0007943","Ecto-NOX disulfide-thiol exchanger / NA","-1.18259656574701","1.58141345370946"
"284","OG0007984","Ribosomal protein L14p/L23e / large ribosomal subunit rRNA binding","-5.29168083114472","-2.3174815919273"
"285","OG0007997","collagen fibril organization / NA","-1.66067551303989","-3.78140523472113"
"286","OG0008033","Belongs to the AAA ATPase family / Belongs to the AAA ATPase family","-2.75620728656866","-1.75037654294543"
"287","OG0008061","Belongs to the MT-A70-like family / Belongs to the MT-A70-like family","1.39178983479165","-1.29075816436685"
"288","OG0008115","Hairy and enhancer of split-related protein helt / Hairy and enhancer of split-related protein helt","-1.72078215822174","2.05517389594014"
"289","OG0008171","Dual specificity protein kinase / Dual specificity protein kinase","1.53296890726646","4.44061180144497"
"290","OG0008193","threonine-type endopeptidase activity / threonine-type endopeptidase activity","-4.97725931533232","-1.50041850269432"
"291","OG0008195","major facilitator superfamily / major facilitator superfamily","-18.8609477005686","-8.67940073986485"
"292","OG0008209","protein kinase activity / protein kinase activity","-5.07871978625914","-2.4172203013874"
"293","OG0008228","DBD domain binding / DBD domain binding","-1.56977662821127","-1.24535069686423"
"294","OG0008234","Small acidic protein family / Small acidic protein family","-2.10864647669984","1.25354951856219"
"295","OG0008265","Src homology 3 domains / Src homology 3 domains","-3.23140143153549","-8.86007824837155"
"296","OG0008278","intracellular signal transduction / NA","-1.35163617273328","-4.35382706932729"
"297","OG0008305","- / NA","-1.15333409839411","3.41598604308446"
"298","OG0008309","non-membrane spanning protein tyrosine kinase activity / non-membrane spanning protein tyrosine kinase activity","-1.11681429799977","1.41703901973736"
"299","OG0008315","Belongs to the eukaryotic ribosomal protein eS30 family / Belongs to the eukaryotic ribosomal protein eS30 family","-3.26601117820285","-1.92517667112853"
"300","OG0008329","IPT/TIG domain / IPT/TIG domain","3.13369082356802","-3.7677245749704"
"301","OG0008335","glutamine biosynthetic process / glutamine biosynthetic process","-1.24868782529145","-4.82709093784795"
"302","OG0008339","60s ribosomal protein / 60s ribosomal protein","-8.37720459067641","-1.21065704157955"
"303","OG0008345","Microtubule binding / ATP-dependent microtubule motor activity, plus-end-directed","1.13595899902995","-2.42667011021663"
"304","OG0008350","Acyl-CoA synthetase long-chain family member / Acyl-CoA synthetase long-chain family member","-4.4485753557839","-2.15715189143797"
"305","OG0008373","Isocitrate lyase family / Isocitrate lyase family","-2.68089397794106","-4.75286651234448"
"306","OG0008420","potassium:chloride symporter activity / potassium:chloride symporter activity","-1.35120758892168","-1.81278691935843"
"307","OG0008440","ribosomal protein / ribosomal protein","-4.04178241422433","-1.09714063669465"
"308","OG0008443","thyroid hormone transmembrane transporter activity / thyroid hormone transmembrane transporter activity","-3.11949598128059","-4.72457309909088"
"309","OG0008460","negative regulation of vascular smooth muscle contraction / negative regulation of vascular smooth muscle contraction","1.94248114550866","2.28880461432482"
"310","OG0008478","Carboxypeptidase / Carboxypeptidase","1.4720032571069","-2.08503996609017"
"311","OG0008483","Cupin superfamily protein / Cupin superfamily protein","-1.40470316783256","-4.84076431737182"
"312","OG0008517","low voltage-gated calcium channel activity / low voltage-gated calcium channel activity","-1.18942465459099","-2.33440506882662"
"313","OG0008540","Nuclear factor related to / Nuclear factor related to","-2.30360819152051","-1.42218245164171"
"314","OG0008541","ephrin receptor binding / ephrin receptor binding","1.66742170448024","-3.70119518216012"
"315","OG0008559","galactosyltransferase activity / galactosyltransferase activity","1.54799349271613","-4.53448949896399"
"316","OG0008597","ATP-dependent DNA helicase activity / ATP-dependent DNA helicase activity","-1.52183930529383","4.00973281012652"
"317","OG0008680","cysteamine dioxygenase activity / cysteamine dioxygenase activity","1.47229955317263","-1.57738879398829"
"318","OG0008701","Sigma non-opioid intracellular receptor 1 / Sigma non-opioid intracellular receptor 1","-1.19032656010389","2.89611034209937"
"319","OG0008702","Metal ion binding / mitotic spindle assembly","-2.90174237132903","-1.47013835276474"
"320","OG0008721","dense core granule exocytosis / dense core granule exocytosis","1.91269178849749","2.57508482003604"
"321","OG0008743","proteasome-activating ATPase activity / proteasome-activating ATPase activity","-2.01794582599417","-1.9344860639415"
"322","OG0008754","calcium ion binding / calcium ion binding","4.32576910243769","30.9623962232246"
"323","OG0008761","carbohydrate binding / carbohydrate binding","1.54612094999641","-4.02259704261997"
"324","OG0008764","ubiquitin-like protein-specific protease activity / ubiquitin-like protein-specific protease activity","-1.0430188210553","1.39174194285341"
"325","OG0008790","phosphatase 5 / phosphatase 5","-3.15859086419014","-5.93086472065667"
"326","OG0008799","Cys/Met metabolism PLP-dependent enzyme / Cys/Met metabolism PLP-dependent enzyme","-14.1415912485299","-2.52488267052745"
"327","OG0008810","ATP synthase subunit alpha / ATP synthase subunit alpha","-1.11524711701581","-1.12283960713516"
"328","OG0008814","Legumain / vacuolar protein processing","-1.64030638226227","1.5144885053938"
"329","OG0008867","tRNA-4-demethylwyosine synthase activity / tRNA-4-demethylwyosine synthase activity","-5.49991010578375","1.4713591723635"
"330","OG0008871","Heme oxygenase / Heme oxygenase","1.03931761426774","3.25670853703678"
"331","OG0008881","positive regulation of epithelial to mesenchymal transition / peptidase inhibitor activity","-4.4084963669987","-31.793571531842"
"332","OG0008932","anchor protein 17A / anchor protein 17A","-1.37270959680557","-1.00941404266689"
"333","OG0008952","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway / regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","7.05635472016547","3.89455501472727"
"334","OG0008969","translation regulator activity / translation regulator activity","-1.03820653231294","-1.40278470140485"
"335","OG0008980","medium-chain-acyl-CoA dehydrogenase activity / acyl-CoA dehydrogenase family member 9","-4.48221415744678","-2.03907182624681"
"336","OG0008985","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity / alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity","-2.2970774363283","-2.95528422622338"
"337","OG0009006","RhoGEF domain / RhoGEF domain","-1.05158819779629","2.50885297803395"
"338","OG0009012","structural constituent of cuticle / structural constituent of cuticle","-1.62574442357114","-4.73270055872631"
"339","OG0009015","cellular response to potassium ion starvation / cellular response to potassium ion starvation","1.03513821914014","1.10568507162594"
"340","OG0009019","macromolecule localization / NA","2.04746773140653","1.36097130078122"
"341","OG0009042","Vitamin K epoxide reductase complex, subunit / Vitamin K epoxide reductase complex, subunit","1.99128572857166","3.33140219978147"
"342","OG0009113","Catalyzes the ferrous insertion into protoporphyrin IX / Catalyzes the ferrous insertion into protoporphyrin IX","-2.94318405128852","-1.34235848729114"
"343","OG0009159","agmatinase activity / agmatinase activity","-1.42135583765631","1.25061919300469"
"344","OG0009169","BRO1-like domain / BRO1-like domain","-1.34777874696891","1.06111180802899"
"345","OG0009197","ranBP-type and C3HC4-type zinc finger-containing protein / RanBP-type and C3HC4-type zinc","2.30132716185193","1.96169773079858"
"346","OG0009286","S-adenosylhomocysteine catabolic process / S-adenosylhomocysteine catabolic process","-4.1487547459968","-2.62488959112232"
"347","OG0009332","RmlD substrate binding domain / RmlD substrate binding domain","-2.78971850104816","-1.46123174936477"
"348","OG0009356","LON peptidase N-terminal domain and RING finger / LON peptidase N-terminal domain and RING finger","-3.40139594939487","4.56832661368111"
"349","OG0009360","peptidase inhibitor activity / peptidase inhibitor activity","1.08329734169126","-1.45017001732861"
"350","OG0009447","Domain Homologous to E6-AP Carboxyl Terminus with / Domain Homologous to E6-AP Carboxyl Terminus with","1.61711208508701","1.94394801325999"
"351","OG0009476","glutathione hydrolase activity / glutathione hydrolase activity","1.64899947684104","-3.18761078664825"
"352","OG0009515","regulation of cellular macromolecule biosynthetic process / regulation of cellular macromolecule biosynthetic process","-1.43755570666685","-1.38900764787592"
"353","OG0009516","ankyrin repeats / ankyrin repeats","-1.1071225615288","1.44120332702182"
"354","OG0009519","Belongs to the universal ribosomal protein uL13 family / Belongs to the universal ribosomal protein uL13 family","-5.27308604871159","-2.94058981345016"
"355","OG0009550","store-operated calcium entry / Calcium release activated channel regulator","-1.70803984432202","-1.89115284890348"
"356","OG0009551","2Fe-2S iron-sulfur cluster binding domain / 2 iron, 2 sulfur cluster binding","-4.02872607166087","2.06614319763887"
"357","OG0009555","translational elongation / translational elongation","-9.24767085086592","-3.01396690355873"
"358","OG0009590","A disintegrin and metalloproteinase with thrombospondin motifs / metalloendopeptidase activity","-1.84021534786435","1.65045446912172"
"359","OG0009652","saccharopine dehydrogenase (NAD+, L-lysine-forming) activity / saccharopine dehydrogenase (NAD+, L-lysine-forming) activity","3.7013695259012","1.27531866796173"
"360","OG0009654","RING-type zinc-finger / RING-type zinc-finger","1.66092462557475","1.14325002617385"
"361","OG0009662","Far upstream element-binding protein / Far upstream element-binding protein","-4.15969016669464","-3.20996455831167"
"362","OG0009670","prolyl 4-hydroxylase / prolyl 4-hydroxylase","-2.14277955032132","-4.72575607617311"
"363","OG0009685","cysteine-type endopeptidase activity / cysteine-type endopeptidase activity","-1.24413528925505","-3.4298799296663"
"364","OG0009700","granuloma formation / granuloma formation","1.43421804999416","1.17053008951617"
"365","OG0009767","Initiation factor / Initiation factor","-2.11530091252627","-2.91131143289812"
"366","OG0009796","Rho GTPase activating protein 6 / Rho GTPase activating protein 6","-1.30722294498571","-2.77144663323574"
"367","OG0009798","nicotinamidase activity / nicotinamidase activity","-1.32550263051897","-1.49946796002397"
"368","OG0009802","metal ion binding / cysteine-rich protein 1","-1.38376933433283","3.61432441526352"
"369","OG0009812","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process / positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","-1.00601196620082","4.88207556182145"
"370","OG0009840","stress-activated protein kinase signaling cascade / stress-activated protein kinase signaling cascade","-1.2273052688002","-1.18549442446356"
"371","OG0009853","serine-type endopeptidase inhibitor activity / serine-type endopeptidase inhibitor activity","-1.44628133136704","-6.82489571312551"
"372","OG0009854","Malate synthase / Malate synthase","1.07807970999207","-1.12225341359654"
"373","OG0009918","dolichyl-diphosphooligosaccharide-protein glycotransferase activity / dolichyl-diphosphooligosaccharide-protein glycotransferase activity","-2.84629624101555","-7.1628438775656"
"374","OG0009941","ribosomal protein L37 / ribosomal protein L37","-2.08420302835191","1.02648562561531"
"375","OG0009967","positive regulation of prolactin signaling pathway / positive regulation of prolactin signaling pathway","-2.57374429242655","-1.38387265319844"
"376","OG0009992","nucleic acid-templated transcription / nucleic acid-templated transcription","1.010364356385","1.92370236407549"
"377","OG0010002","Protein phosphatase 1, regulatory subunit / Protein phosphatase 1 regulatory subunit 37","-4.75774070878992","-1.04043744079463"
"378","OG0010014","sequence-specific DNA binding / sequence-specific DNA binding","-1.08809093238396","-3.0578071457238"
"379","OG0010023","Sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5Bb / negative regulation of cell adhesion involved in sprouting angiogenesis","-2.66138312825352","-3.54222752535576"
"380","OG0010028","alpha-catenin binding / alpha-catenin binding","-3.05747187356705","2.46416076552308"
"381","OG0010041","Cytosolic acyl coenzyme A thioester / Cytosolic acyl coenzyme A thioester","-1.70312863092265","-1.16406300423243"
"382","OG0010049","sodium-dependent L-ascorbate transmembrane transporter activity / sodium-dependent L-ascorbate transmembrane transporter activity","-2.62969856111678","1.13377346812794"
"383","OG0010054","saccharopine dehydrogenase (NADP+, L-lysine-forming) activity / saccharopine dehydrogenase (NADP+, L-lysine-forming) activity","1.73490853252864","1.08299405388636"
"384","OG0010088","Glutathione S-transferase kappa / Glutathione S-transferase kappa","-2.75620728656866","1.43553919914131"
"385","OG0010090","trans-synaptic signaling by soluble gas, modulating synaptic transmission / trans-synaptic signaling by soluble gas, modulating synaptic transmission","-1.10292373745587","-1.75541271748588"
"386","OG0010098","tryptophan 5-monooxygenase activity / tryptophan 5-monooxygenase activity","1.45730219573658","1.41455276193142"
"387","OG0010108","zinc ion binding / NA","2.30123367634912","3.16493674218815"
"388","OG0010121","N-box binding / N-box binding","-1.35456938320544","-11.6229761855532"
"389","OG0010192","T cell proliferation involved in immune response / T cell proliferation involved in immune response","-3.37382001208354","-1.33687108425416"
"390","OG0010216","scavenger receptor activity / scavenger receptor activity","-2.68618336419523","-3.23235659172368"
"391","OG0010221","fucose metabolic process / fucose metabolic process","1.72543238665896","1.13693149653735"
"392","OG0010273","serine arginine-rich splicing factor / serine arginine-rich splicing factor","-1.56012606525969","-1.2695367284669"
"393","OG0010275","cytoplasmic translational termination / cytoplasmic translational termination","-1.43169739970129","-4.52708068384564"
"394","OG0010354","Protein disulfide isomerase family A member 4 / Protein disulfide isomerase family A member 4","2.39315322512427","1.85508352959339"
"395","OG0010357","cellular zinc ion homeostasis / cellular zinc ion homeostasis","-4.72855040798383","-9.15679399737794"
"396","OG0010374","sulfuric ester hydrolase activity / sulfuric ester hydrolase activity","-1.7045140453873","-12.9914022938143"
"397","OG0010375","structural constituent of cuticle / structural constituent of cuticle","-2.88826568453308","-31.2728808379688"
"398","OG0010413","thyroid hormone transmembrane transporter activity / thyroid hormone transmembrane transporter activity","-2.29454542086725","-3.25762700038489"
"399","OG0010422","TNF(Tumour Necrosis Factor) family / TNF(Tumour Necrosis Factor) family","2.94318405128852","3.69911727869104"
"400","OG0010433","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile / RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","-1.23695388680506","-2.24163608185821"
"401","OG0010477","oxidoreductase activity, oxidizing metal ions with flavin as acceptor / oxidoreductase activity, oxidizing metal ions with flavin as acceptor","-11.8950589996825","-3.20623833970109"
"402","OG0010489","metallocarboxypeptidase activity / metallocarboxypeptidase activity","-1.57090082173787","-11.0211049324461"
"403","OG0010491","structural constituent of ribosome / structural constituent of ribosome","-2.12372913226741","-1.17242988965227"
"404","OG0010536","regulation of peroxisome size / regulation of peroxisome size","1.03563441576623","-1.3927851552385"
"405","OG0010545","translation elongation factor activity / translation elongation factor activity","-3.31013195720764","-1.18551340128831"
"406","OG0010589","carbohydrate binding / carbohydrate binding","-2.96917654697514","-20.5619508045764"
"407","OG0010598","PRELI domain-containing protein 2 / PRELI domain-containing protein 2","2.71102848136946","6.55780780199389"
"408","OG0010599","translation initiation factor activity / translation initiation factor activity","-2.80678486912431","-1.50704623310911"
"409","OG0010611","mesenchymal cell apoptotic process / mesenchymal cell apoptotic process","-1.30130076753008","-1.4164543745355"
"410","OG0010614","collagen / NA","2.72606411881112","9.06638526858113"
"411","OG0010643","Fibrosin-like 1 / Fibrosin-1-like","-2.84153486363204","-1.67395681128869"
"412","OG0010646","bleomycin hydrolase / bleomycin hydrolase","-2.20364759017746","-1.06690516133659"
"413","OG0010671","Elongation factor / Elongation factor","-10.2979913096166","-6.76951327617667"
"414","OG0010681","RNA pseudouridylate synthase / RNA pseudouridylate synthase","-3.40139594939487","-1.0883320264001"
"415","OG0010700","endoplasmic reticulum stress-induced pre-emptive quality control / NA","-3.42787671367513","-4.18648544046871"
"416","OG0010708","aminoacyl-tRNA hydrolase activity / aminoacyl-tRNA hydrolase activity","-1.89562066475796","-4.91188171426851"
"417","OG0010724","positive regulation of Golgi to plasma membrane protein transport / positive regulation of Golgi to plasma membrane protein transport","-5.21540283901258","-3.49338089680149"
"418","OG0010754","fibroblast growth factor receptor binding / fibroblast growth factor receptor binding","-2.07117266259632","-4.79254841758374"
"419","OG0010783","threonine-type endopeptidase activity / threonine-type endopeptidase activity","-1.19217962973101","-3.67059259254193"
"420","OG0010790","Zinc finger protein / preantral ovarian follicle growth","-1.79088145103496","-1.21506271698488"
"421","OG0010857","protein disulfide oxidoreductase activity / Glutaredoxin","-2.30360819152051","-5.43811869736404"
"422","OG0010861","ubiquinone biosynthetic process / ubiquinone biosynthetic process","-1.61211840516396","-1.39756966912497"
"423","OG0010869","protein N-linked glycosylation via asparagine / protein N-linked glycosylation via asparagine","-1.57730457496961","-3.57744455243443"
"424","OG0010877","Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family / Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family","-1.60513557097247","-5.31823726316925"
"425","OG0010879","Belongs to the p53 family / Belongs to the p53 family","-3.20503519331023","-2.26684509656667"
"426","OG0010885","Sugar transporter / Sugar transporter","-2.60268712392254","-1.6811474882412"
"427","OG0010989","mesenchymal-epithelial cell signaling involved in prostate gland development / signaling receptor binding","1.19863357322572","-3.60851892003753"
"428","OG0011006","ER overload response / ER overload response","-3.87509268150477","-5.84127276665687"
"429","OG0011008","Solute carrier family 4, sodium bicarbonate cotransporter, member 7 / Solute carrier family 4, sodium bicarbonate transporter, member 10","-4.26395897768949","-6.86317278113481"
"430","OG0011085","GTPase activator activity / GTPase activator activity","-1.08670187046795","-2.37418667913116"
"431","OG0011087","protein autoubiquitination / protein autoubiquitination","-1.86267970228229","-1.9644603681793"
"432","OG0011121","Rab GTPase binding / Rab GTPase binding","-1.01780361216756","-2.25873475981575"
"433","OG0011122","phosphatidylserine biosynthetic process / phosphatidylserine synthase","-3.64089662253853","-2.77701269485813"
"434","OG0011169","cytoskeletal rearrangement involved in phagocytosis, engulfment / cytoskeletal rearrangement involved in phagocytosis, engulfment","1.11195585419056","2.91306085830972"
"435","OG0011185","carbohydrate binding / structural constituent of cuticle","-2.29368554203242","-30.9648173634242"
"436","OG0011195","Belongs to the AAA ATPase family / Belongs to the AAA ATPase family","-1.04655870120152","-1.51514686482865"
"437","OG0011214","Belongs to the short-chain dehydrogenases reductases (SDR) family / Belongs to the short-chain dehydrogenases reductases (SDR) family","-5.99557529428812","-10.7841488637553"
"438","OG0011219","Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides. It is involved in the biological process described with nitrogen compound metabolic process / Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides. It is involved in the biological process described with nitrogen compound metabolic process","-2.92966373514643","1.15384134222457"
"439","OG0011273","Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family / Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family","-2.565000655491","-2.98672159245054"
"440","OG0011280","Asparaginyl-tRNA synthetase / Asparaginyl-tRNA synthetase","-1.99173885612094","-1.09831690408457"
"441","OG0011293","cellular copper ion homeostasis / cellular copper ion homeostasis","-9.47547002920759","-1.31981520928817"
"442","OG0011322","GDP-mannose 4,6-dehydratase activity / GDP-mannose","-2.27922675894317","-3.20409414830532"
"443","OG0011328","ankyrin repeat / positive regulation of erythrocyte differentiation","-1.58847890674529","2.8947705250953"
"444","OG0011331","gamma-aminobutyric acid type B receptor subunit / gamma-aminobutyric acid type B receptor subunit","1.38125344716596","-1.87642742430479"
"445","OG0011333","ribonuclease P / ribonuclease P","-1.32723730419321","-1.22285762075735"
"446","OG0011334","V-myc avian myelocytomatosis viral oncogene homolog / V-myc avian myelocytomatosis viral oncogene homolog","1.25959902100474","-3.39038425392356"
"447","OG0011361","translation initiation factor activity / translation initiation factor activity","-1.37270959680557","-3.32291357851738"
"448","OG0011366","positive regulation of double-strand break repair via nonhomologous end joining / positive regulation of double-strand break repair via nonhomologous end joining","-1.32255408825808","1.06132671151894"
"449","OG0011373","protein kinase activity / protein kinase activity","-1.89225083837638","-1.76929171005758"
"450","OG0011382","helix loop helix domain / helix loop helix domain","1.71726227746837","2.83772258918306"
"451","OG0011384","nitric oxide catabolic process / nitric oxide catabolic process","1.12218096271755","-4.74903048608504"
"452","OG0011388","Lys63-specific deubiquitinase activity / Lys63-specific deubiquitinase activity","-2.79959774068176","-2.36681277072988"
"453","OG0011392","zinc ion binding / odorant binding","-1.58491038941212","-1.7317398773382"
"454","OG0011403","RNA binding / RNA binding","1.03098577999922","1.51889094151499"
"455","OG0011413","locomotory exploration behavior / locomotory exploration behavior","-1.61495599680077","-1.57738879398829"
"456","OG0011446","Bifunctional enzyme that catalyzes the enolization of 2,3-diketo-5-methylthiopentyl-1-phosphate (DK-MTP-1-P) into the intermediate 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate (HK-MTPenyl-1-P), which is then dephosphorylated to form the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK- MTPene) / Bifunctional enzyme that catalyzes the enolization of 2,3-diketo-5-methylthiopentyl-1-phosphate (DK-MTP-1-P) into the intermediate 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate (HK-MTPenyl-1-P), which is then dephosphorylated to form the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK- MTPene)","-1.64569036195573","-2.3699715314886"
"457","OG0011448","metalloendopeptidase activity / metalloendopeptidase activity","-1.28998451941003","-2.18072050030898"
"458","OG0011451","acid phosphatase activity / acid phosphatase activity","2.69275815790673","-4.15794653671778"
"459","OG0011475","translocon-associated protein / translocon-associated protein","-1.11259372270557","-1.63622111538263"
"460","OG0011488","Adenylate kinase / Adenylate kinase","2.0425330837433","1.20827376787297"
"461","OG0011491","quercetin 2,3-dioxygenase activity / quercetin 2,3-dioxygenase activity","-1.34722372152052","-1.56571950422728"
"462","OG0011499","Heat shock 70 kDa protein 14 / Heat shock 70 kDa protein 14","-1.16039254082444","-1.62494488942423"
"463","OG0011504","protein localization to nuclear pore / protein localization to nuclear pore","1.18050820732203","5.26452449597965"
"464","OG0011529","Neural retina leucine zipper / Neural retina leucine zipper","1.41892289854439","1.68863010853315"
"465","OG0011552","CUB and zona pellucida-like domain-containing protein / CUB and zona pellucida-like domain-containing protein","-1.49224652068921","-3.8758546968826"
"466","OG0011564","myristoyl-CoA hydrolase activity / myristoyl-CoA hydrolase activity","1.01066443545057","-1.66261263188249"
"467","OG0011609","transmembrane transport / transmembrane transport","-1.82190026282217","-2.05303674105691"
"468","OG0011619","forebrain anterior/posterior pattern specification / NA","-1.24639423638539","-3.59251641937247"
"469","OG0011630","translocation of peptides or proteins into host cell cytoplasm / translocation of peptides or proteins into host cell cytoplasm","-1.86807501529104","1.83451542460693"
"470","OG0011644","medium-chain fatty acid-CoA ligase activity / medium-chain fatty acid-CoA ligase activity","-1.79537061747508","-1.92210929920845"
"471","OG0011665","intracellular chloride channel activity / intracellular chloride channel activity","1.27875041538577","2.67319438442713"
"472","OG0011695","translation initiation factor activity / translation initiation factor activity","-1.52763133995716","-3.76228575747782"
"473","OG0011749","Protein tyrosine kinase / Protein tyrosine kinase","1.2175221987091","-1.26722564007557"
"474","OG0011757","Macrophage mannose receptor 1-like / carbohydrate binding","1.0278125389988","-4.00799990529333"
"475","OG0011786","regulation of cilium movement / regulation of cilium movement","1.89527488515847","2.62980064417834"
"476","OG0011803","threonine-type endopeptidase activity / threonine-type endopeptidase activity","-1.56412216839276","-1.47012247628887"
"477","OG0011807","phosphomannomutase activity / phosphomannomutase activity","-2.12105685982913","-3.38752987538828"
"478","OG0011824","Cryptochrome circadian clock / Cryptochrome circadian clock 1ba","1.42102028566878","9.85646998529971"
