"","count","site"
"Ofav_080",4.88344124421758,"Emerald"
"Ofav_081",6.64667754607735,"Emerald"
"Ofav_082",4.08522230340394,"Emerald"
"Ofav_083",4.92225577259255,"Emerald"
"Ofav_084",5.58817620216163,"Rainbow"
"Ofav_085",1.38469115704891,"Rainbow"
"Ofav_086",1.97918998731406,"Rainbow"
"Ofav_087",0.5,"Star"
"Ofav_088",8.33753959259199,"Star"
"Ofav_089",1.51132713656486,"Star"
"Ofav_090",6.64678896084862,"MacN"
"Ofav_091",2.24566085020518,"MacN"
"Ofav_092",1.45681882769277,"MacN"
"Ofav_093",3.56360507229605,"MacN"
"Ofav_094",7.56860266827996,"Emerald"
"Ofav_095",3.52786661482561,"Emerald"
"Ofav_096",5.38667389258795,"Emerald"
"Ofav_097",7.78966965448679,"Emerald"
"Ofav_098",4.9848288314743,"Emerald"
"Ofav_099",3.13295534487738,"Rainbow"
"Ofav_100",3.59332903159788,"Rainbow"
"Ofav_101",3.00068211467241,"Rainbow"
"Ofav_102",2.69009857236494,"Rainbow"
"Ofav_103",1.46780259831013,"Rainbow"
"Ofav_104",2.50325863280151,"Star"
"Ofav_105",6.60916361734648,"Star"
"Ofav_106",1.45830101770093,"Star"
"Ofav_107",2.12076398744042,"Star"
"Ofav_108",3.33717959160745,"Star"
"Ofav_110",2.31662149810192,"MacN"
"Ofav_111",2.68521454010148,"MacN"
"Ofav_112",1.4647981509405,"MacN"
"Ofav_113",3.63016554652083,"MacN"
"Ofav_114",2.19215672595158,"MacN"
"Ofav_115",7.8720059665522,"Emerald"
"Ofav_116",2.32484450213729,"Emerald"
"Ofav_117",5.1311537619955,"Emerald"
"Ofav_118",5.21861853561051,"Emerald"
"Ofav_119",4.45642686790857,"Rainbow"
"Ofav_120",4.12454332405294,"Rainbow"
"Ofav_121",0.5,"Rainbow"
"Ofav_122",3.73185708250719,"Star"
"Ofav_123",1.26589215127201,"Star"
"Ofav_124",3.61430013785321,"Star"
"Ofav_126",4.50987489072523,"Star"
"Ofav_127",5.51710647820604,"MacN"
"Ofav_128",0.5,"MacN"
"Ofav_129",3.61608432498672,"MacN"
"Ofav_130",2.01512066642973,"MacN"
"Ofav_132",4.37001689044227,"Emerald"
"Ofav_133",6.6829784084671,"Emerald"
"Ofav_153",3.11736807589465,"Emerald"
"Ofav_154",2.1495220381648,"Emerald"
"Ofav_134",2.38989694533506,"Rainbow"
"Ofav_155",0.5,"Rainbow"
"Ofav_156",4.3842914653921,"Star"
"Ofav_157",2.25582892850698,"Star"
"Ofav_158",1.60805715144164,"Star"
"Ofav_159",0.5,"Star"
"Ofav_136",0.5,"MacN"
"Ofav_137",6.3192198832563,"MacN"
"Ofav_138",5.26162607385709,"MacN"
"Ofav_160",3.09653890101469,"MacN"
"Ofav_161",4.82004430387085,"MacN"
"Ofav_162",5.06414985881444,"MacN"
"Ofav_163",0.5,"MacN"
