"","count","site"
"Ofav_080",22.4172062210879,"Emerald"
"Ofav_081",18.940032638232,"Emerald"
"Ofav_082",66.8266126129728,"Emerald"
"Ofav_083",74.2042628765425,"Emerald"
"Ofav_084",28.9937867321051,"Rainbow"
"Ofav_085",31.4641904967119,"Rainbow"
"Ofav_086",36.0005596955374,"Rainbow"
"Ofav_087",14.5744314809329,"Star"
"Ofav_088",24.012618777776,"Star"
"Ofav_089",57.134319647632,"Star"
"Ofav_090",30.0045870120734,"MacN"
"Ofav_091",32.7947257287958,"MacN"
"Ofav_092",26.3341083477048,"MacN"
"Ofav_093",13.7756219799495,"MacN"
"Ofav_094",74.7203280169396,"Emerald"
"Ofav_095",34.8158216346903,"Emerald"
"Ofav_096",32.2633803018217,"Emerald"
"Ofav_097",78.863948785733,"Emerald"
"Ofav_098",147.602385672357,"Emerald"
"Ofav_099",49.6484997710444,"Rainbow"
"Ofav_100",48.9621548283668,"Rainbow"
"Ofav_101",34.675988900523,"Rainbow"
"Ofav_102",26.7811828683793,"Rainbow"
"Ofav_103",33.4052883425446,"Rainbow"
"Ofav_104",67.2752877600505,"Star"
"Ofav_105",25.7002999215542,"Star"
"Ofav_106",28.290729513327,"Star"
"Ofav_107",21.5699318367254,"Star"
"Ofav_108",81.8324816260803,"Star"
"Ofav_110",51.3654019468537,"MacN"
"Ofav_111",64.5996265096434,"MacN"
"Ofav_112",39.0919260376199,"MacN"
"Ofav_113",25.5413243721666,"MacN"
"Ofav_114",31.8048994301042,"MacN"
"Ofav_115",60.950448925728,"Emerald"
"Ofav_116",53.4204905619814,"Emerald"
"Ofav_117",34.4617942546337,"Emerald"
"Ofav_118",66.5606594985472,"Emerald"
"Ofav_119",54.3074054035566,"Rainbow"
"Ofav_120",35.8392974095162,"Rainbow"
"Ofav_121",26.5927328479615,"Rainbow"
"Ofav_122",59.4813917557562,"Star"
"Ofav_123",13.5201665716241,"Star"
"Ofav_124",27.7501262062156,"Star"
"Ofav_126",52.6283735794279,"Star"
"Ofav_127",25.5855323910302,"MacN"
"Ofav_128",48.999442786585,"MacN"
"Ofav_129",16.0804216249336,"MacN"
"Ofav_130",29.2872926621649,"MacN"
"Ofav_132",44.3601914250123,"Emerald"
"Ofav_133",128.281553774987,"Emerald"
"Ofav_153",77.2761302262429,"Emerald"
"Ofav_154",96.9970392326411,"Emerald"
"Ofav_134",30.738351125361,"Rainbow"
"Ofav_155",34.3369136779875,"Rainbow"
"Ofav_156",21.4751739131174,"Star"
"Ofav_157",32.9828351773791,"Star"
"Ofav_158",44.8222860576655,"Star"
"Ofav_159",61.3303512288465,"Star"
"Ofav_136",18.3461962795259,"MacN"
"Ofav_137",35.4153192995378,"MacN"
"Ofav_138",28.2761520974997,"MacN"
"Ofav_160",55.0273169213085,"MacN"
"Ofav_161",64.220653482095,"MacN"
"Ofav_162",48.4235735175516,"MacN"
"Ofav_163",33.5693227479892,"MacN"
