"","count","site"
"Ofav_080",136.386678570745,"Emerald"
"Ofav_081",136.751352271381,"Emerald"
"Ofav_082",146.59780886371,"Emerald"
"Ofav_083",128.008374776419,"Emerald"
"Ofav_084",123.633864092311,"Rainbow"
"Ofav_085",121.702688515701,"Rainbow"
"Ofav_086",189.836318376199,"Rainbow"
"Ofav_087",101.031653435235,"Star"
"Ofav_088",192.519720018504,"Star"
"Ofav_089",119.836602114653,"Star"
"Ofav_090",149.252292852536,"MacN"
"Ofav_091",141.025698441517,"MacN"
"Ofav_092",107.66370870159,"MacN"
"Ofav_093",255.800422691337,"MacN"
"Ofav_094",169.262888705184,"Emerald"
"Ofav_095",131.70755330911,"Emerald"
"Ofav_096",143.027988533815,"Emerald"
"Ofav_097",153.583062744223,"Emerald"
"Ofav_098",183.481016324151,"Emerald"
"Ofav_099",93.5310888523341,"Rainbow"
"Ofav_100",177.850864478279,"Rainbow"
"Ofav_101",133.036152077638,"Rainbow"
"Ofav_102",99.7844686138772,"Rainbow"
"Ofav_103",154.380613131311,"Rainbow"
"Ofav_104",124.702035233694,"Star"
"Ofav_105",152.465444981494,"Star"
"Ofav_106",139.453647566635,"Star"
"Ofav_107",175.542510643565,"Star"
"Ofav_108",187.753853046092,"Star"
"Ofav_110",152.18789509151,"MacN"
"Ofav_111",103.20508338477,"MacN"
"Ofav_112",110.486989207217,"MacN"
"Ofav_113",158.051665841548,"MacN"
"Ofav_114",193.40586675848,"MacN"
"Ofav_115",105.182484725041,"Emerald"
"Ofav_116",83.5304248472466,"Emerald"
"Ofav_117",60.7049989059416,"Emerald"
"Ofav_118",87.0080064861927,"Emerald"
"Ofav_119",89.9152472147337,"Rainbow"
"Ofav_120",87.4890397772707,"Rainbow"
"Ofav_121",80.7109935696595,"Rainbow"
"Ofav_122",77.2566057095457,"Star"
"Ofav_123",103.129548270449,"Star"
"Ofav_124",93.150429101133,"Star"
"Ofav_126",157.887589460965,"Star"
"Ofav_127",135.961874911563,"MacN"
"Ofav_128",104.305824911638,"MacN"
"Ofav_129",151.110742374358,"MacN"
"Ofav_130",175.496436972634,"MacN"
"Ofav_132",104.990456041941,"Emerald"
"Ofav_133",117.976589760875,"Emerald"
"Ofav_153",86.8731465045233,"Emerald"
"Ofav_154",129.987479995937,"Emerald"
"Ofav_134",130.902889228119,"Rainbow"
"Ofav_155",139.148817021997,"Rainbow"
"Ofav_156",138.00391787488,"Star"
"Ofav_157",146.233801066079,"Star"
"Ofav_158",176.68108707922,"Star"
"Ofav_159",133.809067586621,"Star"
"Ofav_136",116.500275816918,"MacN"
"Ofav_137",180.895816380945,"MacN"
"Ofav_138",158.427264782927,"MacN"
"Ofav_160",168.40951559895,"MacN"
"Ofav_161",265.10271361209,"MacN"
"Ofav_162",176.219769564356,"MacN"
"Ofav_163",254.387058516821,"MacN"
