"","count","site"
"Ofav_080",20.2254855989791,"Emerald"
"Ofav_081",20.9889251535912,"Emerald"
"Ofav_082",63.2413903095689,"Emerald"
"Ofav_083",49.8818561272835,"Emerald"
"Ofav_084",5.58817620216163,"Rainbow"
"Ofav_085",27.9254258685163,"Rainbow"
"Ofav_086",21.2086598223968,"Rainbow"
"Ofav_087",11.5584818778759,"Star"
"Ofav_088",78.8753959259199,"Star"
"Ofav_089",30.8398140969457,"Star"
"Ofav_090",390.206420117802,"MacN"
"Ofav_091",26.6849127530777,"MacN"
"Ofav_092",48.3409413846385,"MacN"
"Ofav_093",52.5812862290328,"MacN"
"Ofav_094",4.03430133413998,"Emerald"
"Ofav_095",2.51857774321708,"Emerald"
"Ofav_096",14.3455760289992,"Emerald"
"Ofav_097",15.0793393089736,"Emerald"
"Ofav_098",7.67572613035888,"Emerald"
"Ofav_099",2.25530356325159,"Rainbow"
"Ofav_100",3.59332903159788,"Rainbow"
"Ofav_101",8.00204634401724,"Rainbow"
"Ofav_102",5.61023000218486,"Rainbow"
"Ofav_103",7.27461818817094,"Rainbow"
"Ofav_104",16.5260690624121,"Star"
"Ofav_105",10.427390878188,"Star"
"Ofav_106",20.6243213717196,"Star"
"Ofav_107",29.6737517739275,"Star"
"Ofav_108",9.95726530535817,"Star"
"Ofav_110",41.3739837072931,"MacN"
"Ofav_111",10.6976678538069,"MacN"
"Ofav_112",15.936770415048,"MacN"
"Ofav_113",6.76033109304166,"MacN"
"Ofav_114",15.7294105335642,"MacN"
"Ofav_115",21.1416167063461,"Emerald"
"Ofav_116",24.2229785277848,"Emerald"
"Ofav_117",23.6557688099775,"Emerald"
"Ofav_118",112.173972009449,"Emerald"
"Ofav_119",14.7431367244709,"Rainbow"
"Ofav_120",9.56135831013236,"Rainbow"
"Ofav_121",32.3911179252863,"Rainbow"
"Ofav_122",34.4344993663255,"Star"
"Ofav_123",16.5837351767122,"Star"
"Ofav_124",12.9572005514128,"Star"
"Ofav_126",25.5617180670327,"Star"
"Ofav_127",100.842129564121,"MacN"
"Ofav_128",78.7798023923828,"MacN"
"Ofav_129",211.355039324102,"MacN"
"Ofav_130",121.709653314378,"MacN"
"Ofav_132",34.040146383833,"Emerald"
"Ofav_133",5.99598080752631,"Emerald"
"Ofav_153",4.86228012649108,"Emerald"
"Ofav_154",23.5933085343073,"Emerald"
"Ofav_134",5.22474236333766,"Rainbow"
"Ofav_155",3.80116231004756,"Rainbow"
"Ofav_156",9.82229951694105,"Star"
"Ofav_157",33.8607496416326,"Star"
"Ofav_158",27.0933716345993,"Star"
"Ofav_159",16.0311535052374,"Star"
"Ofav_136",18.3461962795259,"MacN"
"Ofav_137",17.9576596497689,"MacN"
"Ofav_138",18.7528999497855,"MacN"
"Ofav_160",16.0792334060882,"MacN"
"Ofav_161",31.8203212030637,"MacN"
"Ofav_162",138.565533229137,"MacN"
"Ofav_163",182.914651287295,"MacN"
