"","count","site"
"Ofav_080",146.249421370234,"Emerald"
"Ofav_081",237.147085523978,"Emerald"
"Ofav_082",145.701503287859,"Emerald"
"Ofav_083",161.912335699628,"Emerald"
"Ofav_084",178.586167075657,"Rainbow"
"Ofav_085",136.742438185532,"Rainbow"
"Ofav_086",587.738424963681,"Rainbow"
"Ofav_087",134.207099068863,"Star"
"Ofav_088",276.773270638867,"Star"
"Ofav_089",131.972527753431,"Star"
"Ofav_090",170.151375319422,"MacN"
"Ofav_091",382.799726194934,"MacN"
"Ofav_092",389.925262870957,"MacN"
"Ofav_093",511.100845382674,"MacN"
"Ofav_094",163.961436703974,"Emerald"
"Ofav_095",183.181285761145,"Emerald"
"Ofav_096",228.544781654104,"Emerald"
"Ofav_097",148.115810503357,"Emerald"
"Ofav_098",192.4506739871,"Emerald"
"Ofav_099",236.588329257338,"Rainbow"
"Ofav_100",207.753045117058,"Rainbow"
"Ofav_101",103.027966701569,"Rainbow"
"Ofav_102",154.536932923001,"Rainbow"
"Ofav_103",154.380613131311,"Rainbow"
"Ofav_104",108.675966171282,"Star"
"Ofav_105",158.57460859884,"Star"
"Ofav_106",181.618892345476,"Star"
"Ofav_107",300.341337676477,"Star"
"Ofav_108",256.791889775206,"Star"
"Ofav_110",332.0334234036,"MacN"
"Ofav_111",98.1062494578661,"MacN"
"Ofav_112",432.729571621343,"MacN"
"Ofav_113",346.904987148305,"MacN"
"Ofav_114",292.397035226647,"MacN"
"Ofav_115",242.301795702912,"Emerald"
"Ofav_116",222.218607009681,"Emerald"
"Ofav_117",102.385382763901,"Emerald"
"Ofav_118",230.139435399712,"Emerald"
"Ofav_119",154.009362474853,"Rainbow"
"Ofav_120",158.167634596303,"Rainbow"
"Ofav_121",123.232484136708,"Rainbow"
"Ofav_122",95.0318196633353,"Star"
"Ofav_123",147.551293044226,"Star"
"Ofav_124",160.107882064977,"Star"
"Ofav_126",205.003619426987,"Star"
"Ofav_127",173.590173498108,"MacN"
"Ofav_128",374.030796198435,"MacN"
"Ofav_129",306.914958623694,"MacN"
"Ofav_130",314.129977950954,"MacN"
"Ofav_132",119.180517973563,"Emerald"
"Ofav_133",133.090536981572,"Emerald"
"Ofav_153",95.5977067575055,"Emerald"
"Ofav_154",117.616064709701,"Emerald"
"Ofav_134",122.398352974112,"Rainbow"
"Ofav_155",179.58805532008,"Rainbow"
"Ofav_156",151.210508857214,"Star"
"Ofav_157",167.303748208163,"Star"
"Ofav_158",273.082059254643,"Star"
"Ofav_159",145.457432715549,"Star"
"Ofav_136",294.962238612177,"MacN"
"Ofav_137",329.285923403981,"MacN"
"Ofav_138",306.831277418139,"MacN"
"Ofav_160",181.392210104024,"MacN"
"Ofav_161",244.582503168703,"MacN"
"Ofav_162",291.464553499421,"MacN"
"Ofav_163",301.324161772031,"MacN"
