"","count","site"
"Ofav_080",147.345281681289,"Emerald"
"Ofav_081",192.071450186077,"Emerald"
"Ofav_082",170.798059411687,"Emerald"
"Ofav_083",128.745417405184,"Emerald"
"Ofav_084",198.938871884304,"Rainbow"
"Ofav_085",159.744408268804,"Rainbow"
"Ofav_086",135.106288845579,"Rainbow"
"Ofav_087",217.648371420108,"Star"
"Ofav_088",153.332022055544,"Star"
"Ofav_089",181.527557445109,"Star"
"Ofav_090",202.114677915835,"MacN"
"Ofav_091",188.158541397057,"MacN"
"Ofav_092",175.597845467777,"MacN"
"Ofav_093",123.044202891842,"MacN"
"Ofav_094",117.131944026619,"Emerald"
"Ofav_095",140.791153153587,"Emerald"
"Ofav_096",136.512423343698,"Emerald"
"Ofav_097",135.358888608006,"Emerald"
"Ofav_098",115.311618085742,"Emerald"
"Ofav_099",140.924285060127,"Rainbow"
"Ofav_100",113.922064491922,"Rainbow"
"Ofav_101",164.711458863489,"Rainbow"
"Ofav_102",133.365980056806,"Rainbow"
"Ofav_103",153.412810533001,"Rainbow"
"Ofav_104",156.754173358518,"Star"
"Ofav_105",147.883572268484,"Star"
"Ofav_106",134.662142478131,"Star"
"Ofav_107",214.440846342135,"Star"
"Ofav_108",158.436330599481,"Star"
"Ofav_110",172.170731570631,"MacN"
"Ofav_111",187.700045602027,"MacN"
"Ofav_112",203.107611697504,"MacN"
"Ofav_113",171.615716543139,"MacN"
"Ofav_114",154.486262061594,"MacN"
"Ofav_115",190.697753937047,"Emerald"
"Ofav_116",148.31240467312,"Emerald"
"Ofav_117",187.289868400485,"Emerald"
"Ofav_118",171.943140127182,"Emerald"
"Ofav_119",146.887794112617,"Rainbow"
"Ofav_120",128.265152172866,"Rainbow"
"Ofav_121",198.61149014193,"Rainbow"
"Ofav_122",166.94063974912,"Star"
"Ofav_123",207.290880843442,"Star"
"Ofav_124",158.55073199605,"Star"
"Ofav_126",197.986338368217,"Star"
"Ofav_127",171.081620259005,"MacN"
"Ofav_128",183.436494721329,"MacN"
"Ofav_129",165.652469224296,"MacN"
"Ofav_130",162.617911307981,"MacN"
"Ofav_132",157.880686877985,"Emerald"
"Ofav_133",128.281553774987,"Emerald"
"Ofav_153",145.327700199504,"Emerald"
"Ofav_154",104.419888404383,"Emerald"
"Ofav_134",183.820003697501,"Rainbow"
"Ofav_155",152.353466262188,"Rainbow"
"Ofav_156",158.979091787998,"Star"
"Ofav_157",151.5012878516,"Star"
"Ofav_158",103.549315084072,"Star"
"Ofav_159",179.10826531023,"Star"
"Ofav_136",259.269846053125,"MacN"
"Ofav_137",202.232955952885,"MacN"
"Ofav_138",167.156912584998,"MacN"
"Ofav_160",152.830282192862,"MacN"
"Ofav_161",184.101882914511,"MacN"
"Ofav_162",176.219769564356,"MacN"
"Ofav_163",148.778576192597,"MacN"
