"","count","site"
"Ofav_080",2.69172062210879,"Emerald"
"Ofav_081",1.52444625767956,"Emerald"
"Ofav_082",0.5,"Emerald"
"Ofav_083",4.92225577259255,"Emerald"
"Ofav_084",0.5,"Rainbow"
"Ofav_085",2.26938231409782,"Rainbow"
"Ofav_086",1.97918998731406,"Rainbow"
"Ofav_087",0.5,"Star"
"Ofav_088",0.5,"Star"
"Ofav_089",3.53398140969457,"Star"
"Ofav_090",0.5,"MacN"
"Ofav_091",1.37283042510259,"MacN"
"Ofav_092",0.5,"MacN"
"Ofav_093",3.56360507229605,"MacN"
"Ofav_094",5.80145200120997,"Emerald"
"Ofav_095",0.5,"Emerald"
"Ofav_096",0.5,"Emerald"
"Ofav_097",0.5,"Emerald"
"Ofav_098",7.67572613035888,"Emerald"
"Ofav_099",0.5,"Rainbow"
"Ofav_100",3.59332903159788,"Rainbow"
"Ofav_101",1.3335607048908,"Rainbow"
"Ofav_102",1.96006571490996,"Rainbow"
"Ofav_103",1.46780259831013,"Rainbow"
"Ofav_104",4.50651726560303,"Star"
"Ofav_105",6.60916361734648,"Star"
"Ofav_106",4.33320407080373,"Star"
"Ofav_107",5.36229196232126,"Star"
"Ofav_108",9.95726530535817,"Star"
"Ofav_110",0.5,"MacN"
"Ofav_111",1.22840484670049,"MacN"
"Ofav_112",1.4647981509405,"MacN"
"Ofav_113",1.54338851550694,"MacN"
"Ofav_114",0.5,"MacN"
"Ofav_115",1.97440119331044,"Emerald"
"Ofav_116",0.5,"Emerald"
"Ofav_117",0.5,"Emerald"
"Ofav_118",6.79149138081402,"Emerald"
"Ofav_119",1.29128537358171,"Rainbow"
"Ofav_120",0.5,"Rainbow"
"Ofav_121",0.5,"Rainbow"
"Ofav_122",2.92389281188039,"Star"
"Ofav_123",2.03178430254402,"Star"
"Ofav_124",2.83572510338991,"Star"
"Ofav_126",3.50740616804392,"Star"
"Ofav_127",0.5,"MacN"
"Ofav_128",2.20173483461702,"MacN"
"Ofav_129",1.53869477499557,"MacN"
"Ofav_130",0.5,"MacN"
"Ofav_132",0.5,"Emerald"
"Ofav_133",3.93498800470394,"Emerald"
"Ofav_153",0.5,"Emerald"
"Ofav_154",4.62380509541201,"Emerald"
"Ofav_134",0.5,"Rainbow"
"Ofav_155",0.5,"Rainbow"
"Ofav_156",3.60743317231368,"Star"
"Ofav_157",2.25582892850698,"Star"
"Ofav_158",2.71611430288327,"Star"
"Ofav_159",4.38278837630935,"Star"
"Ofav_136",0.5,"MacN"
"Ofav_137",0.5,"MacN"
"Ofav_138",0.5,"MacN"
"Ofav_160",2.2310259340098,"MacN"
"Ofav_161",2.66002215193543,"MacN"
"Ofav_162",1.64103746470361,"MacN"
"Ofav_163",0.5,"MacN"
