site,species,genotype,replicate,sampleID,tank,pH,temp,treatment,time,file,AOI,FvFm,ratio
Emerald,Ssid,2,2,Es2-2,5,control pH,high temp,CH,28,CH_Ssid_EMRL_2-2,1,0.233,0.468
Emerald,Ssid,3,2,Es3-2,5,control pH,high temp,CH,28,CH_Ssid_EMRL_3-2,1,0.217,0.373
Emerald,Ssid,4,2,Es4-2,5,control pH,high temp,CH,28,CH_Ssid_EMRL,2,0.308,0.689
Emerald,Ssid,5,2,Es5-2,5,control pH,high temp,CH,28,CH_Ssid_EMRL,3,0.334,0.604
MacN,Ssid,1,2,Ms1-2,5,control pH,high temp,CH,28,(dead),,,
MacN,Ssid,2,2,Ms2-2,5,control pH,high temp,CH,28,CH_Ssid_MACN,1,0.353,0.699
MacN,Ssid,3,2,Ms3-2,5,control pH,high temp,CH,28,CH_Ssid_MACN,2,0.306,0.644
MacN,Ssid,4,2,Ms4-2,5,control pH,high temp,CH,28,CH_Ssid_MACN,3,0.335,0.722
MacN,Ssid,5,2,Ms5-2,5,control pH,high temp,CH,28,CH_Ssid_MACN,4,0.359,0.674
Rainbow,Ssid,1,2,Rs1-2,5,control pH,high temp,CH,28,(dead),,,
Rainbow,Ssid,2,2,Rs2-2,5,control pH,high temp,CH,28,(dead),,,
Rainbow,Ssid,3,2,Rs3-2,5,control pH,high temp,CH,28,(dead),,,
Rainbow,Ssid,4,2,Rs4-2,5,control pH,high temp,CH,28,CH_Ssid_RAIN,1,0.346,0.657
Rainbow,Ssid,5,2,Rs5-2,5,control pH,high temp,CH,28,CH_Ssid_RAIN,2,0.349,0.670
Star,Ssid,1,2,Ss1-2,5,control pH,high temp,CH,28,CH_Ssid_STAR,1,0.289,0.585
Star,Ssid,2,2,Ss2-2,5,control pH,high temp,CH,28,CH_Ssid_STAR,2,0.284,0.544
Star,Ssid,3,2,Ss3-2,5,control pH,high temp,CH,28,CH_Ssid_STAR,3,0.307,0.630
Star,Ssid,4,2,Ss4-2,5,control pH,high temp,CH,28,CH_Ssid_STAR,4,0.246,0.505
Star,Ssid,5,2,Ss5-2,5,control pH,high temp,CH,28,CH_Ssid_STAR_5-2,1,0.407,0.733
Emerald,Ofav,1,2,Eo1-2,6,control pH,high temp,CH,28,(dead),,,
Emerald,Ofav,2,2,Eo2-2,6,control pH,high temp,CH,28,CH_Ofav_EMRL,1,0.427,0.713
Emerald,Ofav,3,2,Eo3-2,6,control pH,high temp,CH,28,CH_Ofav_EMRL,2,0.379,0.618
Emerald,Ofav,4,2,Eo4-2,6,control pH,high temp,CH,28,CH_Ofav_EMRL_4-2,1,0.29,0.494
Emerald,Ofav,5,2,Eo5-2,6,control pH,high temp,CH,28,(dead),,,
MacN,Ofav,6,2,CR046,6,control pH,high temp,CH,28,CH_Ofav_MACN,5,0.455,0.751
MacN,Ofav,1,2,Mo1-2,6,control pH,high temp,CH,28,CH_Ofav_MACN,1,0.403,0.726
MacN,Ofav,2,2,Mo2-2,6,control pH,high temp,CH,28,(dead),,,
MacN,Ofav,3,2,Mo3-2,6,control pH,high temp,CH,28,CH_Ofav_MACN,2,0.436,0.703
MacN,Ofav,4,2,Mo4-2,6,control pH,high temp,CH,28,CH_Ofav_MACN,3,0.391,0.694
MacN,Ofav,5,2,Mo5-2,6,control pH,high temp,CH,28,CH_Ofav_MACN,4,0.473,0.807
Rainbow,Ofav,1,2,Ro1-2,6,control pH,high temp,CH,28,(dead),,,
Rainbow,Ofav,2,2,Ro2-2,6,control pH,high temp,CH,28,(dead),,,
Rainbow,Ofav,3,2,Ro3-2,6,control pH,high temp,CH,28,(dead),,,
Rainbow,Ofav,4,2,Ro4-2,6,control pH,high temp,CH,28,(dead),,,
Rainbow,Ofav,5,2,Ro5-2,6,control pH,high temp,CH,28,CH_Ofav_RAIN,1,0.397,0.706
Star,Ofav,1,2,So1-2,6,control pH,high temp,CH,28,CH_Ofav_STAR,1,0.38,0.662
Star,Ofav,2,2,So2-2,6,control pH,high temp,CH,28,CH_Ofav_STAR,2,0.457,0.746
Star,Ofav,3,2,So3-2,6,control pH,high temp,CH,28,(dead),,,
Star,Ofav,4,2,So4-2,6,control pH,high temp,CH,28,CH_Ofav_STAR,3,0.423,0.728
Star,Ofav,5,2,So5-2,6,control pH,high temp,CH,28,CH_Ofav_STAR,4,0.404,0.656
Emerald,Ssid,1,3,Es1-3,7,low pH,high temp,LH,10,LC_Ssid_EMRL,1,0.309,0.620
Emerald,Ssid,2,3,Es2-3,7,low pH,high temp,LH,10,LC_Ssid_EMRL,2,0.306,0.626
Emerald,Ssid,3,3,Es3-3,7,low pH,high temp,LH,10,LC_Ssid_EMRL,3,0.348,0.647
Emerald,Ssid,4,3,Es4-3,7,low pH,high temp,LH,10,LC_Ssid_EMRL,4,0.32,0.593
Emerald,Ssid,5,3,Es5-3,7,low pH,high temp,LH,10,LC_Ssid_EMRL,5,0.311,0.551
MacN,Ssid,1,3,Ms1-3,7,low pH,high temp,LH,10,LC_Ssid_MACN,1,0.31,0.571
MacN,Ssid,2,3,Ms2-3,7,low pH,high temp,LH,10,LC_Ssid_MACN,2,0.342,0.697
MacN,Ssid,3,3,Ms3-3,7,low pH,high temp,LH,10,LC_Ssid_MACN,3,0.336,0.655
MacN,Ssid,4,3,Ms4-3,7,low pH,high temp,LH,10,LC_Ssid_MACN,4,0.23,0.517
MacN,Ssid,5,3,Ms5-3,7,low pH,high temp,LH,10,LC_Ssid_MACN,5,0.373,0.721
Rainbow,Ssid,1,3,Rs1-3,7,low pH,high temp,LH,10,LC_Ssid_RAIN,1,0.299,0.591
Rainbow,Ssid,2,3,Rs2-3,7,low pH,high temp,LH,10,LC_Ssid_RAIN_2-3,1,0.373,0.700
Rainbow,Ssid,3,3,Rs3-3,7,low pH,high temp,LH,10,LC_Ssid_RAIN_3-3,1,0.326,0.913
Rainbow,Ssid,4,3,Rs4-3,7,low pH,high temp,LH,10,LC_Ssid_RAIN,2,0.306,0.580
Rainbow,Ssid,5,3,Rs5-3,7,low pH,high temp,LH,10,LC_Ssid_RAIN,3,0.285,0.519
Star,Ssid,1,3,Ss1-3,7,low pH,high temp,LH,10,LC_Ssid_STAR,1,0.317,0.626
Star,Ssid,2,3,Ss2-3,7,low pH,high temp,LH,10,LC_Ssid_STAR,2,0.357,0.688
Star,Ssid,3,3,Ss3-3,7,low pH,high temp,LH,10,LC_Ssid_STAR,3,0.277,0.547
Star,Ssid,4,3,Ss4-3,7,low pH,high temp,LH,10,LC_Ssid_STAR,4,0.273,0.546
Star,Ssid,5,3,Ss5-3,7,low pH,high temp,LH,10,LC_Ssid_STAR,5,0.428,0.743
Emerald,Ofav,1,4,Eo1-4,8,low pH,high temp,LH,28,(dead),,,
Emerald,Ofav,2,4,Eo2-4,8,low pH,high temp,LH,28,(dead),,,
Emerald,Ofav,3,4,Eo3-4,8,low pH,high temp,LH,28,(dead),,,
Emerald,Ofav,4,4,Eo4-4,8,low pH,high temp,LH,28,LH_Ofav_EMRL,1,0.21,0.343
Emerald,Ofav,5,4,Eo5-4,8,low pH,high temp,LH,28,(dead),,,
MacN,Ofav,6,4,CR049,8,low pH,high temp,LH,28,LH_Ofav_MACN,3,0.45,0.731
MacN,Ofav,1,4,Mo1-4,8,low pH,high temp,LH,28,(dead),,,
MacN,Ofav,2,4,Mo2-4,8,low pH,high temp,LH,28,(dead),,,
MacN,Ofav,3,4,Mo3-4,8,low pH,high temp,LH,28,(dead),,,
MacN,Ofav,4,4,Mo4-4,8,low pH,high temp,LH,28,LH_Ofav_MACN,1,0.374,0.635
MacN,Ofav,5,4,Mo5-4,8,low pH,high temp,LH,28,LH_Ofav_MACN,2,0.45,0.726
Rainbow,Ofav,1,4,Ro1-4,8,low pH,high temp,LH,28,(dead),,,
Rainbow,Ofav,2,4,Ro2-4,8,low pH,high temp,LH,28,(dead),,,
Rainbow,Ofav,3,4,Ro3-4,8,low pH,high temp,LH,28,(dead),,,
Rainbow,Ofav,4,4,Ro4-4,8,low pH,high temp,LH,28,(dead),,,
Rainbow,Ofav,5,4,Ro5-4,8,low pH,high temp,LH,28,LH_Ofav_RAIN,1,0.403,0.668
Star,Ofav,1,4,So1-4,8,low pH,high temp,LH,28,(dead),,,
Star,Ofav,2,4,So2-4,8,low pH,high temp,LH,28,(dead),,,
Star,Ofav,3,4,So3-4,8,low pH,high temp,LH,28,(dead),,,
Star,Ofav,4,4,So4-4,8,low pH,high temp,LH,28,(dead),,,
Star,Ofav,5,4,So5-4,8,low pH,high temp,LH,28,LH_Ofav_STAR,1,0.419,0.652
Emerald,Ofav,1,1,Eo1-1,1,control pH,high temp,CH,14,CC_Ofav_EMRL,1,0.306,0.544
Emerald,Ofav,2,1,Eo2-1,1,control pH,high temp,CH,14,(dead),,,
Emerald,Ofav,3,1,Eo3-1,1,control pH,high temp,CH,14,CC_Ofav_EMRL,2,0.415,0.705
Emerald,Ofav,4,1,Eo4-1,1,control pH,high temp,CH,14,CC_Ofav_EMRL,3,0.245,0.422
Emerald,Ofav,5,1,Eo5-1,1,control pH,high temp,CH,14,CC_Ofav_EMRL,4,0.341,0.577
MacN,Ofav,6,1,CR043,1,control pH,high temp,CH,14,CC_Ofav_MACN,4,0.441,0.718
MacN,Ofav,1,1,Mo1-1,1,control pH,high temp,CH,14,CC_Ofav_MACN,1,0.417,0.749
MacN,Ofav,2,1,Mo2-1,1,control pH,high temp,CH,14,(dead),,,
MacN,Ofav,3,1,Mo3-1,1,control pH,high temp,CH,14,(dead),,,
MacN,Ofav,4,1,Mo4-1,1,control pH,high temp,CH,14,CC_Ofav_MACN,2,0.394,0.677
MacN,Ofav,5,1,Mo5-1,1,control pH,high temp,CH,14,CC_Ofav_MACN,3,0.451,0.752
Rainbow,Ofav,1,1,Ro1-1,1,control pH,high temp,CH,14,(dead),,,
Rainbow,Ofav,2,1,Ro2-1,1,control pH,high temp,CH,14,(dead),,,
Rainbow,Ofav,3,1,Ro3-1,1,control pH,high temp,CH,14,CC_Ofav_RAIN,1,0.307,0.524
Rainbow,Ofav,4,1,Ro4-1,1,control pH,high temp,CH,14,CC_Ofav_RAIN,2,0.363,0.595
Rainbow,Ofav,5,1,Ro5-1,1,control pH,high temp,CH,14,CC_Ofav_RAIN,3,0.392,0.649
Star,Ofav,1,1,So1-1,1,control pH,high temp,CH,14,(dead),,,
Star,Ofav,2,1,So2-1,1,control pH,high temp,CH,14,(dead),,,
Star,Ofav,3,1,So3-1,1,control pH,high temp,CH,14,CC_Ofav_STAR,1,0.437,0.732
Star,Ofav,4,1,So4-1,1,control pH,high temp,CH,14,CC_Ofav_STAR,2,0.417,0.706
Star,Ofav,5,1,So5-1,1,control pH,high temp,CH,14,CC_Ofav_STAR,3,0.437,0.682
Emerald,Ssid,1,4,Es1-4,2,low pH,high temp,LH,31,(dead),,,
Emerald,Ssid,2,4,Es2-4,2,low pH,high temp,LH,31,(dead),,,
Emerald,Ssid,3,4,Es3-4,2,low pH,high temp,LH,31,(dead),,,
Emerald,Ssid,4,4,Es4-4,2,low pH,high temp,LH,31,LH_Ssid_EMRL,1,0.333,0.654
Emerald,Ssid,5,4,Es5-4,2,low pH,high temp,LH,31,(dead),,,
MacN,Ssid,1,4,Ms1-4,2,low pH,high temp,LH,31,(dead),,,
MacN,Ssid,2,4,Ms2-4,2,low pH,high temp,LH,31,(dead),,,
MacN,Ssid,3,4,Ms3-4,2,low pH,high temp,LH,31,LH_Ssid_MACN,1,0.344,0.691
MacN,Ssid,4,4,Ms4-4,2,low pH,high temp,LH,31,LH_Ssid_MACN,2,0.187,0.429
MacN,Ssid,5,4,Ms5-4,2,low pH,high temp,LH,31,LH_Ssid_MACN,3,0.334,0.655
Rainbow,Ssid,1,4,Rs1-4,2,low pH,high temp,LH,31,(dead),,,
Rainbow,Ssid,2,4,Rs2-4,2,low pH,high temp,LH,31,(dead),,,
Rainbow,Ssid,3,4,Rs3-4,2,low pH,high temp,LH,31,(dead),,,
Rainbow,Ssid,4,4,Rs4-4,2,low pH,high temp,LH,31,LH_Ssid_RAIN,1,0.345,0.662
Rainbow,Ssid,5,4,Rs5-4,2,low pH,high temp,LH,31,LH_Ssid_RAIN,2,0.326,0.604
Star,Ssid,1,4,Ss1-4,2,low pH,high temp,LH,31,LH_Ssid_STAR,1,0.204,0.397
Star,Ssid,2,4,Ss2-4,2,low pH,high temp,LH,31,LH_Ssid_STAR,2,0.262,0.503
Star,Ssid,3,4,Ss3-4,2,low pH,high temp,LH,31,LH_Ssid_STAR,3,0.239,0.494
Star,Ssid,4,4,Ss4-4,2,low pH,high temp,LH,31,LH_Ssid_STAR,4,0.237,0.486
Star,Ssid,5,4,Ss5-4,2,low pH,high temp,LH,31,LH_Ssid_STAR_5-4,1,0.35,0.627
Emerald,Ssid,1,1,Es1-1,3,control pH,high temp,CH,14,CC_Ssid_EMRL,1,0.372,0.809
Emerald,Ssid,2,1,Es2-1,3,control pH,high temp,CH,14,CC_Ssid_EMRL,2,0.364,0.790
Emerald,Ssid,3,1,Es3-1,3,control pH,high temp,CH,14,CC_Ssid_EMRL,3,0.428,0.785
Emerald,Ssid,4,1,Es4-1,3,control pH,high temp,CH,14,CC_Ssid_EMRL,4,0.361,0.744
Emerald,Ssid,5,1,Es5-1,3,control pH,high temp,CH,14,CC_Ssid_EMRL,5,0.402,0.717
MacN,Ssid,1,1,Ms1-1,3,control pH,high temp,CH,14,CC_Ssid_MACN,1,0.381,0.751
MacN,Ssid,2,1,Ms2-1,3,control pH,high temp,CH,14,CC_Ssid_MACN,2,0.367,0.789
MacN,Ssid,3,1,Ms3-1,3,control pH,high temp,CH,14,(dead),,,
MacN,Ssid,4,1,Ms4-1,3,control pH,high temp,CH,14,CC_Ssid_MACN,3,0.306,0.743
MacN,Ssid,5,1,Ms5-1,3,control pH,high temp,CH,14,CC_Ssid_MACN,4,0.419,0.828
Rainbow,Ssid,1,1,Rs1-1,3,control pH,high temp,CH,14,CC_Ssid_RAIN,1,0.373,0.772
Rainbow,Ssid,2,1,Rs2-1,3,control pH,high temp,CH,14,CC_Ssid_RAIN_2-1,1,0.464,0.889
Rainbow,Ssid,3,1,Rs3-1,3,control pH,high temp,CH,14,CC_Ssid_RAIN_3-1,1,0.398,1.195
Rainbow,Ssid,4,1,Rs4-1,3,control pH,high temp,CH,14,CC_Ssid_RAIN,2,0.325,0.624
Rainbow,Ssid,5,1,Rs5-1,3,control pH,high temp,CH,14,CC_Ssid_RAIN,3,0.356,0.658
Star,Ssid,1,1,Ss1-1,3,control pH,high temp,CH,14,CC_Ssid_STAR,1,0.335,0.675
Star,Ssid,2,1,Ss2-1,3,control pH,high temp,CH,14,CC_Ssid_STAR,2,0.406,0.769
Star,Ssid,3,1,Ss3-1,3,control pH,high temp,CH,14,CC_Ssid_STAR,3,0.378,0.778
Star,Ssid,4,1,Ss4-1,3,control pH,high temp,CH,14,CC_Ssid_STAR,4,0.288,0.621
Star,Ssid,5,1,Ss5-1,3,control pH,high temp,CH,14,CC_Ssid_STAR,5,0.434,0.779
Emerald,Ofav,1,3,Eo1-3,4,low pH,high temp,LH,14,LC_Ofav_QT,1,0.297,0.509
Emerald,Ofav,2,3,Eo2-3,4,low pH,high temp,LH,14,(dead),,,
Emerald,Ofav,3,3,Eo3-3,4,low pH,high temp,LH,14,(dead),,,
Emerald,Ofav,4,3,Eo4-3,4,low pH,high temp,LH,14,LC_Ofav_EMRL,1,0.21,0.367
Emerald,Ofav,5,3,Eo5-3,4,low pH,high temp,LH,14,LC_Ofav_EMRL,2,0.294,0.503
MacN,Ofav,6,3,CR047,4,low pH,high temp,LH,14,LC_Ofav_MACN,4,0.382,0.632
MacN,Ofav,1,3,Mo1-3,4,low pH,high temp,LH,14,LC_Ofav_MACN,1,0.344,0.636
MacN,Ofav,2,3,Mo2-3,4,low pH,high temp,LH,14,(dead),,,
MacN,Ofav,3,3,Mo3-3,4,low pH,high temp,LH,14,(dead),,,
MacN,Ofav,4,3,Mo4-3,4,low pH,high temp,LH,14,LC_Ofav_MACN,2,0.399,0.666
MacN,Ofav,5,3,Mo5-3,4,low pH,high temp,LH,14,LC_Ofav_MACN,3,0.419,0.684
Rainbow,Ofav,1,3,Ro1-3,4,low pH,high temp,LH,14,(dead),,,
Rainbow,Ofav,2,3,Ro2-3,4,low pH,high temp,LH,14,(dead),,,
Rainbow,Ofav,3,3,Ro3-3,4,low pH,high temp,LH,14,(dead),,,
Rainbow,Ofav,4,3,Ro4-3,4,low pH,high temp,LH,14,(dead),,,
Rainbow,Ofav,5,3,Ro5-3,4,low pH,high temp,LH,14,LC_Ofav_RAIN,1,0.322,0.559
Star,Ofav,1,3,So1-3,4,low pH,high temp,LH,14,LC_Ofav_QT,2,0.329,0.571
Star,Ofav,2,3,So2-3,4,low pH,high temp,LH,14,LC_Ofav_STAR,1,0.369,0.601
Star,Ofav,3,3,So3-3,4,low pH,high temp,LH,14,LC_Ofav_QT,3,0.376,0.634
Star,Ofav,4,3,So4-3,4,low pH,high temp,LH,14,LC_Ofav_STAR,2,0.377,0.626
Star,Ofav,5,3,So5-3,4,low pH,high temp,LH,14,LC_Ofav_STAR,3,0.378,0.598
Emerald,Ssid,1,2,Es1-2,5,control pH,high temp,CH,31,CH_Ssid_EMRL,1,0.329,0.715
Emerald,Ssid,2,2,Es2-2,5,control pH,high temp,CH,31,(dead),,,
Emerald,Ssid,3,2,Es3-2,5,control pH,high temp,CH,31,(dead),,,
Emerald,Ssid,4,2,Es4-2,5,control pH,high temp,CH,31,CH_Ssid_EMRL,2,0.297,0.664
Emerald,Ssid,5,2,Es5-2,5,control pH,high temp,CH,31,CH_Ssid_EMRL,3,0.324,0.586
MacN,Ssid,1,2,Ms1-2,5,control pH,high temp,CH,31,(dead),,,
MacN,Ssid,2,2,Ms2-2,5,control pH,high temp,CH,31,(dead),,,
MacN,Ssid,3,2,Ms3-2,5,control pH,high temp,CH,31,CH_Ssid_MACN,1,0.296,0.623
MacN,Ssid,4,2,Ms4-2,5,control pH,high temp,CH,31,CH_Ssid_MACN,2,0.306,0.659
MacN,Ssid,5,2,Ms5-2,5,control pH,high temp,CH,31,CH_Ssid_MACN,3,0.344,0.645
Rainbow,Ssid,1,2,Rs1-2,5,control pH,high temp,CH,31,(dead),,,
Rainbow,Ssid,2,2,Rs2-2,5,control pH,high temp,CH,31,(dead),,,
Rainbow,Ssid,3,2,Rs3-2,5,control pH,high temp,CH,31,(dead),,,
Rainbow,Ssid,4,2,Rs4-2,5,control pH,high temp,CH,31,CH_Ssid_RAIN,1,0.318,0.603
Rainbow,Ssid,5,2,Rs5-2,5,control pH,high temp,CH,31,CH_Ssid_RAIN,2,0.328,0.630
Star,Ssid,1,2,Ss1-2,5,control pH,high temp,CH,31,CH_Ssid_STAR,1,0.247,0.500
Star,Ssid,2,2,Ss2-2,5,control pH,high temp,CH,31,CH_Ssid_STAR,2,0.256,0.490
Star,Ssid,3,2,Ss3-2,5,control pH,high temp,CH,31,CH_Ssid_STAR,3,0.282,0.579
Star,Ssid,4,2,Ss4-2,5,control pH,high temp,CH,31,CH_Ssid_STAR,4,0.218,0.448
Star,Ssid,5,2,Ss5-2,5,control pH,high temp,CH,31,CH_Ssid_STAR_5-2,1,0.391,0.705
Emerald,Ofav,1,2,Eo1-2,6,control pH,high temp,CH,31,(dead),,,
Emerald,Ofav,2,2,Eo2-2,6,control pH,high temp,CH,31,CH_Ofav_EMRL,1,0.4,0.668
Emerald,Ofav,3,2,Eo3-2,6,control pH,high temp,CH,31,CH_Ofav_EMRL,2,0.342,0.558
Emerald,Ofav,4,2,Eo4-2,6,control pH,high temp,CH,31,CH_Ofav_EMRL_4-2,1,0.298,0.508
Emerald,Ofav,5,2,Eo5-2,6,control pH,high temp,CH,31,(dead),,,
MacN,Ofav,6,2,CR046,6,control pH,high temp,CH,31,CH_Ofav_MACN,5,0.432,0.713
MacN,Ofav,1,2,Mo1-2,6,control pH,high temp,CH,31,CH_Ofav_MACN,1,0.356,0.641
MacN,Ofav,2,2,Mo2-2,6,control pH,high temp,CH,31,(dead),,,
MacN,Ofav,3,2,Mo3-2,6,control pH,high temp,CH,31,CH_Ofav_MACN,2,0.391,0.631
MacN,Ofav,4,2,Mo4-2,6,control pH,high temp,CH,31,CH_Ofav_MACN,3,0.334,0.593
MacN,Ofav,5,2,Mo5-2,6,control pH,high temp,CH,31,CH_Ofav_MACN,4,0.434,0.741
Rainbow,Ofav,1,2,Ro1-2,6,control pH,high temp,CH,31,(dead),,,
Rainbow,Ofav,2,2,Ro2-2,6,control pH,high temp,CH,31,(dead),,,
Rainbow,Ofav,3,2,Ro3-2,6,control pH,high temp,CH,31,(dead),,,
Rainbow,Ofav,4,2,Ro4-2,6,control pH,high temp,CH,31,(dead),,,
Rainbow,Ofav,5,2,Ro5-2,6,control pH,high temp,CH,31,CH_Ofav_RAIN,1,0.382,0.680
Star,Ofav,1,2,So1-2,6,control pH,high temp,CH,31,(dead),,,
Star,Ofav,2,2,So2-2,6,control pH,high temp,CH,31,CH_Ofav_STAR,1,0.414,0.675
Star,Ofav,3,2,So3-2,6,control pH,high temp,CH,31,(dead),,,
Star,Ofav,4,2,So4-2,6,control pH,high temp,CH,31,CH_Ofav_STAR,2,0.4,0.688
Star,Ofav,5,2,So5-2,6,control pH,high temp,CH,31,CH_Ofav_STAR,3,0.389,0.631
Emerald,Ssid,1,3,Es1-3,7,low pH,high temp,LH,14,LC_Ssid_EMRL,1,0.3,0.602
Emerald,Ssid,2,3,Es2-3,7,low pH,high temp,LH,14,LC_Ssid_EMRL,2,0.285,0.583
Emerald,Ssid,3,3,Es3-3,7,low pH,high temp,LH,14,LC_Ssid_EMRL,3,0.334,0.621
Emerald,Ssid,4,3,Es4-3,7,low pH,high temp,LH,14,LC_Ssid_EMRL,4,0.286,0.530
Emerald,Ssid,5,3,Es5-3,7,low pH,high temp,LH,14,LC_Ssid_EMRL,5,0.294,0.521
MacN,Ssid,1,3,Ms1-3,7,low pH,high temp,LH,14,LC_Ssid_MACN,1,0.291,0.536
MacN,Ssid,2,3,Ms2-3,7,low pH,high temp,LH,14,LC_Ssid_MACN,2,0.321,0.654
MacN,Ssid,3,3,Ms3-3,7,low pH,high temp,LH,14,LC_Ssid_MACN,3,0.316,0.616
MacN,Ssid,4,3,Ms4-3,7,low pH,high temp,LH,14,LC_Ssid_MACN,4,0.215,0.483
MacN,Ssid,5,3,Ms5-3,7,low pH,high temp,LH,14,LC_Ssid_MACN,5,0.355,0.687
Rainbow,Ssid,1,3,Rs1-3,7,low pH,high temp,LH,14,LC_Ssid_RAIN,1,0.294,0.581
Rainbow,Ssid,2,3,Rs2-3,7,low pH,high temp,LH,14,LC_Ssid_RAIN_2-3,1,0.299,0.561
Rainbow,Ssid,3,3,Rs3-3,7,low pH,high temp,LH,14,LC_Ssid_RAIN_3-3,1,0.323,0.905
Rainbow,Ssid,4,3,Rs4-3,7,low pH,high temp,LH,14,LC_Ssid_RAIN,2,0.274,0.519
Rainbow,Ssid,5,3,Rs5-3,7,low pH,high temp,LH,14,LC_Ssid_RAIN,3,0.288,0.525
Star,Ssid,1,3,Ss1-3,7,low pH,high temp,LH,14,LC_Ssid_STAR,1,0.322,0.636
Star,Ssid,2,3,Ss2-3,7,low pH,high temp,LH,14,LC_Ssid_STAR,2,0.355,0.684
Star,Ssid,3,3,Ss3-3,7,low pH,high temp,LH,14,LC_Ssid_STAR,3,0.264,0.522
Star,Ssid,4,3,Ss4-3,7,low pH,high temp,LH,14,LC_Ssid_STAR,4,0.254,0.508
Star,Ssid,5,3,Ss5-3,7,low pH,high temp,LH,14,LC_Ssid_STAR,5,0.41,0.712
Emerald,Ofav,1,4,Eo1-4,8,low pH,high temp,LH,31,(dead),,,
Emerald,Ofav,2,4,Eo2-4,8,low pH,high temp,LH,31,(dead),,,
Emerald,Ofav,3,4,Eo3-4,8,low pH,high temp,LH,31,(dead),,,
Emerald,Ofav,4,4,Eo4-4,8,low pH,high temp,LH,31,LH_Ofav_EMRL,1,0.241,0.393
Emerald,Ofav,5,4,Eo5-4,8,low pH,high temp,LH,31,(dead),,,
MacN,Ofav,6,4,CR049,8,low pH,high temp,LH,31,LH_Ofav_RAIN_STAR_MACN,5,0.441,0.716
MacN,Ofav,1,4,Mo1-4,8,low pH,high temp,LH,31,(dead),,,
MacN,Ofav,2,4,Mo2-4,8,low pH,high temp,LH,31,(dead),,,
MacN,Ofav,3,4,Mo3-4,8,low pH,high temp,LH,31,(dead),,,
MacN,Ofav,4,4,Mo4-4,8,low pH,high temp,LH,31,LH_Ofav_RAIN_STAR_MACN,3,0.365,0.620
MacN,Ofav,5,4,Mo5-4,8,low pH,high temp,LH,31,LH_Ofav_RAIN_STAR_MACN,4,0.425,0.685
Rainbow,Ofav,1,4,Ro1-4,8,low pH,high temp,LH,31,(dead),,,
Rainbow,Ofav,2,4,Ro2-4,8,low pH,high temp,LH,31,(dead),,,
Rainbow,Ofav,3,4,Ro3-4,8,low pH,high temp,LH,31,(dead),,,
Rainbow,Ofav,4,4,Ro4-4,8,low pH,high temp,LH,31,(dead),,,
Rainbow,Ofav,5,4,Ro5-4,8,low pH,high temp,LH,31,LH_Ofav_RAIN_STAR_MACN,1,0.379,0.629
Star,Ofav,1,4,So1-4,8,low pH,high temp,LH,31,(dead),,,
Star,Ofav,2,4,So2-4,8,low pH,high temp,LH,31,(dead),,,
Star,Ofav,3,4,So3-4,8,low pH,high temp,LH,31,(dead),,,
Star,Ofav,4,4,So4-4,8,low pH,high temp,LH,31,(dead),,,
Star,Ofav,5,4,So5-4,8,low pH,high temp,LH,31,LH_Ofav_RAIN_STAR_MACN,2,0.414,0.644
Emerald,Ofav,1,1,Eo1-1,1,control pH,high temp,CH,17,CC_Ofav_EMRL,1,0.313,0.557
Emerald,Ofav,2,1,Eo2-1,1,control pH,high temp,CH,17,(dead),,,
Emerald,Ofav,3,1,Eo3-1,1,control pH,high temp,CH,17,CC_Ofav_EMRL,2,0.377,0.640
Emerald,Ofav,4,1,Eo4-1,1,control pH,high temp,CH,17,CC_Ofav_EMRL,3,0.244,0.421
Emerald,Ofav,5,1,Eo5-1,1,control pH,high temp,CH,17,CC_Ofav_EMRL,4,0.333,0.563
MacN,Ofav,6,1,CR043,1,control pH,high temp,CH,17,CC_Ofav_MACN,4,0.451,0.735
MacN,Ofav,1,1,Mo1-1,1,control pH,high temp,CH,17,CC_Ofav_MACN,1,0.446,0.801
MacN,Ofav,2,1,Mo2-1,1,control pH,high temp,CH,17,(dead),,,
MacN,Ofav,3,1,Mo3-1,1,control pH,high temp,CH,17,(dead),,,
MacN,Ofav,4,1,Mo4-1,1,control pH,high temp,CH,17,CC_Ofav_MACN,2,0.413,0.710
MacN,Ofav,5,1,Mo5-1,1,control pH,high temp,CH,17,CC_Ofav_MACN,3,0.446,0.743
Rainbow,Ofav,1,1,Ro1-1,1,control pH,high temp,CH,17,(dead),,,
Rainbow,Ofav,2,1,Ro2-1,1,control pH,high temp,CH,17,(dead),,,
Rainbow,Ofav,3,1,Ro3-1,1,control pH,high temp,CH,17,CC_Ofav_RAIN,1,0.318,0.543
Rainbow,Ofav,4,1,Ro4-1,1,control pH,high temp,CH,17,CC_Ofav_RAIN_4-1,1,0.339,0.556
Rainbow,Ofav,5,1,Ro5-1,1,control pH,high temp,CH,17,CC_Ofav_RAIN,2,0.367,0.608
Star,Ofav,1,1,So1-1,1,control pH,high temp,CH,17,(dead),,,
Star,Ofav,2,1,So2-1,1,control pH,high temp,CH,17,(dead),,,
Star,Ofav,3,1,So3-1,1,control pH,high temp,CH,17,CC_Ofav_STAR,1,0.411,0.688
Star,Ofav,4,1,So4-1,1,control pH,high temp,CH,17,CC_Ofav_STAR,2,0.408,0.690
