"","count","treat"
"Ssid_001",41.5582233283666,"CC"
"Ssid_002",73.6927960326063,"CC"
"Ssid_003",204.780735112255,"CC"
"Ssid_004",6.86257860726904,"CC"
"Ssid_005",57.1604484427204,"CC"
"Ssid_006",3.7201482703679,"CC"
"Ssid_007",17.4730673318401,"CC"
"Ssid_008",62.7146776122188,"CC"
"Ssid_009",83.5831223525406,"CC"
"Ssid_010",93.2762435619122,"CC"
"Ssid_011",2.85414044305786,"CC"
"Ssid_012",24.6327756838822,"CC"
"Ssid_013",9.40256736002693,"CC"
"Ssid_014",7.50144476923772,"CC"
"Ssid_015",49.1350566813492,"CC"
"Ssid_016",59.348080782061,"CC"
"Ssid_017",21.9905243025004,"CC"
"Ssid_018",24.4940812551124,"CC"
"Ssid_019",20.744795664815,"CC"
"Ssid_020",44.4406139165288,"CH"
"Ssid_021",23.4924362891577,"CH"
"Ssid_022",99.9590930698016,"CH"
"Ssid_023",202.133670879602,"CH"
"Ssid_024",118.255634707081,"CH"
"Ssid_025",109.180867613051,"CH"
"Ssid_026",51.8730198053653,"CH"
"Ssid_027",56.1927302819088,"CH"
"Ssid_028",81.7285480234271,"CH"
"Ssid_029",5.53468545197721,"CH"
"Ssid_030",42.0540356980475,"CH"
"Ssid_031",30.7057358855129,"CH"
"Ssid_032",29.6706126286922,"CH"
"Ssid_033",7.5349481223814,"CH"
"Ssid_035",47.8630056020044,"CH"
"Ssid_036",17.3606046113222,"CH"
"Ssid_037",19.728288569894,"CH"
"Ssid_038",17.3915039791799,"CH"
"Ssid_039",15.2632472242151,"CH"
"Ssid_040",20.0557777888921,"LC"
"Ssid_041",14.4873466002939,"LC"
"Ssid_042",31.1291473289086,"LC"
"Ssid_043",34.4183070291208,"LC"
"Ssid_044",19.2538049073581,"LC"
"Ssid_045",42.9943796972314,"LC"
"Ssid_046",18.1213731576857,"LC"
"Ssid_047",16.643771438995,"LC"
"Ssid_048",43.0685386919918,"LC"
"Ssid_049",6.82609385843056,"LC"
"Ssid_050",7.00194801765513,"LC"
"Ssid_051",7.19552545724234,"LC"
"Ssid_052",17.224418896487,"LC"
"Ssid_053",46.1350262356896,"LC"
"Ssid_054",65.5739264523642,"LC"
"Ssid_055",40.8971839410164,"LC"
"Ssid_056",20.6105627366235,"LC"
"Ssid_057",14.4088736716521,"LC"
"Ssid_058",12.3112761283833,"LC"
"Ssid_059",17.7350533276043,"LC"
"Ssid_060",35.7011441894096,"LH"
"Ssid_061",20.0250005518824,"LH"
"Ssid_062",76.7108502159156,"LH"
"Ssid_063",48.927998122654,"LH"
"Ssid_064",51.9073882047333,"LH"
"Ssid_065",37.4803139491745,"LH"
"Ssid_066",5.55807082543102,"LH"
"Ssid_067",17.2898077886193,"LH"
"Ssid_068",20.2474216060196,"LH"
"Ssid_069",63.9325736065728,"LH"
"Ssid_070",116.312929026673,"LH"
"Ssid_071",66.4977937618159,"LH"
"Ssid_072",29.3424055516947,"LH"
"Ssid_073",175.977159365088,"LH"
"Ssid_074",70.257142033333,"LH"
"Ssid_075",38.0361530896195,"LH"
"Ssid_077",51.5181618382683,"LH"
"Ssid_078",16.7964502130866,"LH"
"Ssid_079",63.7581242664479,"LH"
