"","count","treat"
"Ssid_001",128.536828010827,"CC"
"Ssid_002",90.3696356349723,"CC"
"Ssid_003",101.215153125112,"CC"
"Ssid_004",133.583935868711,"CC"
"Ssid_005",124.906636798147,"CC"
"Ssid_006",116.425337733245,"CC"
"Ssid_007",124.403391522432,"CC"
"Ssid_008",88.1263064960828,"CC"
"Ssid_009",109.074534892525,"CC"
"Ssid_010",105.267730825017,"CC"
"Ssid_011",135.863075475827,"CC"
"Ssid_012",131.506496569646,"CC"
"Ssid_013",119.57183844036,"CC"
"Ssid_014",132.127161661669,"CC"
"Ssid_015",105.551722431714,"CC"
"Ssid_016",95.1919118038618,"CC"
"Ssid_017",138.653370516074,"CC"
"Ssid_018",97.1248137030203,"CC"
"Ssid_019",120.233505789049,"CC"
"Ssid_020",77.8354804930907,"CH"
"Ssid_021",89.8420381521556,"CH"
"Ssid_022",73.7856475251169,"CH"
"Ssid_023",107.006273105704,"CH"
"Ssid_024",107.341697831791,"CH"
"Ssid_025",138.821104234792,"CH"
"Ssid_026",136.991062424059,"CH"
"Ssid_027",69.887663957788,"CH"
"Ssid_028",100.585175243151,"CH"
"Ssid_029",93.1382123163807,"CH"
"Ssid_030",78.2214371389407,"CH"
"Ssid_031",82.2638023107849,"CH"
"Ssid_032",114.111859711749,"CH"
"Ssid_033",77.8844293461954,"CH"
"Ssid_035",99.2569052977963,"CH"
"Ssid_036",94.4376542630809,"CH"
"Ssid_037",75.8107968987514,"CH"
"Ssid_038",90.0249710896533,"CH"
"Ssid_039",112.044534582958,"CH"
"Ssid_040",111.316074137055,"LC"
"Ssid_041",104.867124632962,"LC"
"Ssid_042",104.917547712188,"LC"
"Ssid_043",112.638076300359,"LC"
"Ssid_044",92.3936440460548,"LC"
"Ssid_045",127.983139091694,"LC"
"Ssid_046",135.597194208924,"LC"
"Ssid_047",98.0645317400135,"LC"
"Ssid_048",104.680897325138,"LC"
"Ssid_049",104.247939278261,"LC"
"Ssid_050",140.756307237989,"LC"
"Ssid_051",132.178667325766,"LC"
"Ssid_052",119.091333993271,"LC"
"Ssid_053",66.4172601182183,"LC"
"Ssid_054",101.865154666183,"LC"
"Ssid_055",116.641903830422,"LC"
"Ssid_056",116.694362478269,"LC"
"Ssid_057",97.8621157015644,"LC"
"Ssid_058",114.675669241039,"LC"
"Ssid_059",97.0162986345838,"LC"
"Ssid_060",80.7124433168514,"LH"
"Ssid_061",88.3625024834709,"LH"
"Ssid_062",85.8106532267712,"LH"
"Ssid_063",107.326466447031,"LH"
"Ssid_064",100.942127723094,"LH"
"Ssid_065",117.604327505719,"LH"
"Ssid_066",124.42273522306,"LH"
"Ssid_067",98.1861544065125,"LH"
"Ssid_068",83.8780023365272,"LH"
"Ssid_069",104.458940077439,"LH"
"Ssid_070",88.2029947968983,"LH"
"Ssid_071",84.3350353190635,"LH"
"Ssid_072",87.027216655084,"LH"
"Ssid_073",73.6581160035208,"LH"
"Ssid_074",86.2431537493051,"LH"
"Ssid_075",82.1411329699225,"LH"
"Ssid_077",75.8499005611347,"LH"
"Ssid_078",88.5008311506676,"LH"
"Ssid_079",97.9517049510143,"LH"
