gene,Fish_kME
Ofaveolata001463,0.733237317858797
Ofaveolata001466,0.293304201813486
Ofaveolata001468,0
Ofaveolata001470,0.777580746738204
Ofaveolata001472,0
Ofaveolata001473,0
Ofaveolata001475,0
Ofaveolata001477,0
Ofaveolata001479,0.54077523268789
Ofaveolata001480,0
Ofaveolata001481,0.392160706227287
Ofaveolata001482,0
Ofaveolata001483,0
Ofaveolata001484,0.734402353833415
Ofaveolata001485,0
Ofaveolata001486,0
Ofaveolata001491,0.241994141613135
Ofaveolata001492,0
Ofaveolata001493,0
Ofaveolata001494,0
Ofaveolata001505,0.285860221557022
Ofaveolata001512,0
Ofaveolata001513,0
Ofaveolata001516,0
Ofaveolata001518,0
Ofaveolata001519,0.743887449159242
Ofaveolata001520,0
Ofaveolata001523,0
Ofaveolata001524,0
Ofaveolata001525,0
Ofaveolata001526,0.316728085011622
Ofaveolata001527,0
Ofaveolata001528,0
Ofaveolata001529,0
Ofaveolata001530,0
Ofaveolata001534,0
Ofaveolata001535,0
Ofaveolata001536,0.472015154618248
Ofaveolata001538,0.508681652161246
Ofaveolata001539,0
Ofaveolata001540,0.761919916796443
Ofaveolata001541,0.768271851727685
Ofaveolata001542,0
Ofaveolata001543,0.268477350187017
Ofaveolata001545,0
Ofaveolata001554,0.605320410147089
Ofaveolata001558,0
Ofaveolata001559,0
Ofaveolata001560,0
Ofaveolata001561,0.306483108342783
Ofaveolata001562,0
Ofaveolata001563,0
Ofaveolata001564,0
Ofaveolata001565,0
Ofaveolata001566,0
Ofaveolata001569,0.5049963834746
Ofaveolata001570,0.260304737444331
Ofaveolata001571,0.325902612107381
Ofaveolata001574,0
Ofaveolata001575,0
Ofaveolata001576,0.461126029079097
Ofaveolata001577,0
Ofaveolata001578,0.196336621377362
Ofaveolata001579,0.180839165293686
Ofaveolata001580,0.637639181058615
Ofaveolata001583,0
Ofaveolata001584,0.546747684885885
Ofaveolata001590,0.516592491385844
Ofaveolata001594,0
Ofaveolata001596,0
Ofaveolata001597,0
Ofaveolata001598,0
Ofaveolata001600,0
Ofaveolata001601,0
Ofaveolata001602,0
Ofaveolata001604,0
Ofaveolata001608,0
Ofaveolata001609,0
Ofaveolata001614,0
Ofaveolata001615,0
Ofaveolata001616,0
Ofaveolata001617,0
Ofaveolata001619,0
Ofaveolata001622,0
Ofaveolata001623,0
Ofaveolata001626,0.768620487393061
Ofaveolata001628,0.382256597407046
Ofaveolata001629,0
Ofaveolata001630,0.370371473185345
Ofaveolata001631,0.440362098470779
Ofaveolata001634,0.468471758756164
Ofaveolata001636,0
Ofaveolata001640,0
Ofaveolata001642,0
Ofaveolata001643,0
Ofaveolata001645,0
Ofaveolata001647,0.783524632570346
Ofaveolata001648,0
Ofaveolata001649,0
Ofaveolata001650,0
Ofaveolata001652,0.458545351180982
Ofaveolata001654,0
Ofaveolata001655,0
Ofaveolata001656,0
Ofaveolata001660,0.742946866615734
Ofaveolata001661,0.378428249799734
Ofaveolata001662,0.509635729037124
Ofaveolata001663,0
Ofaveolata001664,0
Ofaveolata001665,0
Ofaveolata001666,0
Ofaveolata001671,0
Ofaveolata001676,0
Ofaveolata001677,0
Ofaveolata001678,0
Ofaveolata001679,0
Ofaveolata001680,0
Ofaveolata001681,0
Ofaveolata001682,0
Ofaveolata001683,0
Ofaveolata001684,0
Ofaveolata001686,0.249934244055319
Ofaveolata001688,0.300029179571622
Ofaveolata001689,0.219659981658259
Ofaveolata001694,0.140980639278699
Ofaveolata001695,0
Ofaveolata001696,0.353219550957499
Ofaveolata001697,0.353767423619179
Ofaveolata001700,0
Ofaveolata001701,0
Ofaveolata001703,0
Ofaveolata001704,0
Ofaveolata001705,0
Ofaveolata001706,0
Ofaveolata001708,0
Ofaveolata001709,0
Ofaveolata001710,0
Ofaveolata001712,0
Ofaveolata001713,0
Ofaveolata001714,0
Ofaveolata001715,0
Ofaveolata001717,0
Ofaveolata001720,0
Ofaveolata001721,0
Ofaveolata001722,0
Ofaveolata001724,0
Ofaveolata001725,0
Ofaveolata001729,0
Ofaveolata001730,0
Ofaveolata001732,0
Ofaveolata001733,0
Ofaveolata001734,0
Ofaveolata001735,0
Ofaveolata001741,0
Ofaveolata001742,0
Ofaveolata001743,0
Ofaveolata001747,0
Ofaveolata001748,0
Ofaveolata001749,0.669662985560938
Ofaveolata001750,0
Ofaveolata001752,0
Ofaveolata001753,0
Ofaveolata001754,0
Ofaveolata001755,0.768844042555103
Ofaveolata001756,0
Ofaveolata001757,0
Ofaveolata001758,0
Ofaveolata001759,0
Ofaveolata001760,0
Ofaveolata001761,0
Ofaveolata001763,0
Ofaveolata001765,0
Ofaveolata001767,0
Ofaveolata001768,0
Ofaveolata001769,0
Ofaveolata001770,0.670623379913739
Ofaveolata001771,0
Ofaveolata001772,0
Ofaveolata001776,0
Ofaveolata001779,0.800918169113268
Ofaveolata001780,0.567776261590806
Ofaveolata001781,0
Ofaveolata001782,0
Ofaveolata001783,0
Ofaveolata001784,0.119973389612772
Ofaveolata001785,0
Ofaveolata001786,0.234738873522392
Ofaveolata001800,0.392081074150634
Ofaveolata001802,0
Ofaveolata001805,0
Ofaveolata001806,0
Ofaveolata001807,0
Ofaveolata001808,0
Ofaveolata001809,0
Ofaveolata001810,0
Ofaveolata001811,0
Ofaveolata001812,0
Ofaveolata001813,0
Ofaveolata001817,0
Ofaveolata001819,0
Ofaveolata001821,0
Ofaveolata001822,0.342538540003889
