"","count","site"
"Ssid_001",0.5,"Emerald"
"Ssid_002",1.42649108902033,"Emerald"
"Ssid_003",0.5,"Emerald"
"Ssid_004",1.56042976787817,"Emerald"
"Ssid_005",2.96349775837915,"Emerald"
"Ssid_006",0.5,"Rainbow"
"Ssid_007",5.59192019955202,"Rainbow"
"Ssid_008",0.5,"Rainbow"
"Ssid_009",3.33237917110934,"Rainbow"
"Ssid_010",4.28678545150662,"Rainbow"
"Ssid_011",4.03121066458679,"Star"
"Ssid_012",5.67130907511762,"Star"
"Ssid_013",12.741030120037,"Star"
"Ssid_014",7.50144476923772,"Star"
"Ssid_015",3.74233711208995,"Star"
"Ssid_016",4.77986042051353,"MacN"
"Ssid_017",103.347509161966,"MacN"
"Ssid_018",3.09395473028242,"MacN"
"Ssid_019",2.81369093312172,"MacN"
"Ssid_020",7.53049822664461,"Emerald"
"Ssid_021",4.44156050671275,"Emerald"
"Ssid_022",2.24489636964564,"Emerald"
"Ssid_023",3.68608509290567,"Emerald"
"Ssid_024",6.24417730278444,"Emerald"
"Ssid_025",1.91143983913053,"Rainbow"
"Ssid_026",5.53657056915346,"Rainbow"
"Ssid_027",4.60848010276376,"Rainbow"
"Ssid_028",19.3566272197241,"Rainbow"
"Ssid_029",11.5763079943499,"Rainbow"
"Ssid_030",6.65615343674778,"Star"
"Ssid_031",4.14551984825156,"Star"
"Ssid_032",2.03529540151012,"Star"
"Ssid_033",4.72096887342884,"Star"
"Ssid_035",5.53861761723451,"MacN"
"Ssid_036",70.3510762469063,"MacN"
"Ssid_037",27.7400754740165,"MacN"
"Ssid_038",67.2214407177605,"MacN"
"Ssid_039",15.2632472242151,"MacN"
"Ssid_040",3.10743703851895,"Emerald"
"Ssid_041",2.65189947696829,"Emerald"
"Ssid_042",3.28446793899169,"Emerald"
"Ssid_043",0.5,"Emerald"
"Ssid_044",0.5,"Emerald"
"Ssid_045",4.74943796972314,"Rainbow"
"Ssid_046",10.2896517542698,"Rainbow"
"Ssid_047",4.71141863625958,"Rainbow"
"Ssid_048",8.34157291694586,"Rainbow"
"Ssid_049",9.35653140180278,"Rainbow"
"Ssid_050",5.14424858403938,"Star"
"Ssid_051",2.73184181908078,"Star"
"Ssid_052",12.6632137428996,"Star"
"Ssid_053",4.72546539219348,"Star"
"Ssid_054",0.5,"Star"
"Ssid_055",7.2328639901694,"MacN"
"Ssid_056",9.43802788294377,"MacN"
"Ssid_057",5.62432187902971,"MacN"
"Ssid_058",5.22451045135332,"MacN"
"Ssid_059",3.94701066552085,"MacN"
"Ssid_060",1.65413587506261,"Emerald"
"Ssid_061",7.82187520695591,"Emerald"
"Ssid_062",3.91242612907085,"Emerald"
"Ssid_063",10.4704702017229,"Emerald"
"Ssid_064",4.45441447728718,"Emerald"
"Ssid_065",2.04084641454894,"Rainbow"
"Ssid_066",15.6742124762931,"Rainbow"
"Ssid_067",6.60538465040703,"Rainbow"
"Ssid_068",37.8006852558148,"Rainbow"
"Ssid_069",11.0720956010955,"Rainbow"
"Ssid_070",0.5,"Star"
"Ssid_071",5.85117246717427,"Star"
"Ssid_072",24.5353379597456,"Star"
"Ssid_073",1.52319043361568,"Star"
"Ssid_074",2.67991068854165,"Star"
"Ssid_075",4.25361530896195,"MacN"
"Ssid_077",9.13384277263002,"MacN"
"Ssid_078",18.4260952343952,"MacN"
"Ssid_079",5.62903710268497,"MacN"
