"","count","site"
"Ssid_001",0.5,"Emerald"
"Ssid_002",10.6914019792237,"Emerald"
"Ssid_003",0.5,"Emerald"
"Ssid_004",1.56042976787817,"Emerald"
"Ssid_005",0.5,"Emerald"
"Ssid_006",0.5,"Rainbow"
"Ssid_007",0.5,"Rainbow"
"Ssid_008",0.5,"Rainbow"
"Ssid_009",0.5,"Rainbow"
"Ssid_010",0.5,"Rainbow"
"Ssid_011",7.56242132917358,"Star"
"Ssid_012",0.5,"Star"
"Ssid_013",0.5,"Star"
"Ssid_014",0.5,"Star"
"Ssid_015",1.79693484483598,"Star"
"Ssid_016",0.5,"MacN"
"Ssid_017",2.0350374501786,"MacN"
"Ssid_018",2.44546604771182,"MacN"
"Ssid_019",0.5,"MacN"
"Ssid_020",0.5,"Emerald"
"Ssid_021",2.47078025335637,"Emerald"
"Ssid_022",0.5,"Emerald"
"Ssid_023",0.5,"Emerald"
"Ssid_024",1.07441773027844,"Emerald"
"Ssid_025",1.91143983913053,"Rainbow"
"Ssid_026",1.00365705691535,"Rainbow"
"Ssid_027",1.41299557839195,"Rainbow"
"Ssid_028",0.5,"Rainbow"
"Ssid_029",3.52081127118633,"Rainbow"
"Ssid_030",5.11711507756084,"Star"
"Ssid_031",2.06236564925067,"Star"
"Ssid_032",0.5,"Star"
"Ssid_033",4.72096887342884,"Star"
"Ssid_035",2.5154470468938,"MacN"
"Ssid_036",0.5,"MacN"
"Ssid_037",0.5,"MacN"
"Ssid_038",0.5,"MacN"
"Ssid_039",0.5,"MacN"
"Ssid_040",0.5,"Emerald"
"Ssid_041",10.1835476463573,"Emerald"
"Ssid_042",1.19611698474792,"Emerald"
"Ssid_043",3.96105173766539,"Emerald"
"Ssid_044",11.7522829444149,"Emerald"
"Ssid_045",0.5,"Rainbow"
"Ssid_046",1.47896517542698,"Rainbow"
"Ssid_047",5.41332174230284,"Rainbow"
"Ssid_048",1.62022470242084,"Rainbow"
"Ssid_049",4.29565631505833,"Rainbow"
"Ssid_050",4.2153988672315,"Star"
"Ssid_051",0.5,"Star"
"Ssid_052",2.02040171786245,"Star"
"Ssid_053",2.19018615687739,"Star"
"Ssid_054",1.75142166254547,"Star"
"Ssid_055",0.5,"MacN"
"Ssid_056",0.5,"MacN"
"Ssid_057",1.96409196543706,"MacN"
"Ssid_058",0.5,"MacN"
"Ssid_059",0.5,"MacN"
"Ssid_060",5.11654350025044,"Emerald"
"Ssid_061",2.9406250689853,"Emerald"
"Ssid_062",0.5,"Emerald"
"Ssid_063",1.92435288596041,"Emerald"
"Ssid_064",2.87264868637231,"Emerald"
"Ssid_065",3.58169282909787,"Rainbow"
"Ssid_066",3.02903541271551,"Rainbow"
"Ssid_067",0.5,"Rainbow"
"Ssid_068",0.5,"Rainbow"
"Ssid_069",0.5,"Rainbow"
"Ssid_070",1.624397369191,"Star"
"Ssid_071",0.5,"Star"
"Ssid_072",0.5,"Star"
"Ssid_073",1.52319043361568,"Star"
"Ssid_074",0.5,"Star"
"Ssid_075",0.5,"MacN"
"Ssid_077",0.5,"MacN"
"Ssid_078",0.5,"MacN"
"Ssid_079",0.5,"MacN"
