"","count","site"
"Ssid_001",1.58047956127281,"Emerald"
"Ssid_002",9.76491089020333,"Emerald"
"Ssid_003",2.40028590802098,"Emerald"
"Ssid_004",5.27193395545178,"Emerald"
"Ssid_005",4.19524663756872,"Emerald"
"Ssid_006",5.33022240555185,"Rainbow"
"Ssid_007",1.63153782212267,"Rainbow"
"Ssid_008",2.25252612992166,"Rainbow"
"Ssid_009",0.5,"Rainbow"
"Ssid_010",4.28678545150662,"Rainbow"
"Ssid_011",2.85414044305786,"Star"
"Ssid_012",19.4614666087646,"Star"
"Ssid_013",6.06410460001683,"Star"
"Ssid_014",1.90028895384754,"Star"
"Ssid_015",6.98467422417989,"Star"
"Ssid_016",6.3848080782061,"MacN"
"Ssid_017",12.7802996014288,"MacN"
"Ssid_018",5.68790946056485,"MacN"
"Ssid_019",2.23526819984129,"MacN"
"Ssid_020",4.0152491133223,"Emerald"
"Ssid_021",5.75541400895033,"Emerald"
"Ssid_022",3.11734455446846,"Emerald"
"Ssid_023",4.14124010617791,"Emerald"
"Ssid_024",2.79767092111378,"Emerald"
"Ssid_025",0.5,"Rainbow"
"Ssid_026",2.01097117074604,"Rainbow"
"Ssid_027",2.78248894597987,"Rainbow"
"Ssid_028",0.5,"Rainbow"
"Ssid_029",4.52774836158177,"Rainbow"
"Ssid_030",2.80855753878042,"Star"
"Ssid_031",6.22867404725245,"Star"
"Ssid_032",2.03529540151012,"Star"
"Ssid_033",3.31397924895256,"Star"
"Ssid_035",4.53089409378761,"MacN"
"Ssid_036",17.3606046113222,"MacN"
"Ssid_037",8.51178690412249,"MacN"
"Ssid_038",6.41202639271296,"MacN"
"Ssid_039",2.96054120403585,"MacN"
"Ssid_040",1.80371851925947,"Emerald"
"Ssid_041",12.3354471233256,"Emerald"
"Ssid_042",2.58835095424377,"Emerald"
"Ssid_043",1.19221034753308,"Emerald"
"Ssid_044",8.00152196294325,"Emerald"
"Ssid_045",2.62471898486157,"Rainbow"
"Ssid_046",2.45793035085396,"Rainbow"
"Ssid_047",3.30761242417305,"Rainbow"
"Ssid_048",0.5,"Rainbow"
"Ssid_049",1.76521877168611,"Rainbow"
"Ssid_050",4.2153988672315,"Star"
"Ssid_051",2.73184181908078,"Star"
"Ssid_052",8.10200858931226,"Star"
"Ssid_053",0.5,"Star"
"Ssid_054",1.75142166254547,"Star"
"Ssid_055",7.2328639901694,"MacN"
"Ssid_056",11.6725348536797,"MacN"
"Ssid_057",8.55250580990382,"MacN"
"Ssid_058",12.3112761283833,"MacN"
"Ssid_059",1.64900355517362,"MacN"
"Ssid_060",4.53947556271914,"Emerald"
"Ssid_061",6.60156267246326,"Emerald"
"Ssid_062",0.5,"Emerald"
"Ssid_063",7.62176442980206,"Emerald"
"Ssid_064",2.08176579091487,"Emerald"
"Ssid_065",0.5,"Rainbow"
"Ssid_066",3.02903541271551,"Rainbow"
"Ssid_067",4.31586540650439,"Rainbow"
"Ssid_068",0.5,"Rainbow"
"Ssid_069",1.38100796675795,"Rainbow"
"Ssid_070",2.74879473838201,"Star"
"Ssid_071",4.66202303002443,"Star"
"Ssid_072",10.1141351838982,"Star"
"Ssid_073",3.05797608403919,"Star"
"Ssid_074",4.85982137708331,"Star"
"Ssid_075",9.88403827240489,"MacN"
"Ssid_077",9.91873757014184,"MacN"
"Ssid_078",0.5,"MacN"
"Ssid_079",3.91935806845664,"MacN"
