"","count","site"
"Ssid_001",69.1104521408232,"Emerald"
"Ssid_002",39.412625738854,"Emerald"
"Ssid_003",29.9544315743251,"Emerald"
"Ssid_004",42.3869758311878,"Emerald"
"Ssid_005",58.39219732191,"Emerald"
"Ssid_006",32.701482703679,"Rainbow"
"Ssid_007",35.0119035747415,"Rainbow"
"Ssid_008",45.1894163130022,"Rainbow"
"Ssid_009",36.3768028340516,"Rainbow"
"Ssid_010",52.2527345039238,"Rainbow"
"Ssid_011",27.5726150951654,"Star"
"Ssid_012",36.6991635258233,"Star"
"Ssid_013",30.5461648400909,"Star"
"Ssid_014",42.5086686154263,"Star"
"Ssid_015",47.8381218365132,"Star"
"Ssid_016",52.3933075987265,"MacN"
"Ssid_017",43.4810486050009,"MacN"
"Ssid_018",40.057809636807,"MacN"
"Ssid_019",38.0974776632279,"MacN"
"Ssid_020",56.7439858131569,"Emerald"
"Ssid_021",31.3755573025832,"Emerald"
"Ssid_022",31.9081346536215,"Emerald"
"Ssid_023",52.8428265263074,"Emerald"
"Ssid_024",44.1557475011618,"Emerald"
"Ssid_025",45.6660748521769,"Rainbow"
"Ssid_026",45.3254780654658,"Rainbow"
"Ssid_027",36.5633253464819,"Rainbow"
"Ssid_028",33.8617250810504,"Rainbow"
"Ssid_029",26.6803643502815,"Rainbow"
"Ssid_030",25.1246137469911,"Star"
"Ssid_031",24.9770618382605,"Star"
"Ssid_032",25.0647264241619,"Star"
"Ssid_033",37.0817302363833,"Star"
"Ssid_035",31.7394292268539,"MacN"
"Ssid_036",31.812551421027,"MacN"
"Ssid_037",35.751862378139,"MacN"
"Ssid_038",27.5264063666878,"MacN"
"Ssid_039",33.3072160538113,"MacN"
"Ssid_040",50.04130373186,"Emerald"
"Ssid_041",20.9430450311988,"Emerald"
"Ssid_042",31.1291473289086,"Emerald"
"Ssid_043",57.2612484977124,"Emerald"
"Ssid_044",53.0106537406027,"Emerald"
"Ssid_045",40.8696607123698,"Rainbow"
"Ssid_046",35.7427463153714,"Rainbow"
"Ssid_047",25.7685118175575,"Rainbow"
"Ssid_048",31.306179316573,"Rainbow"
"Ssid_049",27.0695942054083,"Rainbow"
"Ssid_050",29.2943412210441,"Star"
"Ssid_051",31.7457854671309,"Star"
"Ssid_052",20.2652223322119,"Star"
"Ssid_053",37.6840954513026,"Star"
"Ssid_054",31.7855415636366,"Star"
"Ssid_055",40.8971839410164,"MacN"
"Ssid_056",31.7830975903032,"MacN"
"Ssid_057",30.5138852914597,"MacN"
"Ssid_058",28.0596442995611,"MacN"
"Ssid_059",33.8211031000349,"MacN"
"Ssid_060",52.4361143778175,"Emerald"
"Ssid_061",18.8046880173898,"Emerald"
"Ssid_062",32.3493105379946,"Emerald"
"Ssid_063",66.020232754179,"Emerald"
"Ssid_064",63.7706316365948,"Emerald"
"Ssid_065",45.1845460219192,"Rainbow"
"Ssid_066",8.08710623814653,"Rainbow"
"Ssid_067",32.5532694146369,"Rainbow"
"Ssid_068",35.6065272995904,"Rainbow"
"Ssid_069",56.8845098725091,"Rainbow"
"Ssid_070",28.6099342297751,"Star"
"Ssid_071",25.4721381801466,"Star"
"Ssid_072",31.7459393476692,"Star"
"Ssid_073",33.2420938757016,"Star"
"Ssid_074",31.7453865357637,"Star"
"Ssid_075",44.604979880303,"MacN"
"Ssid_077",35.0353710905201,"MacN"
"Ssid_078",28.2039653622472,"MacN"
"Ssid_079",32.129062133224,"MacN"
