"","count","site"
"Ssid_001",3.20119890318201,"Emerald"
"Ssid_002",8.83841980118299,"Emerald"
"Ssid_003",7.15100067807342,"Emerald"
"Ssid_004",16.9366614021117,"Emerald"
"Ssid_005",6.65874439594787,"Emerald"
"Ssid_006",24.6511120277593,"Rainbow"
"Ssid_007",3.32884455530668,"Rainbow"
"Ssid_008",13.6439459744124,"Rainbow"
"Ssid_009",15.6060222459165,"Rainbow"
"Ssid_010",9.33583272018212,"Rainbow"
"Ssid_011",5.20828088611572,"Star"
"Ssid_012",17.7376969170587,"Star"
"Ssid_013",6.06410460001683,"Star"
"Ssid_014",36.9075128000361,"Star"
"Ssid_015",3.09386968967196,"Star"
"Ssid_016",4.77986042051353,"MacN"
"Ssid_017",8.17518725089301,"MacN"
"Ssid_018",8.28186419084727,"MacN"
"Ssid_019",10.3331864657673,"MacN"
"Ssid_020",2.25762455666115,"Emerald"
"Ssid_021",11.0108280179007,"Emerald"
"Ssid_022",17.0765155116336,"Emerald"
"Ssid_023",18.7062005308895,"Emerald"
"Ssid_024",6.24417730278444,"Emerald"
"Ssid_025",16.0258382304358,"Rainbow"
"Ssid_026",5.53657056915346,"Rainbow"
"Ssid_027",27.4333695625624,"Rainbow"
"Ssid_028",32.4112152949178,"Rainbow"
"Ssid_029",17.6179305367225,"Rainbow"
"Ssid_030",14.3513452326825,"Star"
"Ssid_031",9.874193895504,"Star"
"Ssid_032",11.2470678105708,"Star"
"Ssid_033",34.2677509874307,"Star"
"Ssid_035",10.577235234469,"MacN"
"Ssid_036",2.90865780161746,"MacN"
"Ssid_037",6.90942952329799,"MacN"
"Ssid_038",13.1686279843849,"MacN"
"Ssid_039",16.0834276255604,"MacN"
"Ssid_040",3.10743703851895,"Emerald"
"Ssid_041",5.87974869242074,"Emerald"
"Ssid_042",8.85340381697507,"Emerald"
"Ssid_043",41.3404105044516,"Emerald"
"Ssid_044",11.7522829444149,"Emerald"
"Ssid_045",40.8696607123698,"Rainbow"
"Ssid_046",6.37379105256189,"Rainbow"
"Ssid_047",25.0666087115142,"Rainbow"
"Ssid_048",11.142134672998,"Rainbow"
"Ssid_049",13.1521877168611,"Rainbow"
"Ssid_050",5.14424858403938,"Star"
"Ssid_051",22.8184181908078,"Star"
"Ssid_052",5.06120515358736,"Star"
"Ssid_053",20.7822338825287,"Star"
"Ssid_054",6.75710831272732,"Star"
"Ssid_055",0.5,"MacN"
"Ssid_056",11.6725348536797,"MacN"
"Ssid_057",3.42818393087412,"MacN"
"Ssid_058",7.58676567702999,"MacN"
"Ssid_059",6.24501777586808,"MacN"
"Ssid_060",2.23120381259392,"Emerald"
"Ssid_061",12.7031253449265,"Emerald"
"Ssid_062",7.32485225814169,"Emerald"
"Ssid_063",57.4741154384165,"Emerald"
"Ssid_064",7.61794605911692,"Emerald"
"Ssid_065",37.4803139491745,"Rainbow"
"Ssid_066",15.6742124762931,"Rainbow"
"Ssid_067",24.1583655203272,"Rainbow"
"Ssid_068",35.6065272995904,"Rainbow"
"Ssid_069",13.7151195013693,"Rainbow"
"Ssid_070",12.868371061101,"Star"
"Ssid_071",9.41862077862378,"Star"
"Ssid_072",12.5176689798728,"Star"
"Ssid_073",20.9638086723135,"Star"
"Ssid_074",7.76636896180552,"Star"
"Ssid_075",5.19201913620244,"MacN"
"Ssid_077",4.4244739875591,"MacN"
"Ssid_078",2.12964502130866,"MacN"
"Ssid_079",9.90323468825577,"MacN"
