"","count","site"
"Ofav_080",2.69172062210879,"Emerald"
"Ofav_081",3.57333877303867,"Emerald"
"Ofav_082",10.3593613343608,"Emerald"
"Ofav_083",33.6669182944441,"Emerald"
"Ofav_084",13.7292581256202,"Rainbow"
"Ofav_085",10.231602727538,"Rainbow"
"Ofav_086",15.2918998731406,"Rainbow"
"Ofav_087",2.5106330687047,"Star"
"Ofav_088",0.5,"Star"
"Ofav_089",3.53398140969457,"Star"
"Ofav_090",16.4816512982064,"MacN"
"Ofav_091",3.99132170041036,"MacN"
"Ofav_092",11.0250071046205,"MacN"
"Ofav_093",16.8392270522456,"MacN"
"Ofav_094",5.80145200120997,"Emerald"
"Ofav_095",3.52786661482561,"Emerald"
"Ofav_096",7.01556519011727,"Emerald"
"Ofav_097",0.5,"Emerald"
"Ofav_098",16.6453837933075,"Emerald"
"Ofav_099",1.37765178162579,"Rainbow"
"Ofav_100",7.71776774039506,"Rainbow"
"Ofav_101",8.00204634401724,"Rainbow"
"Ofav_102",3.42013142981992,"Rainbow"
"Ofav_103",3.4034077949304,"Rainbow"
"Ofav_104",6.50977589840455,"Star"
"Ofav_105",5.84551816517817,"Star"
"Ofav_106",7.20810712390653,"Star"
"Ofav_107",3.74152797488084,"Star"
"Ofav_108",3.33717959160745,"Star"
"Ofav_110",3.22493224715287,"MacN"
"Ofav_111",1.22840484670049,"MacN"
"Ofav_112",6.28878890564298,"MacN"
"Ofav_113",6.76033109304166,"MacN"
"Ofav_114",2.19215672595158,"MacN"
"Ofav_115",25.5648202862775,"Emerald"
"Ofav_116",8.7118002596178,"Emerald"
"Ofav_117",8.21858960332584,"Emerald"
"Ofav_118",5.21861853561051,"Emerald"
"Ofav_119",6.038997615072,"Rainbow"
"Ofav_120",5.93681498607942,"Rainbow"
"Ofav_121",7.26478259021224,"Rainbow"
"Ofav_122",4.53982135313399,"Star"
"Ofav_123",5.09535290763205,"Star"
"Ofav_124",7.50717531016972,"Star"
"Ofav_126",7.51728105876915,"Star"
"Ofav_127",5.51710647820604,"MacN"
"Ofav_128",4.75433708654254,"MacN"
"Ofav_129",9.84825297496016,"MacN"
"Ofav_130",8.07560333214865,"MacN"
"Ofav_132",10.8200450411794,"Emerald"
"Ofav_133",43.7808488592697,"Emerald"
"Ofav_153",3.98982410119286,"Emerald"
"Ofav_154",29.3666356678841,"Emerald"
"Ofav_134",9.00453625400778,"Rainbow"
"Ofav_155",8.7529057751189,"Rainbow"
"Ofav_156",2.05371658615684,"Star"
"Ofav_157",5.76748678552093,"Star"
"Ofav_158",2.71611430288327,"Star"
"Ofav_159",1.79426279210312,"Star"
"Ofav_136",4.06923925590518,"MacN"
"Ofav_137",3.40960994162815,"MacN"
"Ofav_138",2.08720869128569,"MacN"
"Ofav_160",4.82756483502449,"MacN"
"Ofav_161",4.82004430387085,"MacN"
"Ofav_162",6.20518732351805,"MacN"
"Ofav_163",2.63350469341866,"MacN"
