"","count","site"
"Ofav_080",3.78758093316318,"Emerald"
"Ofav_081",0.5,"Emerald"
"Ofav_082",1.39630557585098,"Emerald"
"Ofav_083",4.92225577259255,"Emerald"
"Ofav_084",0.5,"Rainbow"
"Ofav_085",1.38469115704891,"Rainbow"
"Ofav_086",3.45837997462812,"Rainbow"
"Ofav_087",0.5,"Star"
"Ofav_088",4.41876979629599,"Star"
"Ofav_089",4.54530854625943,"Star"
"Ofav_090",0.5,"MacN"
"Ofav_091",1.37283042510259,"MacN"
"Ofav_092",33.9886589692469,"MacN"
"Ofav_093",1.52120169076535,"MacN"
"Ofav_094",1.383575333535,"Emerald"
"Ofav_095",1.50928887160854,"Emerald"
"Ofav_096",2.94333694629397,"Emerald"
"Ofav_097",0.5,"Emerald"
"Ofav_098",4.9848288314743,"Emerald"
"Ofav_099",1.37765178162579,"Rainbow"
"Ofav_100",2.56221935439859,"Rainbow"
"Ofav_101",0.5,"Rainbow"
"Ofav_102",2.69009857236494,"Rainbow"
"Ofav_103",3.4034077949304,"Rainbow"
"Ofav_104",1.83550575520101,"Star"
"Ofav_105",6.60916361734648,"Star"
"Ofav_106",4.33320407080373,"Star"
"Ofav_107",2.12076398744042,"Star"
"Ofav_108",1.44572653053582,"Star"
"Ofav_110",14.1246612357644,"MacN"
"Ofav_111",1.95680969340099,"MacN"
"Ofav_112",7.25358705658348,"MacN"
"Ofav_113",44.3223176512916,"MacN"
"Ofav_114",2.19215672595158,"MacN"
"Ofav_115",0.5,"Emerald"
"Ofav_116",6.88695575748051,"Emerald"
"Ofav_117",1.27185896033258,"Emerald"
"Ofav_118",2.0728728452035,"Emerald"
"Ofav_119",5.24771224149029,"Rainbow"
"Ofav_120",3.21840749303971,"Rainbow"
"Ofav_121",3.39919253866239,"Rainbow"
"Ofav_122",3.73185708250719,"Star"
"Ofav_123",9.6907058152641,"Star"
"Ofav_124",1.2785750344633,"Star"
"Ofav_126",2.50493744536261,"Star"
"Ofav_127",0.5,"MacN"
"Ofav_128",3.90346966923403,"MacN"
"Ofav_129",32.6995380248628,"MacN"
"Ofav_130",1.25756033321487,"MacN"
"Ofav_132",0.5,"Emerald"
"Ofav_133",6.6829784084671,"Emerald"
"Ofav_153",0.5,"Emerald"
"Ofav_154",14.5209373244008,"Emerald"
"Ofav_134",2.38989694533506,"Rainbow"
"Ofav_155",1.32529057751189,"Rainbow"
"Ofav_156",9.82229951694105,"Star"
"Ofav_157",2.25582892850698,"Star"
"Ofav_158",6.04028575720818,"Star"
"Ofav_159",3.08852558420624,"Star"
"Ofav_136",0.5,"MacN"
"Ofav_137",23.7768795330252,"MacN"
"Ofav_138",2.08720869128569,"MacN"
"Ofav_160",2.2310259340098,"MacN"
"Ofav_161",1.58001107596771,"MacN"
"Ofav_162",24.4617867587758,"MacN"
"Ofav_163",0.5,"MacN"
