"","count","site"
"Ofav_080",58.5805964858829,"Emerald"
"Ofav_081",45.5756353379006,"Emerald"
"Ofav_082",33.6633063064864,"Emerald"
"Ofav_083",32.9298756656787,"Emerald"
"Ofav_084",51.3817620216163,"Rainbow"
"Ofav_085",27.0407347114674,"Rainbow"
"Ofav_086",36.0005596955374,"Rainbow"
"Ofav_087",17.59038108399,"Star"
"Ofav_088",84.7535506203639,"Star"
"Ofav_089",63.2022824670211,"Star"
"Ofav_090",22.628440259055,"MacN"
"Ofav_091",22.3207606275647,"MacN"
"Ofav_092",37.815934280018,"MacN"
"Ofav_093",14.7968236707149,"MacN"
"Ofav_094",106.529040024199,"Emerald"
"Ofav_095",43.8994214791671,"Emerald"
"Ofav_096",22.4900325166458,"Emerald"
"Ofav_097",36.9483482724339,"Emerald"
"Ofav_098",64.1845694069351,"Emerald"
"Ofav_099",56.6697140240508,"Rainbow"
"Ofav_100",47.9310451511675,"Rainbow"
"Ofav_101",73.0197813255,"Rainbow"
"Ofav_102",21.6709528661944,"Rainbow"
"Ofav_103",90.5056416428425,"Rainbow"
"Ofav_104",37.2264082680278,"Star"
"Ofav_105",31.8094635389007,"Star"
"Ofav_106",25.4158264602242,"Star"
"Ofav_107",49.1229196232126,"Star"
"Ofav_108",61.9722244848281,"Star"
"Ofav_110",46.8238482015989,"MacN"
"Ofav_111",53.673553809136,"MacN"
"Ofav_112",22.6903574716314,"MacN"
"Ofav_113",24.4979358566597,"MacN"
"Ofav_114",25.8823508892737,"MacN"
"Ofav_115",290.957035082157,"Emerald"
"Ofav_116",16.9236005192356,"Emerald"
"Ofav_117",20.5683329686472,"Emerald"
"Ofav_118",30.3845840588666,"Emerald"
"Ofav_119",22.655990460288,"Rainbow"
"Ofav_120",8.65522247911913,"Rainbow"
"Ofav_121",61.3830433119102,"Rainbow"
"Ofav_122",34.4344993663255,"Star"
"Ofav_123",26.5403331432483,"Star"
"Ofav_124",21.5215259305092,"Star"
"Ofav_126",75.685154201098,"Star"
"Ofav_127",15.5513194346181,"MacN"
"Ofav_128",13.2630112596276,"MacN"
"Ofav_129",42.047790999823,"MacN"
"Ofav_130",15.6512066642973,"MacN"
"Ofav_132",34.040146383833,"Emerald"
"Ofav_133",45.1548440611512,"Emerald"
"Ofav_153",40.6329771637179,"Emerald"
"Ofav_154",36.7894848396257,"Emerald"
"Ofav_134",111.058971302101,"Rainbow"
"Ofav_155",59.0956310033442,"Rainbow"
"Ofav_156",30.02061513698,"Star"
"Ofav_157",24.2036905348442,"Star"
"Ofav_158",60.3350861778484,"Star"
"Ofav_159",48.3877233078153,"Star"
"Ofav_136",32.6231533031466,"MacN"
"Ofav_137",29.5960994162815,"MacN"
"Ofav_138",25.1017347149283,"MacN"
"Ofav_160",28.1964149441567,"MacN"
"Ofav_161",56.6605759503211,"MacN"
"Ofav_162",55.2697983057733,"MacN"
"Ofav_163",30.3690657078612,"MacN"
