"","count","site"
"Ofav_080",10.3627427994896,"Emerald"
"Ofav_081",18.940032638232,"Emerald"
"Ofav_082",22.0113338204236,"Emerald"
"Ofav_083",10.0815541739505,"Emerald"
"Ofav_084",9.65871716389093,"Rainbow"
"Ofav_085",17.3091319839293,"Rainbow"
"Ofav_086",9.37513992388435,"Rainbow"
"Ofav_087",12.5637984122282,"Star"
"Ofav_088",29.8907734722199,"Star"
"Ofav_089",7.579289955954,"Star"
"Ofav_090",22.628440259055,"MacN"
"Ofav_091",24.9392519028725,"MacN"
"Ofav_092",15.8091012430843,"MacN"
"Ofav_093",7.64841183535744,"MacN"
"Ofav_094",16.4043560036299,"Emerald"
"Ofav_095",1.50928887160854,"Emerald"
"Ofav_096",12.7166847314699,"Emerald"
"Ofav_097",18.724174136217,"Emerald"
"Ofav_098",30.9968360540252,"Emerald"
"Ofav_099",4.88825890812897,"Rainbow"
"Ofav_100",21.1221935439859,"Rainbow"
"Ofav_101",4.66780352445403,"Rainbow"
"Ofav_102",12.1805257192797,"Rainbow"
"Ofav_103",15.9848415729621,"Rainbow"
"Ofav_104",16.5260690624121,"Star"
"Ofav_105",22.645718112881,"Star"
"Ofav_106",17.7494183186168,"Star"
"Ofav_107",21.5699318367254,"Star"
"Ofav_108",19.4145306107163,"Star"
"Ofav_110",24.1160794753249,"MacN"
"Ofav_111",15.7965017807104,"MacN"
"Ofav_112",20.7607611697504,"MacN"
"Ofav_113",6.76033109304166,"MacN"
"Ofav_114",19.9598023484432,"MacN"
"Ofav_115",18.1928143197253,"Emerald"
"Ofav_116",4.14968900427458,"Emerald"
"Ofav_117",9.76230752399101,"Emerald"
"Ofav_118",22.5202198328491,"Emerald"
"Ofav_119",5.24771224149029,"Rainbow"
"Ofav_120",22.2472599443177,"Rainbow"
"Ofav_121",5.33198756443732,"Rainbow"
"Ofav_122",7.77167843564117,"Star"
"Ofav_123",17.3496273279842,"Star"
"Ofav_124",5.95002524124312,"Star"
"Ofav_126",25.5617180670327,"Star"
"Ofav_127",40.6368518256483,"MacN"
"Ofav_128",16.6664809288617,"MacN"
"Ofav_129",18.1578111749248,"MacN"
"Ofav_130",14.8936463310824,"MacN"
"Ofav_132",10.8200450411794,"Emerald"
"Ofav_133",7.36997600940788,"Emerald"
"Ofav_153",10.0970162782804,"Emerald"
"Ofav_154",25.2428305724721,"Emerald"
"Ofav_134",11.8393816720104,"Rainbow"
"Ofav_155",11.2287775076546,"Rainbow"
"Ofav_156",19.9214573269605,"Star"
"Ofav_157",12.7908024995488,"Star"
"Ofav_158",39.2820003004573,"Star"
"Ofav_159",16.0311535052374,"Star"
"Ofav_136",18.3461962795259,"MacN"
"Ofav_137",11.1685697859699,"MacN"
"Ofav_138",10.0232521477142,"MacN"
"Ofav_160",33.3894927461861,"MacN"
"Ofav_161",35.0603544309668,"MacN"
"Ofav_162",18.7565994352578,"MacN"
"Ofav_163",18.6347898940586,"MacN"
