"","count","site"
"Ofav_080",47.621993375339,"Emerald"
"Ofav_081",1.52444625767956,"Emerald"
"Ofav_082",14.8408892136157,"Emerald"
"Ofav_083",74.9413055053079,"Emerald"
"Ofav_084",49.3464915407517,"Rainbow"
"Ofav_085",92.5078803330869,"Rainbow"
"Ofav_086",293.379617488183,"Rainbow"
"Ofav_087",4.52126613740941,"Star"
"Ofav_088",110.225554296288,"Star"
"Ofav_089",16.6812341850377,"Star"
"Ofav_090",219.325687006211,"MacN"
"Ofav_091",33.6675561538984,"MacN"
"Ofav_092",88.5273321477348,"MacN"
"Ofav_093",281.330464960471,"MacN"
"Ofav_094",41.1444653426098,"Emerald"
"Ofav_095",33.8065327630818,"Emerald"
"Ofav_096",0.5,"Emerald"
"Ofav_097",7.78966965448679,"Emerald"
"Ofav_098",83.917816265422,"Emerald"
"Ofav_099",19.8083391957674,"Rainbow"
"Ofav_100",48.9621548283668,"Rainbow"
"Ofav_101",31.3417460809598,"Rainbow"
"Ofav_102",35.541577157839,"Rainbow"
"Ofav_103",70.1817870783297,"Rainbow"
"Ofav_104",43.2361841664323,"Star"
"Ofav_105",30.2821726345641,"Star"
"Ofav_106",5.29150508850466,"Star"
"Ofav_107",130.161118995233,"Star"
"Ofav_108",4.28290612214327,"Star"
"Ofav_110",94.0560071522487,"MacN"
"Ofav_111",21.6237405543143,"MacN"
"Ofav_112",59.3526872073704,"MacN"
"Ofav_113",101.708686004173,"MacN"
"Ofav_114",63.1097988602084,"MacN"
"Ofav_115",84.540868018695,"Emerald"
"Ofav_116",2.32484450213729,"Emerald"
"Ofav_117",8.21858960332584,"Emerald"
"Ofav_118",173.516012972385,"Emerald"
"Ofav_119",31.3601295696869,"Rainbow"
"Ofav_120",7.74908664810589,"Rainbow"
"Ofav_121",145.459626933119,"Rainbow"
"Ofav_122",46.5539634257274,"Star"
"Ofav_123",76.3233229759288,"Star"
"Ofav_124",6.72860027570642,"Star"
"Ofav_126",11.5271559494944,"Star"
"Ofav_127",291.492175735951,"MacN"
"Ofav_128",66.8676585500637,"MacN"
"Ofav_129",285.102368348787,"MacN"
"Ofav_130",211.859332966947,"MacN"
"Ofav_132",6.95002815073711,"Emerald"
"Ofav_133",128.968551375927,"Emerald"
"Ofav_153",3.98982410119286,"Emerald"
"Ofav_154",45.0370950304497,"Emerald"
"Ofav_134",94.9948472667531,"Rainbow"
"Ofav_155",42.5898194531064,"Rainbow"
"Ofav_156",43.2272061193131,"Star"
"Ofav_157",2.25582892850698,"Star"
"Ofav_158",59.2270290264067,"Star"
"Ofav_159",3.08852558420624,"Star"
"Ofav_136",162.900386143686,"MacN"
"Ofav_137",48.0236290465931,"MacN"
"Ofav_138",171.918538658855,"MacN"
"Ofav_160",98.3029652715534,"MacN"
"Ofav_161",91.2209303812879,"MacN"
"Ofav_162",58.6929106998841,"MacN"
"Ofav_163",43.1700938683732,"MacN"
