"","gene","lpv.LC_CC","lpv.CH_CC","annot","KOG","lpv.LH_CC"
"969","Ssiderea020402",NA,9.26612518075302,NA,NA,9.44052626301685
"970","Ssiderea020482",NA,2.65829583628943,NA,NA,1.9573249407596
"971","Ssiderea020698",NA,1.48410805647556,"Pyridoxal-dependent decarboxylase conserved domain","Amino acid transport and metabolism",1.87300193161228
"972","Ssiderea020901",NA,-1.99392539620815,"Serine threonine-protein kinase","Signal transduction mechanisms",-1.19714324707082
"973","Ssiderea020916",NA,3.08085603697704,"abducens nerve formation","Transcription",4.85475467921416
"974","Ssiderea021167",NA,-5.24467258114473,"regulation of RNA splicing","RNA processing and modification",-1.33134645925517
"975","Ssiderea021170",NA,1.48410805647556,"calcium ion binding","Posttranslational modification, protein turnover, chaperones",1.26531018033136
"976","Ssiderea021187",NA,5.64450129119205,NA,NA,5.35278831399002
"977","Ssiderea021201",NA,2.45404092758014,"activation of NF-kappaB-inducing kinase activity","Posttranslational modification, protein turnover, chaperones",3.36779536698517
"978","Ssiderea021219",NA,-1.63913004298733,"Synaptic vesicle membrane protein VAT-1 homolog","Energy production and conversion",-2.36427260097108
"979","Ssiderea021220",NA,9.49898654033401,"Synaptic vesicle membrane protein VAT-1 homolog","Energy production and conversion",13.3219428761726
"980","Ssiderea021241",NA,-1.33014771944744,NA,NA,-1.96619552567892
"981","Ssiderea021306",NA,-1.52488804747759,"GDP-mannose 4,6-dehydratase activity","Carbohydrate transport and metabolism",-1.94623327144479
"982","Ssiderea021315",NA,-1.01061489557095,"Importin 4","",-1.71285699223015
"983","Ssiderea021332",NA,7.30049467783441,"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity","Amino acid transport and metabolism",9.03431896359323
"984","Ssiderea021340",NA,1.44270649326801,"Ectoine synthase","Function Unknown",1.14148988781185
"985","Ssiderea021392",NA,-1.85260824842416,"transmembrane protein 189","Posttranslational modification, protein turnover, chaperones",-1.26777175045729
"986","Ssiderea021418",NA,-1.13668741310493,"positive regulation of NLRP3 inflammasome complex assembly","RNA processing and modification",-1.65229347076672
"987","Ssiderea021424",NA,-3.6368393115314,"Fatty acid desaturase","Lipid transport and metabolism",-3.24439222696875
"988","Ssiderea021429",NA,2.07425116796353,"metalloendopeptidase activity","Cell wall/membrane/envelope biogenesis",2.1916915443192
"989","Ssiderea021445",NA,-2.57579141389289,"negative regulation of superoxide anion generation","Posttranslational modification, protein turnover, chaperones",-1.61973418361507
"990","Ssiderea021573",NA,-1.83117819729227,"steroid hormone receptor activity","Transcription",-1.32020208763418
"991","Ssiderea021580",NA,1.040420354012,NA,NA,3.57339346727675
"992","Ssiderea021645",NA,1.02820494559916,"suppressor of cytokine signaling","Signal transduction mechanisms",1.28975014552138
"993","Ssiderea021669",NA,4.75482456926668,"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","Carbohydrate transport and metabolism",2.82335038104727
"994","Ssiderea021781",NA,-1.01217451151839,NA,NA,-1.96205222295863
"995","Ssiderea021860",NA,3.49384848898454,NA,NA,1.83141887827973
"996","Ssiderea021920",NA,1.76904277109559,NA,NA,1.73427068596301
"997","Ssiderea021959",NA,-3.72631290497511,"PX domain","Signal transduction mechanisms",-2.64357590196905
"998","Ssiderea021975",NA,-1.23466549659457,NA,NA,-2.58678693998074
"999","Ssiderea021997",NA,1.18535262164618,"-","",1.31549268797568
"1000","Ssiderea022036",NA,3.22930744953386,"-","",6.41811500407753
"1001","Ssiderea022059",NA,3.70040596978299,"serine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones",3.7625817464391
"1002","Ssiderea022066",NA,-5.29082707942611,"octopamine biosynthetic process","Function Unknown",-4.25860429284046
"1003","Ssiderea022080",NA,-6.29036297121893,NA,NA,-6.76711772618834
"1004","Ssiderea022281",NA,2.67010994813144,"zinc ion binding","Posttranslational modification, protein turnover, chaperones",4.31444983121538
"1005","Ssiderea022296",NA,2.58421835474283,NA,NA,2.79116884675019
"1006","Ssiderea022308",NA,-1.24248131835654,"Enolase family member 4","Carbohydrate transport and metabolism",-1.96753089437495
"1007","Ssiderea022318",NA,1.51964701982414,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",2.80151732265652
"1008","Ssiderea022384",NA,-1.1473377211343,"Green fluorescent protein","Function Unknown",-1.83404613574482
"1009","Ssiderea022529",NA,-6.9503383250913,"5'-nucleotidase activity","Nucleotide transport and metabolism",-5.60328902517023
"1010","Ssiderea022534",NA,-2.28508320202022,"Solute carrier organic anion transporter family, member","Secondary metabolites biosynthesis, transport and catabolism",-1.69524375402091
"1011","Ssiderea022535",NA,-1.56525849922898,"UDP-glucoronosyl and UDP-glucosyl transferase","",-1.35574210342984
"1012","Ssiderea022547",NA,1.09300319359941,"histamine-induced gastric acid secretion","Signal transduction mechanisms",1.32715718950744
"1013","Ssiderea022549",NA,2.83058643632452,"G-protein coupled receptor activity","Posttranslational modification, protein turnover, chaperones",4.18400080600843
"1014","Ssiderea022581",NA,-3.99852655983001,NA,NA,-1.64209396968471
"1015","Ssiderea022757",NA,1.3979524585493,NA,NA,1.42606004031933
"1016","Ssiderea022764",NA,-8.62137776474426,"LON peptidase N-terminal domain and RING finger","Posttranslational modification, protein turnover, chaperones",-10.3865001757296
"1017","Ssiderea022819",NA,1.49648173660215,NA,NA,1.58624885470861
"1018","Ssiderea022853",NA,1.00051384178161,NA,NA,1.21891452201545
"1019","Ssiderea022878",NA,-1.36613269414281,"regulation of neuron migration","Signal transduction mechanisms",-2.00740274405247
"1020","Ssiderea022879",NA,-1.86203604303021,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",-1.00980931417856
"1021","Ssiderea023011",NA,-5.72542794518018,NA,NA,-6.2870231984461
"1022","Ssiderea023116",NA,9.48004584742357,NA,NA,10.790655394407
"1023","Ssiderea023118",NA,-5.03975928818244,"Belongs to the mitochondrial carrier (TC 2.A.29) family","Energy production and conversion",-5.44369679976228
"1024","Ssiderea023132",NA,2.08024675117496,NA,NA,1.78157350708731
"1025","Ssiderea023224",NA,2.7662144300446,"Ankyrin repeat","Signal transduction mechanisms",1.63376588747211
"1026","Ssiderea023225",NA,7.58245857790837,"Chromosome 19 open reading frame 43","Function Unknown",6.12177931912052
"1027","Ssiderea023266",NA,-1.35250792688814,NA,NA,-1.14923362353739
"1028","Ssiderea023310",NA,-13.993631299291,"secondary active sulfate transmembrane transporter activity","Inorganic ion transport and metabolism",-8.19312221728103
"1029","Ssiderea023369",NA,-2.60023102523088,"L-lactate","Energy production and conversion",-3.13225009053168
"1030","Ssiderea023382",NA,6.07181196727921,"Tumor necrosis factor receptor / nerve growth factor receptor repeats.","Function Unknown",7.35173379426894
"1031","Ssiderea023386",NA,1.17947672256052,NA,NA,1.68661227273037
"1032","Ssiderea023388",NA,1.00743175430706,NA,NA,1.30889629560871
"1033","Ssiderea023401",NA,2.72098655691799,"Tumor necrosis factor receptor / nerve growth factor receptor repeats.","Function Unknown",3.44824341729129
"1034","Ssiderea023406",NA,2.88747294328351,"Tumor necrosis factor receptor / nerve growth factor receptor repeats.","Function Unknown",2.72865859489872
"1035","Ssiderea023413",NA,3.60296983972205,NA,NA,4.63658715696031
"1036","Ssiderea023422",NA,2.48657362530834,NA,NA,4.01564744131305
"1037","Ssiderea023426",NA,1.48887132491577,NA,NA,2.13460899786047
"1038","Ssiderea023429",NA,2.79047613227092,NA,NA,2.27374163019387
"1039","Ssiderea023473",NA,-4.45414006014609,"histidyl-tRNA aminoacylation","Translation, ribosomal structure and biogenesis",-5.5863580575192
"1040","Ssiderea023541",NA,-1.47571580657399,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives","Coenzyme transport and metabolism",-1.3237159090036
"1041","Ssiderea023552",NA,2.51041011076221,"suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)","",3.22765038174978
"1042","Ssiderea023606",NA,9.19156264912151,NA,NA,1.96619552567892
"1043","Ssiderea023769",NA,-6.1458671680986,NA,NA,-7.09473292982573
"1044","Ssiderea023785",NA,1.2387473128433,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones",1.26216092151198
"1045","Ssiderea023788",NA,1.12913034041759,"scavenger receptor activity","Signal transduction mechanisms",1.32872584113805
"1046","Ssiderea023814",NA,-1.46385250670252,"endoplasmic reticulum stress-induced pre-emptive quality control","Posttranslational modification, protein turnover, chaperones",-1.34099504689345
"1047","Ssiderea023882",NA,2.28775037577711,"PFAM Alcohol dehydrogenase zinc-binding domain protein","Energy production and conversion",4.03551458589983
"1048","Ssiderea023883",NA,6.68633145615533,"PFAM Alcohol dehydrogenase zinc-binding domain protein","Energy production and conversion",8.64375230860619
"1049","Ssiderea023893",NA,1.72193432180292,"Collagen type XI alpha 1","Extracellular structures",1.18078528503137
"1050","Ssiderea023919",NA,-3.21796070375482,"cellular zinc ion homeostasis","Inorganic ion transport and metabolism",-4.71150735326829
"1051","Ssiderea024050",NA,-2.47776854087189,NA,NA,-2.12622201627895
"1052","Ssiderea024052",NA,-1.97236593689036,NA,NA,-1.29067577026675
"1053","Ssiderea024073",NA,-1.2081665983178,NA,NA,-1.60610099074527
"1054","Ssiderea024105",NA,-1.49648173660215,"spectrin binding","Lipid transport and metabolism",-3.15288801605541
"1055","Ssiderea024123",NA,5.87625824120207,NA,NA,3.87073732683735
"1056","Ssiderea024129",NA,-1.22518094459872,"Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family","Lipid transport and metabolism",-3.50102292707569
"1057","Ssiderea024139",NA,-4.5301222535879,"negative regulation of transcription elongation from RNA polymerase II promoter","Function Unknown",-4.97772507837558
"1058","Ssiderea024198",NA,-1.80786649178062,"metal ion binding","Transcription",-3.7263543423303
"1059","Ssiderea024230",NA,-1.35194453354426,NA,NA,-1.37128749520906
"1060","Ssiderea024272",NA,-1.52582978924383,NA,NA,-1.44996360331236
"1061","Ssiderea024275",NA,-10.3542204475283,NA,NA,-23.0406372025859
"1062","Ssiderea024276",NA,-23.8674087729315,"SOUL heme-binding protein","Function Unknown",-52.1182596742447
"1063","Ssiderea024314",NA,2.46221323335659,NA,NA,4.63658715696031
"1064","Ssiderea024393",NA,1.89435059270469,NA,NA,3.51136215873859
"1065","Ssiderea024427",NA,-1.73197105631441,NA,NA,-1.2577588249829
"1066","Ssiderea024553",NA,-7.62956038377578,NA,NA,-5.29373869777301
"1067","Ssiderea024612",NA,4.72221659116387,"Cytochrome P450, family","Secondary metabolites biosynthesis, transport and catabolism",5.29227163879939
"1068","Ssiderea024655",NA,1.8392366035982,"Belongs to the peptidase S1 family","Posttranslational modification, protein turnover, chaperones",1.80673155655866
"1069","Ssiderea024675",NA,1.77588969846364,NA,NA,2.49657194154336
"1070","Ssiderea024708",NA,1.68574765686741,NA,NA,1.5074527543698
"1071","Ssiderea024711",NA,-1.32681593138148,NA,NA,-2.80368595104565
"1072","Ssiderea024746",NA,-1.63192887510689,NA,NA,-1.28115230613985
"1073","Ssiderea024816",NA,2.2457252655196,"Cupin-like domain","",2.67359048739301
"1074","Ssiderea024825",NA,-2.63854196237821,"intein-mediated protein splicing","Cell wall/membrane/envelope biogenesis",-2.47787259590882
"1075","Ssiderea024892",NA,1.77656226668385,NA,NA,1.1378352042522
"1076","Ssiderea024906",NA,2.12974061699706,"Galactose binding lectin domain","Posttranslational modification, protein turnover, chaperones",1.73845088526133
"1077","Ssiderea024910",NA,2.67414992098608,NA,NA,2.23006479310925
"1078","Ssiderea024962",NA,2.52773342741826,NA,NA,2.1139307790976
"1079","Ssiderea024974",NA,1.90228287632674,"cytoskeletal anchoring at plasma membrane","Cytoskeleton",1.7829215524107
"1080","Ssiderea025027",NA,3.46563897394572,NA,NA,3.57085136796056
"1081","Ssiderea025037",NA,-5.51785277827893,"Catalyzes the ferrous insertion into protoporphyrin IX","Coenzyme transport and metabolism",-7.4259259220152
"1082","Ssiderea025047",NA,1.44904980955287,"serine-type endopeptidase activity","Amino acid transport and metabolism",1.8349563682362
"1083","Ssiderea025053",NA,-2.49940713072621,NA,NA,-1.75439208474419
"1084","Ssiderea025089",NA,4.67790864967519,"NmrA-like family","",4.88982918567791
"1085","Ssiderea025135",NA,1.29083729737836,"negative regulation of protein export from nucleus","",2.25177179322297
"1086","Ssiderea025177",NA,-1.57744497249469,"ankyrin repeat","Function Unknown",-2.0798201497003
"1087","Ssiderea025312",NA,-1.72615221694857,"Transient receptor potential cation channel, subfamily A, member","Function Unknown",-1.20374946293316
"1088","Ssiderea025320",NA,4.85021952470956,"Calreticulin","Posttranslational modification, protein turnover, chaperones",3.57286303666238
"1089","Ssiderea025342",NA,-3.41332156080006,NA,NA,-3.11494051166058
"1090","Ssiderea025360",NA,2.90750752995799,NA,NA,4.13079508681154
"1091","Ssiderea025440",NA,-1.58864398298652,"ubiquitin-like protein-specific protease activity","Posttranslational modification, protein turnover, chaperones",-2.62497680852586
"1092","Ssiderea025556",NA,-1.86518277432621,NA,NA,-1.41927969705943
"1093","Ssiderea025567",NA,-2.48657362530834,NA,NA,-2.36427260097108
"1094","Ssiderea025653",NA,3.54335041322621,NA,NA,5.46927414938958
"1095","Ssiderea025748",NA,-3.92033577513823,NA,NA,-3.76872154823646
"1096","Ssiderea025806",NA,1.21528588129302,"negative regulation of insulin receptor signaling pathway","Signal transduction mechanisms",1.56595712365474
"1097","Ssiderea025926",NA,-1.92022860308574,"Ubiquitin exists either covalently attached to another protein, or free (unanchored). When covalently bound, it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin), a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains, when attached to a target protein, have different functions depending on the Lys residue of the ubiquitin that is linked","Posttranslational modification, protein turnover, chaperones",-1.88900972742421
"1098","Ssiderea025958",NA,-1.43338033069836,"Ubiquitin-2 like Rad60 SUMO-like","Posttranslational modification, protein turnover, chaperones",-1.96322419848854
"1099","Ssiderea025984",NA,-9.79673497290766,"5'-3' exoribonuclease activity","",-13.7293295118422
"1100","Ssiderea025986",NA,4.08154944329507,"negative regulation of epithelial cell proliferation","Transcription",2.44899425008437
"1101","Ssiderea026168",NA,4.08609173633752,NA,NA,4.40561970301813
"1102","Ssiderea026169",NA,1.93827732673609,NA,NA,1.87788270818165
"1103","Ssiderea026208",NA,1.73243869090458,NA,NA,1.07540307913441
"1104","Ssiderea026252",NA,-1.72041947631361,"riboflavin transmembrane transporter activity","Function Unknown",-2.17560677747451
"1105","Ssiderea026266",NA,-1.63781000916024,"chromatin organization","Transcription",-1.48195518007719
"1106","Ssiderea026267",NA,-1.67193644549792,"negative regulation of nuclease activity","Function Unknown",-3.77371210926749
"1107","Ssiderea026314",NA,1.37274832071825,"belongs to the actin family","Cytoskeleton",2.52306032882599
"1108","Ssiderea026316",NA,1.31310591360518,NA,NA,2.47353382021168
"1109","Ssiderea026397",NA,1.17733892657132,"organic anion transmembrane transporter activity","Transcription",1.21891452201545
"1110","Ssiderea026461",NA,-1.03178550397199,"homolog subfamily C member 7","Posttranslational modification, protein turnover, chaperones",-2.06566618512764
"1111","Ssiderea026574",NA,-1.58987684665371,"7S RNA binding","Intracellular trafficking, secretion, and vesicular transport",-1.63793287111202
"1112","Ssiderea026681",NA,1.17779322995944,"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","",1.14154487650627
"1113","Ssiderea026694",NA,3.25467520276612,"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","",3.26716606316639
"1114","Ssiderea026702",NA,-7.09372178444042,"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","",-2.73237275592854
"1115","Ssiderea026709",NA,2.69172605280107,"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","",3.68321478154293
"1116","Ssiderea026735",NA,-1.00187742927649,"Ferric-chelate reductase","Signal transduction mechanisms",-2.59929169434357
"1117","Ssiderea026757",NA,-2.74664184167284,"BCCT, betaine/carnitine/choline family transporter","Cell wall/membrane/envelope biogenesis",-5.96706632112975
"1118","Ssiderea026761",NA,1.97569732477319,NA,NA,1.13569019168348
"1119","Ssiderea026768",NA,-1.07675365284325,"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity","Carbohydrate transport and metabolism",-2.54076372764135
"1120","Ssiderea026791",NA,-1.90066857506825,"mRNA transport","Function Unknown",-3.78870529792811
"1121","Ssiderea026942",NA,1.78737890398046,"von Willebrand factor (vWF) type A domain","Function Unknown",1.62858443362597
"1122","Ssiderea026962",NA,-7.62010350367919,"adenosine kinase activity","Carbohydrate transport and metabolism",-13.2430695009355
"1123","Ssiderea026971",NA,-1.73145763797674,"regulation of phosphoprotein phosphatase activity","Cell cycle control, cell division, chromosome partitioning",-1.21579431475126
"1124","Ssiderea027077",NA,9.29961449894337,NA,NA,4.70755722492569
"1125","Ssiderea027103",NA,1.47571580657399,"calcium-dependent phospholipid binding","Intracellular trafficking, secretion, and vesicular transport",1.52011969583086
"1126","Ssiderea027135",NA,-8.08958596207952,"Catalyzes the three sequential steps of the methylation pathway of phosphatidylcholine biosynthesis, the SAM-dependent methylation of phosphatidylethanolamine (PE) to phosphatidylmonomethylethanolamine (PMME), PMME to phosphatidyldimethylethanolamine (PDME), and PDME to phosphatidylcholine (PC)","Lipid transport and metabolism",-6.85063857620817
"1127","Ssiderea027144",NA,2.99629102032342,"Selenium-binding protein 1","Inorganic ion transport and metabolism",3.13259777763475
"1128","Ssiderea027151",NA,-1.86260555962725,NA,NA,-1.70278024965839
"1129","Ssiderea027251",NA,1.90228287632674,"Belongs to the peptidase M10A family","",1.03867886864731
"1130","Ssiderea027372",NA,1.09785628451657,"Tnf receptor-associated factor 2","Posttranslational modification, protein turnover, chaperones",1.30237445701993
"1131","Ssiderea027516",NA,1.72041947631361,"RING-like zinc finger","Posttranslational modification, protein turnover, chaperones",1.56595712365474
"1132","Ssiderea027537",NA,-1.55045614460406,"Catalyzes conversion of folates to polyglutamate derivatives allowing concentration of folate compounds in the cell and the intracellular retention of these cofactors, which are important substrates for most of the folate-dependent enzymes that are involved in one-carbon transfer reactions involved in purine, pyrimidine and amino acid synthesis","Coenzyme transport and metabolism",-3.22666819991705
"1133","Ssiderea027541",NA,-14.2981846698353,"negative regulation of glucocorticoid receptor signaling pathway","",-22.3015546884252
"1134","Ssiderea027596",NA,2.85853725769274,NA,NA,2.65517923708919
"1135","Ssiderea027757",NA,-5.30060016463577,"Double-stranded RNA binding motif","Translation, ribosomal structure and biogenesis",-5.2309587482827
"1136","Ssiderea027758",NA,-3.55562339142836,NA,NA,-2.36427260097108
"1137","Ssiderea027760",NA,-4.8373687619984,"Receptor L domain","Signal transduction mechanisms",-2.00113302721552
"1138","Ssiderea027808",NA,8.62137776474426,"PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","Posttranslational modification, protein turnover, chaperones",7.99384185732513
"1139","Ssiderea027809",NA,-8.56453884899335,"PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","Posttranslational modification, protein turnover, chaperones",-10.2641399536216
"1140","Ssiderea027875",NA,4.53498614308157,"Enabled homolog","Signal transduction mechanisms",1.91508662402049
"1141","Ssiderea027950",NA,-2.16183703243147,NA,NA,-1.15813804385721
"1142","Ssiderea027951",NA,-2.6125715245037,"heme binding","Secondary metabolites biosynthesis, transport and catabolism",-1.44910514988644
"1143","Ssiderea027966",NA,2.53972854956122,"tumor necrosis factor (ligand) superfamily, member","Signal transduction mechanisms",1.93863961213927
"1144","Ssiderea028069",NA,6.25379970252073,NA,NA,5.77256922398905
"1145","Ssiderea028122",NA,-2.93243894118323,NA,NA,-3.90065960234872
"1146","Ssiderea028142",NA,-1.71855080129512,"rRNA-processing protein FCF1","Function Unknown",-1.87788270818165
"1147","Ssiderea028273",NA,1.28275921362678,"hypochlorous acid biosynthetic process","Function Unknown",1.77321657889769
"1148","Ssiderea028340",NA,-1.75249039926445,"positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues","Cell cycle control, cell division, chromosome partitioning",-2.70674949986708
"1149","Ssiderea028362",NA,-1.73684796661926,"WD repeat-containing protein 26","Function Unknown",-2.06712593937292
"1150","Ssiderea028433",NA,2.16612970380406,"histone H2A K63-linked ubiquitination","Signal transduction mechanisms",5.11934281050095
"1151","Ssiderea028556",NA,-2.00318827078266,"thioesterase binding","Posttranslational modification, protein turnover, chaperones",-1.59472526729542
"1152","Ssiderea028731",NA,-2.69013675514522,"methylenetetrahydrofolate reductase (NAD(P)H) activity","Amino acid transport and metabolism",-2.45458077184574
"1153","Ssiderea029010",NA,3.09164297840095,NA,NA,4.99280761052694
"1154","Ssiderea029118",NA,-1.00411190233372,"5'-3' exonuclease activity","",-1.22214447919114
"1155","Ssiderea029149",NA,-1.48158532766461,"tetracycline transmembrane transporter activity","Function Unknown",-2.74297797716602
"1156","Ssiderea029169",NA,4.42567913408619,"serine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones",2.36550326038839
"1157","Ssiderea029220",NA,-1.36127694098193,"nuclear receptor transcription coactivator activity","RNA processing and modification",-2.21595709077366
"1158","Ssiderea029278",NA,5.27424571077888,NA,NA,2.46132792002237
"1159","Ssiderea029316",NA,4.17884277627354,"protein polyubiquitination","Function Unknown",4.75061290318381
"1160","Ssiderea029360",NA,-2.75404244500902,"positive regulation of epithelial to mesenchymal transition","Function Unknown",-2.0130599874845
"1161","Ssiderea029361",NA,-2.68199502301094,"positive regulation of epithelial to mesenchymal transition","Function Unknown",-1.17031089610293
"1162","Ssiderea029402",NA,-1.2465675113652,"plasma membrane repair","Cell wall/membrane/envelope biogenesis",-1.1020175798803
"1163","Ssiderea029404",NA,-1.4736447231373,"plasma membrane repair","Cell wall/membrane/envelope biogenesis",-1.74387198749264
"1164","Ssiderea029477",NA,-2.02789519957335,"negative regulation of hematopoietic stem cell differentiation","Posttranslational modification, protein turnover, chaperones",-3.79992354372614
"1165","Ssiderea029508",NA,1.1609920175272,"podosome assembly","Cytoskeleton",1.60792795336177
"1166","Ssiderea029551",NA,1.24248131835654,NA,NA,2.61947470396236
"1167","Ssiderea029552",NA,5.48937634134252,"Histidine phosphatase superfamily (branch 2)","Function Unknown",7.59228952520056
"1168","Ssiderea029563",NA,-6.74333282153458,"glucokinase activity","Carbohydrate transport and metabolism",-9.63718331781362
"1169","Ssiderea029588",NA,-2.72383976347579,"DNA binding","Transcription",-1.1378352042522
"1170","Ssiderea029648",NA,1.93079902614184,NA,NA,1.55358606490223
"1171","Ssiderea029708",NA,3.50181996106794,"Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","Transcription",3.74896155034322
"1172","Ssiderea029805",NA,5.60447490161643,NA,NA,5.16717775261446
"1173","Ssiderea029809",NA,2.41402202709928,"ephrin receptor activity","",2.06552917141788
"1174","Ssiderea029811",NA,-2.65620398407682,"unfolded protein binding","Posttranslational modification, protein turnover, chaperones",-5.09965172241384
"1175","Ssiderea029846",NA,2.81789600745512,"Cupin-like domain","Lipid transport and metabolism",1.99817768907241
"1176","Ssiderea029881",NA,1.207636181093,"tumor protein","Transcription",1.2455211019186
"1177","Ssiderea029933",NA,1.36831531420067,NA,NA,1.82064202672436
"1178","Ssiderea029956",NA,-1.06503237425969,"organic anion transmembrane transporter activity","Transcription",-4.34952542767449
"1179","Ssiderea029957",NA,1.49921958860294,NA,NA,1.40891244436165
"1180","Ssiderea030001",NA,-1.31126459843384,"Galactosyltransferase","Carbohydrate transport and metabolism",-1.27181088240611
"1181","Ssiderea030049",NA,-18.9772639307866,"Initiation factor 5a","Translation, ribosomal structure and biogenesis",-23.0406372025859
"1182","Ssiderea030069",NA,2.08819550355403,"phosphopyruvate hydratase activity","Carbohydrate transport and metabolism",2.29179179485788
"1183","Ssiderea030127",NA,-2.13261017947039,"Ubiquitin carboxyl-terminal hydrolase 48","Posttranslational modification, protein turnover, chaperones",-1.41308830237986
"1184","Ssiderea030143",NA,2.18999330544932,NA,NA,2.12622201627895
"1185","Ssiderea030239",NA,1.64937130249697,NA,NA,1.94117040067148
"1186","Ssiderea030261",NA,2.17390902321386,NA,NA,3.31636536382281
"1187","Ssiderea030302",NA,-1.32441762343302,"Folate receptor family","Function Unknown",-3.00273983961269
"1188","Ssiderea030387",NA,1.06064576914866,"protein polyubiquitination","Function Unknown",1.15453306315942
"1189","Ssiderea030391",NA,-1.56391197850526,"Metalloendopeptidase activity. It is involved in the biological process described with proteolysis","Amino acid transport and metabolism",-3.32846717550243
"1190","Ssiderea030492",NA,4.81691109287244,"ephrin receptor activity","Signal transduction mechanisms",3.15288801605541
"1191","Ssiderea030902",NA,-1.49082625194133,"oligosaccharide binding","Signal transduction mechanisms",-1.80629560174293
"1192","Ssiderea031312",NA,-2.02385654136322,"peroxidase activity","Function Unknown",-3.09224260385523
"1193","Ssiderea031371",NA,3.16591090187796,"Leucine-rich repeat","Signal transduction mechanisms",1.89350665084646
"1194","Ssiderea031406",NA,1.23842931472379,NA,NA,1.20057344586091
"1195","Ssiderea031427",NA,-5.59425411973097,NA,NA,-5.30040090586928
"1196","Ssiderea031430",NA,-2.87761773334545,NA,NA,-5.38295109885576
"1197","Ssiderea031474",NA,4.2237668156223,NA,NA,3.76553971546568
"1198","Ssiderea031482",NA,1.75736823531874,"It is involved in the biological process described with","Posttranslational modification, protein turnover, chaperones",1.80673155655866
"1199","Ssiderea031519",NA,-1.49757209068085,"Src homology 3 domains","Intracellular trafficking, secretion, and vesicular transport",-2.22404795479567
"1200","Ssiderea031598",NA,13.4395227617975,"Egl-9 family hypoxia-inducible factor","Signal transduction mechanisms",22.0070081550007
"1201","Ssiderea031617",NA,-2.40991521516606,"WAP four-disulfide core domain","Extracellular structures",-2.28169666267011
"1202","Ssiderea031825",NA,2.00291575834346,"viral capsid secondary envelopment","Cytoskeleton",1.45396639089795
"1203","Ssiderea031835",NA,-1.28722408606762,"prolyl-tRNA aminoacylation","Translation, ribosomal structure and biogenesis",-1.8966653065164
"1204","Ssiderea031836",NA,-1.00464132973134,NA,NA,-1.10820883728569
"1205","Ssiderea031857",NA,3.72871232254048,NA,NA,4.98359458653491
"1206","Ssiderea031880",NA,-1.62319820914514,"YLP motif-containing protein 1","Defense mechanisms",-1.07337156004778
"1207","Ssiderea031960",NA,9.45503825427611,"myosin light chain kinase activity","Signal transduction mechanisms",9.78209748330108
"1208","Ssiderea032140",NA,-1.42495975215256,NA,NA,-1.14320949272163
"1209","Ssiderea032157",NA,-1.28232280603987,NA,NA,-1.89284605614866
"1210","Ssiderea032236",NA,-6.12938031519401,NA,NA,-6.36588243971271
"1211","Ssiderea032248",NA,-11.3713785169198,"steroid hormone receptor activity","Transcription",-8.63562714977878
"1212","Ssiderea032249",NA,-3.06178491456612,"steroid hormone receptor activity","Transcription",-3.63432441621303
"1213","Ssiderea032369",NA,2.18780515378332,"system process","Signal transduction mechanisms",1.91508662402049
"1214","Ssiderea032529",NA,-7.30049467783441,"Tumor necrosis factor receptor superfamily member","Signal transduction mechanisms",-2.81000656040552
"1215","Ssiderea032615",NA,3.44987911615008,NA,NA,2.72862848885515
"1216","Ssiderea032880",NA,1.81860367072632,"aldehyde dehydrogenase (NAD) activity","Energy production and conversion",2.88156928288217
"1217","Ssiderea032889",NA,2.26844366693169,NA,NA,1.04077434744344
"1218","Ssiderea032912",NA,-5.40659596209662,"Elongation factor","Translation, ribosomal structure and biogenesis",-7.23055254363051
