"","gene","lpv.Star_Emerald","lpv.MacN_Emerald","annot","KOG","lpv.Star_Rainbow","lpv.MacN_Rainbow"
"603","Ssiderea050672",-1.85736112509769,-1.46632635632524,"carbohydrate binding","",NA,NA
"604","Ssiderea050817",2.08534137890638,3.03757707414346,NA,NA,NA,NA
"605","Ssiderea050830",1.90453546007636,1.01312702364386,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"606","Ssiderea050832",-1.91293124906976,-1.90663088212525,"U2 snRNA binding","Amino acid transport and metabolism",NA,NA
"607","Ssiderea050964",-1.75367140502942,-1.12319014984526,"store-operated calcium channel activity","",NA,NA
"608","Ssiderea051055",-1.94653104712363,-2.24058525160087,"sodium-coupled neutral amino acid transporter","Amino acid transport and metabolism",NA,NA
"609","Ssiderea051465",1.05467353183675,-1.39492441685285,"acyl-coenzyme A thioesterase","Function Unknown",NA,NA
"610","Ssiderea051679",1.06872766902982,1.08739508185585,NA,NA,NA,NA
"611","Ssiderea051714",1.42400413443619,1.70769635836876,"transferase activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"612","Ssiderea051715",-2.00870281839717,-2.64795415513146,"transferase activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"613","Ssiderea051716",4.43124343073685,1.36339873675663,"transferase activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"614","Ssiderea051779",-1.72935135110624,-2.01337028625514,NA,NA,NA,NA
"615","Ssiderea051781",2.05935870320894,2.1013779570669,"melanocyte differentiation","RNA processing and modification",NA,NA
"616","Ssiderea051854",-1.20686949365694,-1.0407775323708,NA,NA,NA,NA
"617","Ssiderea051892",-2.83700709294282,-3.87517841027306,NA,NA,NA,NA
"618","Ssiderea052013",1.88135507619577,1.17298749314243,"Common central domain of tyrosinase","Amino acid transport and metabolism",NA,NA
"619","Ssiderea052173",1.59687023526123,2.07018913989835,"Multidrug resistance-associated protein","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"620","Ssiderea052262",1.31280370816795,1.12707200931105,NA,NA,NA,NA
"621","Ssiderea052336",-1.13193304762877,-1.00842472502791,"Transposase IS4","Function Unknown",NA,NA
"622","Ssiderea052407",1.67930015308202,1.03938064350447,"RWD domain containing 1","Function Unknown",NA,NA
"623","Ssiderea052544",-1.07087709493766,-1.97583050918829,"negative regulation of renal albumin absorption","Signal transduction mechanisms",NA,NA
"624","Ssiderea052824",-1.55669153325687,-1.08142952024282,"neurogenic locus notch homolog protein","Signal transduction mechanisms",NA,NA
"625","Ssiderea052956",-1.34744853394122,-1.61303759198046,"Phosphotyrosine-binding domain","Signal transduction mechanisms",NA,NA
"626","Ssiderea053074",-2.50455114388353,-1.2556753589975,"Pyridoxal (Pyridoxine, vitamin B6) kinase","Coenzyme transport and metabolism",NA,NA
"627","Ssiderea053080",2.50315367739252,2.82396660467866,"Malic enzyme","Energy production and conversion",NA,NA
"628","Ssiderea053147",-1.41089431711438,-1.72431891006145,NA,NA,NA,NA
"629","Ssiderea053221",-3.40126144916322,-1.43197925186548,NA,NA,NA,NA
"630","Ssiderea053224",-1.0354717751573,-2.12630325536346,NA,NA,NA,NA
"631","Ssiderea053327",-1.37058323407219,-2.66671803623911,NA,NA,NA,NA
"632","Ssiderea053371",3.59563690524401,1.31647730837264,"Common central domain of tyrosinase","Amino acid transport and metabolism",NA,NA
"633","Ssiderea053615",3.16656437118743,2.03584617109724,"myotome development","Transcription",NA,NA
"634","Ssiderea053627",1.53007344047865,1.25824736860504,"Cupin-like domain","",NA,NA
"635","Ssiderea053728",-1.04820234422952,-1.06746753023658,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"636","Ssiderea053828",5.16199071960996,4.67998377853517,NA,NA,NA,NA
"637","Ssiderea053849",1.53213459431453,1.33017338048615,NA,NA,NA,NA
"638","Ssiderea053861",-1.11007013860707,-1.26303544130728,"Flavin containing amine oxidoreductase","Coenzyme transport and metabolism",NA,NA
"639","Ssiderea053903",1.94692882324959,1.63587781964549,"calcium ion binding","Signal transduction mechanisms",NA,NA
"640","Ssiderea054047",2.1324861862612,2.86767033047524,"negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","",NA,NA
"641","Ssiderea054148",-2.47676924933633,-1.31345652024932,NA,NA,NA,NA
"642","Ssiderea054223",1.49106723662759,1.06753854732482,"chaperone cofactor-dependent protein refolding","Posttranslational modification, protein turnover, chaperones",NA,NA
"643","Ssiderea054233",3.41612942273939,4.02670955917296,NA,NA,NA,NA
"644","Ssiderea054275",2.41341808808231,2.00192092680752,"very long-chain fatty acid-CoA ligase activity","Lipid transport and metabolism",NA,NA
"645","Ssiderea054400",5.16715212885556,5.64598932442972,NA,NA,NA,NA
"646","Ssiderea054505",1.36509668083821,3.58756734753502,NA,NA,NA,NA
"647","Ssiderea054509",-1.57974979089872,-1.19328292845425,"Chromosome 1 open reading frame 35","Function Unknown",NA,NA
"648","Ssiderea054539",5.46590326926504,3.47701308253445,"Mitogen-activated protein kinase kinase kinase","Signal transduction mechanisms",NA,NA
"649","Ssiderea054712",-1.58864629472301,-1.4742844966451,"Interferon induced with helicase C domain 1","RNA processing and modification",NA,NA
"650","Ssiderea054735",2.70290983091417,1.57602715445722,"complement activation","Extracellular structures",NA,NA
"651","Ssiderea054881",-1.79201792666077,-2.71909295500695,NA,NA,NA,NA
"652","Ssiderea054891",-2.68528305031765,1.06341568337441,"aryl sulfotransferase activity","Function Unknown",NA,NA
"653","Ssiderea055166",-1.46568845254069,-1.66399823089562,NA,NA,NA,NA
"654","Ssiderea055338",-1.47349412822821,-2.02778721511521,NA,NA,NA,NA
"655","Ssiderea055365",1.51749038453546,2.35053158651589,NA,NA,NA,NA
"656","Ssiderea055415",-1.9439730433077,-3.74372366544329,"Domain found in sea urchin sperm protein, enterokinase, agrin","Signal transduction mechanisms",NA,NA
"657","Ssiderea055418",-2.00080117009679,-1.04418533783809,"gamma-aminobutyric acid:sodium symporter activity","Signal transduction mechanisms",NA,NA
"658","Ssiderea055489",-1.05806029646957,-2.23721805304699,"homologous chromosome movement towards spindle pole involved in homologous chromosome segregation","",NA,NA
"659","Ssiderea055764",2.85076691668562,1.56809048560259,"DnaJ molecular chaperone homology domain","Posttranslational modification, protein turnover, chaperones",NA,NA
"660","Ssiderea055783",-4.96684875565967,-4.73575721240559,"Pancreatic secretory granule membrane major glycoprotein","Extracellular structures",NA,NA
"661","Ssiderea055787",-2.44772445213628,-3.39153341508239,NA,NA,NA,NA
"662","Ssiderea055826",1.49032913658483,1.18710406148062,"Doublecortin domain-containing protein 2","",NA,NA
"663","Ssiderea055895",1.58146279626515,1.85141060092138,"P or trefoil or TFF domain","Posttranslational modification, protein turnover, chaperones",NA,NA
"664","Ssiderea055982",2.50455114388353,1.04948972593853,NA,NA,NA,NA
"665","Ssiderea056079",-1.10850495942079,-2.39555449533638,NA,NA,NA,NA
"666","Ssiderea056222",-1.20686949365694,-2.32776687231813,"Protein tyrosine phosphatase, receptor type","Signal transduction mechanisms",NA,NA
"667","Ssiderea056236",-1.52306229975509,-1.69082012787091,NA,NA,NA,NA
"668","Ssiderea056252",-1.33903534863756,-1.64074210377374,NA,NA,NA,NA
"669","Ssiderea056310",-1.01543316312498,-1.03226607799837,NA,NA,NA,NA
"670","Ssiderea056594",-1.3013440456623,-1.24335333123692,NA,NA,NA,NA
"671","Ssiderea056713",-3.11160916748887,-3.07913190775731,"heparin binding","Signal transduction mechanisms",NA,NA
"672","Ssiderea056770",1.02881087573072,1.04913381387725,"histidine transport","Amino acid transport and metabolism",NA,NA
"673","Ssiderea056776",-1.30724626284476,-1.39492441685285,"histidine transport","Amino acid transport and metabolism",NA,NA
"674","Ssiderea056783",-1.12868023609065,-1.53668138006204,"heparin binding","Signal transduction mechanisms",NA,NA
"675","Ssiderea056886",-1.0516420378876,-1.20855970988107,"von Willebrand factor D and EGF","Signal transduction mechanisms",NA,NA
"676","Ssiderea056951",1.00668013624785,3.27662735259771,"Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain","Signal transduction mechanisms",NA,NA
"677","Ssiderea056972",-1.01099545667022,-3.27345569630182,"Sialic acid binding Ig-like lectin 1, sialoadhesin","Signal transduction mechanisms",NA,NA
"678","Ssiderea056975",-1.07086218657898,-1.37487147482046,"Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain","Signal transduction mechanisms",NA,NA
"679","Ssiderea056986",-1.8606730223102,-1.29271520399083,"peroxidase activity","Function Unknown",NA,NA
"680","Ssiderea057044",1.07059246660157,1.16046056754778,"methylated histone binding","Chromatin structure and dynamics",NA,NA
"681","Ssiderea057095",3.54938373884987,2.12062496038324,NA,NA,NA,NA
"682","Ssiderea057106",1.48968707442946,1.56809048560259,NA,NA,NA,NA
"683","Ssiderea057248",1.25067901885753,5.05884130684631,"-","",NA,NA
"684","Ssiderea057290",1.07645985398892,1.83952254780443,NA,NA,NA,NA
"685","Ssiderea057306",-2.05071067169362,-1.65213661169045,NA,NA,NA,NA
"686","Ssiderea057341",-3.89744081592361,-3.47700207861018,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",NA,NA
"687","Ssiderea057390",2.0590456771527,2.74753242698073,NA,NA,NA,NA
"688","Ssiderea057455",-2.22133562219947,-1.81016366889525,"Uncharacterized ACR, YdiU/UPF0061 family","Posttranslational modification, protein turnover, chaperones",NA,NA
"689","Ssiderea057714",-2.00536651501491,-1.27951276858236,NA,NA,NA,NA
"690","Ssiderea057744",3.97156497716633,4.94109620456717,"Cytochrome P450","",NA,NA
"691","Ssiderea057815",1.23504350474512,2.67118431504935,"ATP-binding cassette, subfamily B (MDR TAP), member","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"692","Ssiderea057878",-1.24807581533054,-1.15115303491844,NA,NA,NA,NA
"693","Ssiderea058008",-1.39570908824072,-1.2556753589975,"procollagen-proline 4-dioxygenase activity","Amino acid transport and metabolism",NA,NA
"694","Ssiderea058012",6.1436699404392,4.71633575832755,"UDP-Gal betaGlcNAc beta 1,4- galactosyltransferase, polypeptide","Carbohydrate transport and metabolism",NA,NA
"695","Ssiderea058107",-1.73360795026693,-1.76798639137071,"HMG domain-containing protein 3","Transcription",NA,NA
"696","Ssiderea058217",-1.92268481339467,-1.46632635632524,"Lys63-specific deubiquitinase activity","Function Unknown",NA,NA
"697","Ssiderea058378",-2.2718480767787,-2.07897373611341,NA,NA,NA,NA
"698","Ssiderea058415",1.61111266274353,1.20515308703041,NA,NA,NA,NA
"699","Ssiderea058585",1.24383550931304,3.14653739688403,NA,NA,NA,NA
"700","Ssiderea058595",1.94443628120847,1.44357374451394,NA,NA,NA,NA
"701","Ssiderea058633",1.61815854708848,1.82164118031688,"cysteine-type peptidase activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"702","Ssiderea058642",-1.91801320300094,-3.12238480431008,NA,NA,NA,NA
"703","Ssiderea058708",-2.15689793702686,-1.01118832058828,NA,NA,NA,NA
"704","Ssiderea058718",-1.79714827935805,-1.49820676254946,"Belongs to the p53 family","Transcription",NA,NA
"705","Ssiderea058808",-1.65232780448518,-1.12327477565807,NA,NA,NA,NA
"706","Ssiderea058830",-1.96299231509877,-2.53993551131793,NA,NA,NA,NA
"707","Ssiderea059052",-2.75289078690527,-1.7011190348103,"C-5 cytosine-specific DNA methylase","Replication, recombination and repair",NA,NA
"708","Ssiderea059094",3.12895381832423,4.37632900148377,NA,NA,NA,NA
"709","Ssiderea059140",-1.73970136400642,-2.33292479903063,NA,NA,NA,NA
"710","Ssiderea59311",-1.73360795026693,-1.22222798313893,NA,NA,NA,NA
"711","Ssiderea59316",-4.77906273130789,-1.52777974394056,"transposition, RNA-mediated","Replication, recombination and repair",NA,NA
"712","Ssiderea59347",-2.15875999630317,-1.87259655635138,"Heat shock chaperonin-binding motif.","Posttranslational modification, protein turnover, chaperones",NA,NA
"713","Ssiderea59378",2.56011385762493,1.17460491597446,NA,NA,NA,NA
"714","Ssiderea59393",-3.89359445391223,-2.37548823500258,"-","",NA,NA
"715","Ssiderea59430",-1.12188619946852,-1.34008493258589,NA,NA,NA,NA
"716","Ssiderea59566",-2.38716185070856,-1.03769148554222,"Glycosyl transferases group 1","Cell wall/membrane/envelope biogenesis",NA,NA
"717","Ssiderea59585",-1.67321106412473,-1.15159668716501,NA,NA,NA,NA
"718","Ssiderea59656",-3.59563690524401,-1.44730844029292,"Ribonuclease H protein","Amino acid transport and metabolism",NA,NA
"719","Ssiderea59681",1.48072147149977,1.579240034355,NA,NA,NA,NA
"720","Ssiderea59755",-1.02067868931573,-1.41809362105517,"Ribonuclease H protein","Coenzyme transport and metabolism",NA,NA
"721","Ssiderea59831",-5.32862281683826,-4.02470927273315,NA,NA,NA,NA
"722","Ssiderea59890",-3.31271764072954,-1.67708515351639,"Reverse transcriptase (RNA-dependent DNA polymerase)","Replication, recombination and repair",NA,NA
"723","Ssiderea59934",1.60647068268223,1.40703293349577,NA,NA,NA,NA
"724","Ssiderea59961",3.83816142977221,1.49666400456332,NA,NA,NA,NA
"725","Ssiderea59973",-3.05779281025529,-1.14226879201866,"DBH-like monooxygenase protein 1","Amino acid transport and metabolism",NA,NA
"726","Ssiderea60027",-2.20683146519409,-2.40428762272613,NA,NA,NA,NA
"727","Ssiderea60080",1.93127668797626,1.32753589629316,NA,NA,NA,NA
"728","Ssiderea60093",1.93127668797626,2.06438835914415,"Collagen triple helix","Function Unknown",NA,NA
"729","Ssiderea60155",2.47890560539597,2.08324375076932,"cell adhesion","Function Unknown",NA,NA
"730","Ssiderea60164",1.2809582434683,2.46720274985374,NA,NA,NA,NA
"731","Ssiderea60172",2.8937918708956,2.73957749489906,NA,NA,NA,NA
"732","Ssiderea60216",2.98778520624959,3.75525615404209,"K02A2.6-like","Amino acid transport and metabolism",NA,NA
"733","Ssiderea60282",-1.90839462164039,-1.44357374451394,"Ribonuclease H protein","Amino acid transport and metabolism",NA,NA
"734","Ssiderea60343",1.18018397373166,1.67115011445136,"DNA binding","Transcription",NA,NA
"735","Ssiderea60368",1.83198970862503,2.12027367204,"metalloendopeptidase activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"736","Ssiderea60373",-1.20565000858895,-2.88563329234934,NA,NA,NA,NA
"737","Ssiderea60431",1.07508163181778,1.47149819122645,NA,NA,NA,NA
"738","Ssiderea60445",-1.30071673167279,-4.19463137867933,"Ribonuclease H protein","Coenzyme transport and metabolism",NA,NA
"739","Ssiderea60451",1.66150841717161,3.02066038925971,NA,NA,NA,NA
"740","Ssiderea60521",-3.16656437118743,-1.11893980749548,NA,NA,NA,NA
"741","Ssiderea60764",-1.67349356877445,-1.03769148554222,NA,NA,NA,NA
"742","Ssiderea60817",-1.04046839630795,-1.01676455501281,NA,NA,NA,NA
"743","Ssiderea60824",-1.19711470054102,-2.20908926249858,"Reverse transcriptase (RNA-dependent DNA polymerase)","Carbohydrate transport and metabolism",NA,NA
"744","Ssiderea60845",1.68125333446769,1.09994014590796,NA,NA,NA,NA
"745","Ssiderea60968",2.0559192068545,1.11052133567485,"Pao retrotransposon peptidase","Replication, recombination and repair",NA,NA
"746","Ssiderea61115",-1.51228432861914,-2.456114645206,NA,NA,NA,NA
"747","Ssiderea61126",-1.55717866230557,-1.2556753589975,NA,NA,NA,NA
"748","Ssiderea61142",-1.32792132602173,-1.63107220844174,NA,NA,NA,NA
"749","Ssiderea61320",2.32747731761841,1.33668471602581,NA,NA,NA,NA
"750","Ssiderea61354",-2.10049345820766,-2.06331509023522,NA,NA,NA,NA
"751","Ssiderea61447",-3.29207126758327,-2.09297410730849,"Transposase IS4","Function Unknown",NA,NA
"752","Ssiderea61572",1.07702986746172,1.00767051485752,NA,NA,NA,NA
"753","Ssiderea61597",-1.15537468795488,-2.29584467607215,NA,NA,NA,NA
"754","Ssiderea61711",-3.34248956771685,-3.4625586222294,NA,NA,NA,NA
"755","Ssiderea61861",1.82533655649309,1.12707200931105,NA,NA,NA,NA
"756","Ssiderea61885",2.72118896195894,2.32776687231813,NA,NA,NA,NA
"757","Ssiderea61898",-1.20935083359095,-1.03938064350447,NA,NA,NA,NA
"758","Ssiderea61903",1.04735812108557,3.86798359334126,NA,NA,NA,NA
"759","Ssiderea61929",-2.56565943933537,-1.59112037909248,NA,NA,NA,NA
"760","Ssiderea61936",1.12507050970213,1.22242734138444,NA,NA,NA,NA
"761","Ssiderea61969",-2.90910141731467,-2.42740616554842,NA,NA,NA,NA
"762","Ssiderea62035",2.21485721783713,1.62923117409518,NA,NA,NA,NA
"763","Ssiderea62059",3.69729161486423,2.53770836745172,"CENP-B N-terminal DNA-binding domain","",NA,NA
"764","Ssiderea62240",1.5489347060876,4.45056418261633,"carbohydrate binding","",NA,NA
"765","Ssiderea62250",12.1128556539753,9.6120558295451,"tumor necrosis factor","Signal transduction mechanisms",NA,NA
"766","Ssiderea62253",-1.02614642642435,-1.39296645249542,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones",NA,NA
"767","Ssiderea62291",1.21810437516517,1.69036379624442,NA,NA,NA,NA
"768","Ssiderea62307",-1.89478954314816,-2.0686900543655,"calcium ion binding","Posttranslational modification, protein turnover, chaperones",NA,NA
"769","Ssiderea62414",-1.9829625674223,-1.16046056754778,"transitional stage B cell differentiation","",NA,NA
"770","Ssiderea62455",1.18435012813477,1.15159668716501,"distal tubule morphogenesis","Signal transduction mechanisms",NA,NA
"771","Ssiderea62488",-9.93850817720997,-2.31981043282478,NA,NA,NA,NA
"772","Ssiderea62565",2.11388373593669,1.02621576537566,"K02A2.6-like","Carbohydrate transport and metabolism",NA,NA
"773","Ssiderea62592",-1.97102657851771,-1.11946664762481,NA,NA,NA,NA
"774","Ssiderea62629",-1.31502809774077,-1.32558718747436,NA,NA,NA,NA
"775","Ssiderea62688",-1.66696827427663,-4.3409739974631,NA,NA,NA,NA
"776","Ssiderea62732",3.07288377402318,2.13634122487388,NA,NA,NA,NA
"777","Ssiderea62762",-2.36308913996509,-1.69919017794375,NA,NA,NA,NA
"778","Ssiderea62821",-2.2666284854886,-1.7803498080197,NA,NA,NA,NA
"779","Ssiderea62829",-1.5375015094513,-1.46650036810602,"Ribonuclease H protein","Coenzyme transport and metabolism",NA,NA
"780","Ssiderea62831",1.71436697045828,2.13614675240551,NA,NA,NA,NA
"781","Ssiderea000261",NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific","Function Unknown",1.44268872777407,3.33853086071329
"782","Ssiderea000744",NA,NA,NA,NA,3.33371917692666,1.73411021309003
"783","Ssiderea001107",NA,NA,NA,NA,-3.86227854558278,-1.79805852427378
"784","Ssiderea001161",NA,NA,NA,NA,-2.51895653197181,-1.95354760065245
"785","Ssiderea001853",NA,NA,NA,NA,2.03628880125046,2.67557339707525
"786","Ssiderea001879",NA,NA,NA,NA,2.79332885846441,4.37654464856058
"787","Ssiderea001916",NA,NA,NA,NA,1.35806264888732,4.46941856853408
"788","Ssiderea001921",NA,NA,"axonal fasciculation","Signal transduction mechanisms",1.63859280471191,1.37006695306522
"789","Ssiderea001966",NA,NA,"Zinc finger B-box","Function Unknown",1.50367612565817,2.14318580966693
"790","Ssiderea002005",NA,NA,NA,NA,1.28928837330103,1.33951859528868
"791","Ssiderea002091",NA,NA,"C2H2-type zinc finger","Transcription",-1.16157203916118,-1.45519386481584
"792","Ssiderea002138",NA,NA,"thyroid hormone transmembrane transporter activity","Carbohydrate transport and metabolism",-1.75720824177509,-1.04662465779602
"793","Ssiderea002234",NA,NA,NA,NA,1.96483561297872,2.54898587083248
"794","Ssiderea002366",NA,NA,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",2.79332885846441,1.78093367564763
"795","Ssiderea002426",NA,NA,"Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain","Signal transduction mechanisms",-1.53448110314751,-1.37346800388564
"796","Ssiderea002497",NA,NA,NA,NA,2.56477719135064,2.16557806778632
"797","Ssiderea002528",NA,NA,"Immunoglobulin C-2 Type","Signal transduction mechanisms",-2.945392114737,-1.4785923349002
"798","Ssiderea002543",NA,NA,"cell division","Signal transduction mechanisms",-2.21833618234882,-4.5550405135933
"799","Ssiderea002690",NA,NA,"Hemicentin 1","Signal transduction mechanisms",3.04323320382379,2.05750478964926
"800","Ssiderea002967",NA,NA,"Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain","Signal transduction mechanisms",-1.92286491436689,-1.40087629243334
"801","Ssiderea003090",NA,NA,NA,NA,1.80524804861809,1.45776235602791
"802","Ssiderea003132",NA,NA,"thioesterase binding","Posttranslational modification, protein turnover, chaperones",-2.20407193499592,-1.73139366485846
"803","Ssiderea003396",NA,NA,NA,NA,-2.63249529704354,-2.54898587083248
"804","Ssiderea003700",NA,NA,NA,NA,3.71014646915843,2.34405879252812
"805","Ssiderea003722",NA,NA,"nuclear receptor transcription coactivator activity","Replication, recombination and repair",-1.48655123773847,-1.29270006381117
"806","Ssiderea003873",NA,NA,NA,NA,-2.22982116996886,-1.70975266461751
"807","Ssiderea003894",NA,NA,NA,NA,-1.63195430538846,-1.03637768669613
"808","Ssiderea004205",NA,NA,"Serine threonine-protein phosphatase","Signal transduction mechanisms",-2.09712259785999,-1.73981111453689
"809","Ssiderea004288",NA,NA,NA,NA,1.47063211350669,1.51088371266787
"810","Ssiderea004321",NA,NA,NA,NA,1.0227589969931,1.54509339290915
"811","Ssiderea004697",NA,NA,"SH3/SH2 adaptor activity","Signal transduction mechanisms",-3.25345756952404,-1.74506183473304
"812","Ssiderea004889",NA,NA,"negative regulation of Arp2/3 complex-mediated actin nucleation","Signal transduction mechanisms",1.32925512637038,1.00135001431358
"813","Ssiderea004908",NA,NA,"Belongs to the enoyl-CoA hydratase isomerase family","Lipid transport and metabolism",1.42323483826826,1.45331747572615
"814","Ssiderea004937",NA,NA,NA,NA,2.79332885846441,4.0448426863861
"815","Ssiderea005086",NA,NA,"DNA binding","Coenzyme transport and metabolism",-2.67667399460545,-1.7477529167517
"816","Ssiderea005170",NA,NA,NA,NA,-2.30332870745345,-1.86620714961555
"817","Ssiderea005592",NA,NA,"DEK proto-oncogene","Chromatin structure and dynamics",-1.47611252602924,-1.65793467837884
"818","Ssiderea006076",NA,NA,NA,NA,-2.19255780211222,-1.4036915696035
"819","Ssiderea006333",NA,NA,"Calcium ion binding. It is involved in the biological process described with regulation of developmental process","Signal transduction mechanisms",-1.60970521380097,-2.42234254918216
"820","Ssiderea006355",NA,NA,NA,NA,1.00344812171584,2.54898587083248
"821","Ssiderea006451",NA,NA,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4","Carbohydrate transport and metabolism",4.85070125270448,1.65991555512405
"822","Ssiderea006565",NA,NA,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",2.4031651575112,1.40600295843356
"823","Ssiderea006568",NA,NA,NA,NA,-1.31329555981498,-1.12829365529706
"824","Ssiderea006663",NA,NA,"Collagen triple helix","Function Unknown",-2.17106370549625,-1.07791757140617
"825","Ssiderea006718",NA,NA,NA,NA,3.86004270460415,1.24478398659617
"826","Ssiderea006737",NA,NA,NA,NA,1.73128443613156,1.79688640686554
"827","Ssiderea006810",NA,NA,"lysosomal lumen pH elevation","Function Unknown",-1.96380591171945,-1.7391299974518
"828","Ssiderea006828",NA,NA,"protection from non-homologous end joining at telomere","Replication, recombination and repair",-1.42557975178984,-1.92775963803151
"829","Ssiderea006859",NA,NA,NA,NA,2.92513376094114,1.0184279851765
"830","Ssiderea006963",NA,NA,NA,NA,1.40938031221098,1.00768705283352
"831","Ssiderea006965",NA,NA,NA,NA,1.56321382738794,1.64532243416348
"832","Ssiderea007020",NA,NA,"metal ion binding","Posttranslational modification, protein turnover, chaperones",-2.21028653202439,-2.94317540629446
"833","Ssiderea007174",NA,NA,NA,NA,-3.3441429918901,-1.8407351935805
"834","Ssiderea007183",NA,NA,NA,NA,-2.12851756663572,-1.14050621819136
"835","Ssiderea007320",NA,NA,NA,NA,-1.18879309096731,-1.32389805690804
"836","Ssiderea007382",NA,NA,"calcium ion transport","",-1.01704815443935,-1.82867999107781
"837","Ssiderea007427",NA,NA,NA,NA,-2.64367086499721,-4.56295316277805
"838","Ssiderea007435",NA,NA,NA,NA,-1.40071220480001,-1.08902708124215
"839","Ssiderea007529",NA,NA,NA,NA,3.75526469401939,2.84310707789679
"840","Ssiderea007617",NA,NA,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","Intracellular trafficking, secretion, and vesicular transport",2.06992096324583,1.41715438168971
"841","Ssiderea007654",NA,NA,NA,NA,-1.42216151380387,-1.84863432812044
"842","Ssiderea007782",NA,NA,"G-protein coupled receptor activity","Signal transduction mechanisms",-1.86682841723024,-3.2340164984671
"843","Ssiderea007807",NA,NA,NA,NA,1.85748328611,1.70684280232913
"844","Ssiderea008152",NA,NA,"hyaluronic acid binding","Signal transduction mechanisms",-1.90511562182715,-1.23828342439555
"845","Ssiderea008159",NA,NA,"Deleted in malignant brain tumors 1","Signal transduction mechanisms",1.2024997556599,1.12807650152325
"846","Ssiderea008285",NA,NA,"AP-5 complex subunit sigma-1","Function Unknown",1.58373735491869,1.78033669130406
"847","Ssiderea008329",NA,NA,NA,NA,-2.02867424044227,-1.76910118677219
"848","Ssiderea008750",NA,NA,"positive regulation of interleukin-13 biosynthetic process","Function Unknown",-2.74132931425305,-1.5223436147208
"849","Ssiderea008934",NA,NA,NA,NA,-1.73501837286972,-2.09018547277716
"850","Ssiderea008970",NA,NA,"CDK-activating kinase assembly factor","Posttranslational modification, protein turnover, chaperones",1.54270252280443,1.01014427181747
"851","Ssiderea008985",NA,NA,"carbohydrate binding","",2.14224391613964,2.0440075062846
"852","Ssiderea009023",NA,NA,"carbohydrate binding","",1.35538409693426,2.17684390657117
"853","Ssiderea009025",NA,NA,"negative regulation of DNA replication","Function Unknown",1.88943688659128,1.48263064927853
"854","Ssiderea009026",NA,NA,"carbohydrate binding","",3.99380722381552,1.50385816623548
"855","Ssiderea009049",NA,NA,"tumor necrosis factor","Function Unknown",4.19502332494857,2.82340536405813
"856","Ssiderea009069",NA,NA,"Coagulation factor 5/8 C-terminal domain, discoidin domain","Signal transduction mechanisms",4.22464318839079,4.11146058163318
"857","Ssiderea009157",NA,NA,NA,NA,-1.25460849427593,-2.96873821777501
"858","Ssiderea009162",NA,NA,"Tumor necrosis factor (ligand) superfamily, member","Function Unknown",2.44161119493521,1.09624695437719
"859","Ssiderea009188",NA,NA,NA,NA,3.89554563048855,2.04387153709037
"860","Ssiderea009191",NA,NA,NA,NA,1.89749351362105,2.82406645369682
"861","Ssiderea009196",NA,NA,NA,NA,2.30703845017591,1.78466624868613
"862","Ssiderea009336",NA,NA,"Hemicentin-1","Signal transduction mechanisms",-2.0281775160288,-1.79690317029708
"863","Ssiderea009358",NA,NA,"signaling receptor binding","Cell wall/membrane/envelope biogenesis",1.07847048691483,1.03938668528011
"864","Ssiderea009444",NA,NA,NA,NA,-2.24855887498233,-2.80337285335214
"865","Ssiderea009483",NA,NA,NA,NA,-1.11424177774092,-1.00194787785788
"866","Ssiderea009522",NA,NA,"retinol dehydrogenase activity","Secondary metabolites biosynthesis, transport and catabolism",-3.04323320382379,-3.93270473416709
"867","Ssiderea009523",NA,NA,"retinol dehydrogenase activity","Secondary metabolites biosynthesis, transport and catabolism",2.6515016427196,1.22824670433477
"868","Ssiderea009670",NA,NA,"Cobalamin binding. It is involved in the biological process described with cobalamin transport","Function Unknown",3.03606146339008,1.3936350397327
"869","Ssiderea009736",NA,NA,NA,NA,1.87487618231368,1.55248958795884
