"","Eigenvalues","Relative_eig","Broken_stick","Cumul_eig","Cumul_br_stick"
"1",6338.3362178144,0.166183238090574,0.0646646516485512,0.166183238090574,0.0646646516485512
"2",1753.40108948268,0.0459719807704124,0.0515067569117091,0.212155218860986,0.11617140856026
"3",1411.55254115005,0.037009139932337,0.044927809543288,0.249164358793323,0.161099218103548
"4",1357.37664978915,0.0355887159056828,0.0405418446310073,0.284753074699006,0.201641062734556
"5",1172.72346981604,0.0307473407691909,0.0372523709467968,0.315500415468197,0.238893433681352
"6",1082.92203118837,0.028392859507311,0.0346207919994284,0.343893274975508,0.273514225680781
"7",1001.83062510173,0.0262667443910254,0.032427809543288,0.370160019366533,0.305942035224069
"8",917.93278782896,0.0240670481635519,0.0305481102951677,0.394227067530085,0.336490145519237
"9",885.99135715711,0.0232295838518016,0.0289033734530625,0.417456651381887,0.365393518972299
"10",864.634102261112,0.0226696233742606,0.0274413851489689,0.440126274756148,0.392834904121268
"11",821.487920244547,0.0215383845140364,0.0261255956752847,0.461664659270184,0.418960499796553
"12",806.223009461072,0.0211381576696428,0.0249294234264808,0.482802816939827,0.443889923223033
"13",800.757996805461,0.0209948718816843,0.0238329321984107,0.503797688821511,0.467722855421444
"14",775.338370215316,0.0203284011056578,0.0228207864494228,0.524126089927169,0.490543641870867
"15",746.206448743171,0.0195645986067568,0.0218809368253627,0.543690688533926,0.512424578696229
"16",733.245969195832,0.0192247910635202,0.0210037438429065,0.562915479597446,0.533428322539136
"17",721.696182141013,0.0189219701108178,0.0201813754218539,0.581837449708264,0.55360969796099
"18",700.386755725134,0.0183632636361296,0.0194073816138044,0.600200713344394,0.573017079574794
"19",697.326913291742,0.0182830383993871,0.0186763874617576,0.618483751743781,0.591693467036552
"20",666.050055267019,0.0174629983501958,0.0179838666861343,0.635946750093976,0.609677333722686
"21",639.161319959716,0.01675800938338,0.0173259719492922,0.652704759477356,0.627003305671978
"22",569.53417478365,0.0149324728313996,0.0166994055332521,0.667637232308756,0.64370271120523
"23",546.383618136935,0.0143254942277185,0.0161013194088502,0.681962726536474,0.659804030614081
"24",494.102441887868,0.012954747258532,0.0155292370289875,0.694917473795007,0.675333267643068
"25",433.52970543195,0.0113666059642978,0.0149809914149524,0.706284079759304,0.690314259058021
"26",384.904971668949,0.0100917263381088,0.0144546756254787,0.716375806097413,0.704768934683499
"27",366.536573140147,0.00961012993155103,0.0139486027509848,0.725985936028964,0.718717537434484
"28",352.55821074448,0.00924363477473267,0.0134612733162869,0.735229570803697,0.732178810750771
"29",342.415680920932,0.00897771034431666,0.0129913485042569,0.744207281148014,0.745170159255028
"30",318.994999769077,0.00836364941438949,0.0125376279960899,0.752570930562403,0.757707787251118
"31",308.895522312879,0.00809885376313063,0.0120990315048618,0.760669784325534,0.76980681875598
