"","comparison","gene","lpv.Star_Emerald","lpv.MacN_Emerald","lpv.Star_Rainbow","lpv.MacN_Rainbow","annot","KOG"
"84","urban_reef","Ssiderea058012",6.1436699404392,4.71633575832755,5.79245129222774,4.33264820914445,"UDP-Gal betaGlcNAc beta 1,4- galactosyltransferase, polypeptide","Carbohydrate transport and metabolism"
"85","urban_reef","Ssiderea058642",-1.91801320300094,-3.12238480431008,-2.80161653240785,-4.2294148921312,NA,NA
"86","urban_reef","Ssiderea59378",2.56011385762493,1.17460491597446,2.46622532837787,1.046769038691,NA,NA
"87","urban_reef","Ssiderea60093",1.93127668797626,2.06438835914415,1.96763436925632,2.05750478964926,"Collagen triple helix","Function Unknown"
"88","urban_reef","Ssiderea60216",2.98778520624959,3.75525615404209,2.39435137468171,3.05529175391898,"K02A2.6-like","Amino acid transport and metabolism"
"89","urban_reef","Ssiderea60368",1.83198970862503,2.12027367204,1.21687692391373,1.40044276932691,"metalloendopeptidase activity","Posttranslational modification, protein turnover, chaperones"
"90","urban_reef","Ssiderea60824",-1.19711470054102,-2.20908926249858,-1.14775056318611,-2.10087114538004,"Reverse transcriptase (RNA-dependent DNA polymerase)","Carbohydrate transport and metabolism"
"91","urban_reef","Ssiderea61861",1.82533655649309,1.12707200931105,2.24391641495651,1.4068453704388,NA,NA
"92","urban_reef","Ssiderea62250",12.1128556539753,9.6120558295451,4.16504685905433,2.99332323845926,"tumor necrosis factor","Signal transduction mechanisms"
"93","urban_reef","Ssiderea62253",-1.02614642642435,-1.39296645249542,-1.033401745116,-1.36196338258836,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones"
