"","count","site"
"Ssid_001",3.74143868381842,"Emerald"
"Ssid_002",0.5,"Emerald"
"Ssid_003",4.30057181604195,"Emerald"
"Ssid_004",4.2115041875736,"Emerald"
"Ssid_005",5.4269955167583,"Emerald"
"Ssid_006",5.33022240555185,"Rainbow"
"Ssid_007",6.72345802167469,"Rainbow"
"Ssid_008",18.0252612992166,"Rainbow"
"Ssid_009",4.74856875666401,"Rainbow"
"Ssid_010",5.5490472686755,"Rainbow"
"Ssid_011",8.73949155070251,"Star"
"Ssid_012",12.5663878419411,"Star"
"Ssid_013",9.40256736002693,"Star"
"Ssid_014",0.5,"Star"
"Ssid_015",2.44540226725397,"Star"
"Ssid_016",5.84982552564191,"MacN"
"Ssid_017",2.0350374501786,"MacN"
"Ssid_018",4.39093209542364,"MacN"
"Ssid_019",2.23526819984129,"MacN"
"Ssid_020",5.77287366998346,"Emerald"
"Ssid_021",3.12770700447517,"Emerald"
"Ssid_022",3.98979273929128,"Emerald"
"Ssid_023",1.86546503981672,"Emerald"
"Ssid_024",6.24417730278444,"Emerald"
"Ssid_025",3.32287967826106,"Rainbow"
"Ssid_026",1.00365705691535,"Rainbow"
"Ssid_027",3.69548452437181,"Rainbow"
"Ssid_028",1.95050978613263,"Rainbow"
"Ssid_029",12.5832450847453,"Rainbow"
"Ssid_030",2.80855753878042,"Star"
"Ssid_031",7.79103969650311,"Star"
"Ssid_032",6.64118160604046,"Star"
"Ssid_033",13.1629066202865,"Star"
"Ssid_035",3.5231705703407,"MacN"
"Ssid_036",0.5,"MacN"
"Ssid_037",3.704714761649,"MacN"
"Ssid_038",1.34457519895899,"MacN"
"Ssid_039",4.60090200672641,"MacN"
"Ssid_040",10.9297481540758,"Emerald"
"Ssid_041",2.65189947696829,"Emerald"
"Ssid_042",10.2456377864709,"Emerald"
"Ssid_043",3.96105173766539,"Emerald"
"Ssid_044",4.25076098147162,"Emerald"
"Ssid_045",2.62471898486157,"Rainbow"
"Ssid_046",4.41586070170793,"Rainbow"
"Ssid_047",4.71141863625958,"Rainbow"
"Ssid_048",7.78146056573544,"Rainbow"
"Ssid_049",15.6826252602333,"Rainbow"
"Ssid_050",10.7173468848866,"Star"
"Ssid_051",9.42736727632313,"Star"
"Ssid_052",5.06120515358736,"Star"
"Ssid_053",5.57055847063217,"Star"
"Ssid_054",4.25426498763639,"Star"
"Ssid_055",0.5,"MacN"
"Ssid_056",4.96901394147189,"MacN"
"Ssid_057",3.42818393087412,"MacN"
"Ssid_058",3.64967363423555,"MacN"
"Ssid_059",1.64900355517362,"MacN"
"Ssid_060",5.69361143778175,"Emerald"
"Ssid_061",2.9406250689853,"Emerald"
"Ssid_062",2.7749507527139,"Emerald"
"Ssid_063",6.19741154384165,"Emerald"
"Ssid_064",4.45441447728718,"Emerald"
"Ssid_065",2.04084641454894,"Rainbow"
"Ssid_066",3.02903541271551,"Rainbow"
"Ssid_067",11.1844231382123,"Rainbow"
"Ssid_068",4.8883159124488,"Rainbow"
"Ssid_069",11.0720956010955,"Rainbow"
"Ssid_070",8.37078158433702,"Star"
"Ssid_071",5.85117246717427,"Star"
"Ssid_072",7.71060138792367,"Star"
"Ssid_073",4.5927617344627,"Star"
"Ssid_074",4.85982137708331,"Star"
"Ssid_075",3.31521148172147,"MacN"
"Ssid_077",3.63957919004728,"MacN"
"Ssid_078",0.5,"MacN"
"Ssid_079",2.20967903422832,"MacN"
