"","count","site"
"Ssid_001",22.6498310060925,"Emerald"
"Ssid_002",74.6192871216266,"Emerald"
"Ssid_003",148.722300825636,"Emerald"
"Ssid_004",20.6481655896853,"Emerald"
"Ssid_005",30.0619731005498,"Emerald"
"Ssid_006",63.2928912721741,"Rainbow"
"Ssid_007",7.28922693273603,"Rainbow"
"Ssid_008",88.1263064960828,"Rainbow"
"Ssid_009",116.627546015483,"Rainbow"
"Ssid_010",52.2527345039238,"Rainbow"
"Ssid_011",0.5,"Star"
"Ssid_012",7.39507876682349,"Star"
"Ssid_013",16.0794928800471,"Star"
"Ssid_014",146.130051200145,"Star"
"Ssid_015",18.6570878277037,"Star"
"Ssid_016",49.7183948359056,"MacN"
"Ssid_017",9.71022470107162,"MacN"
"Ssid_018",33.5729228111009,"MacN"
"Ssid_019",24.793754797778,"MacN"
"Ssid_020",49.7134875865123,"Emerald"
"Ssid_021",35.3171178092959,"Emerald"
"Ssid_022",30.1632382839759,"Emerald"
"Ssid_023",52.8428265263074,"Emerald"
"Ssid_024",29.2208865139222,"Emerald"
"Ssid_025",8.96863903478317,"Rainbow"
"Ssid_026",27.1938240165134,"Rainbow"
"Ssid_027",133.797354445224,"Rainbow"
"Ssid_028",151.353017757793,"Rainbow"
"Ssid_029",89.1104639547989,"Rainbow"
"Ssid_030",19.7379794898368,"Star"
"Ssid_031",84.867745059536,"Star"
"Ssid_032",18.9235448181214,"Star"
"Ssid_033",45.523667983241,"Star"
"Ssid_035",68.0174760709424,"MacN"
"Ssid_036",5.31731560323492,"MacN"
"Ssid_037",38.956577139788,"MacN"
"Ssid_038",5.56745119375396,"MacN"
"Ssid_039",21.8246904349773,"MacN"
"Ssid_040",40.9152740970437,"Emerald"
"Ssid_041",109.170923586899,"Emerald"
"Ssid_042",48.5320719476066,"Emerald"
"Ssid_043",35.802727724187,"Emerald"
"Ssid_044",212.417995453147,"Emerald"
"Ssid_045",34.4955037577851,"Rainbow"
"Ssid_046",14.2055124559778,"Rainbow"
"Ssid_047",69.988407498283,"Rainbow"
"Ssid_048",78.9157291694586,"Rainbow"
"Ssid_049",58.7000634975611,"Rainbow"
"Ssid_050",7.930797734463,"Star"
"Ssid_051",27.2821018289694,"Star"
"Ssid_052",44.5916498180111,"Star"
"Ssid_053",56.2761431769539,"Star"
"Ssid_054",18.0199032756365,"Star"
"Ssid_055",40.8971839410164,"MacN"
"Ssid_056",13.9070418244157,"MacN"
"Ssid_057",48.8150348594229,"MacN"
"Ssid_058",29.6344811166788,"MacN"
"Ssid_059",13.1390391069098,"MacN"
"Ssid_060",57.6297258155992,"Emerald"
"Ssid_061",55.4140640521693,"Emerald"
"Ssid_062",36.8992120434224,"Emerald"
"Ssid_063",57.4741154384165,"Emerald"
"Ssid_064",71.6794605911692,"Emerald"
"Ssid_065",9.74507848729362,"Rainbow"
"Ssid_066",3.02903541271551,"Rainbow"
"Ssid_067",41.7113463902474,"Rainbow"
"Ssid_068",61.9364227742832,"Rainbow"
"Ssid_069",71.8616453073944,"Rainbow"
"Ssid_070",36.4807158141121,"Star"
"Ssid_071",102.766851594886,"Star"
"Ssid_072",17.3247365718219,"Star"
"Ssid_073",25.0565704067762,"Star"
"Ssid_074",18.6659224045138,"Star"
"Ssid_075",40.851364571341,"MacN"
"Ssid_077",21.6921595328191,"MacN"
"Ssid_078",31.4632554048645,"MacN"
"Ssid_079",20.1613088936257,"MacN"
