"","count","site"
"Ssid_001",2.66095912254561,"Emerald"
"Ssid_002",3.279473267061,"Emerald"
"Ssid_003",0.5,"Emerald"
"Ssid_004",1.03021488393909,"Emerald"
"Ssid_005",0.5,"Emerald"
"Ssid_006",0.5,"Rainbow"
"Ssid_007",1.06576891106134,"Rainbow"
"Ssid_008",3.12878919488248,"Rainbow"
"Ssid_009",0.972063195184889,"Rainbow"
"Ssid_010",0.5,"Rainbow"
"Ssid_011",0.5,"Star"
"Ssid_012",5.67130907511762,"Star"
"Ssid_013",0.5,"Star"
"Ssid_014",0.5,"Star"
"Ssid_015",1.79693484483598,"Star"
"Ssid_016",3.17491276282096,"MacN"
"Ssid_017",0.5,"MacN"
"Ssid_018",2.44546604771182,"MacN"
"Ssid_019",1.65684546656086,"MacN"
"Ssid_020",0.5,"Emerald"
"Ssid_021",0.5,"Emerald"
"Ssid_022",1.37244818482282,"Emerald"
"Ssid_023",1.41031002654448,"Emerald"
"Ssid_024",0.5,"Emerald"
"Ssid_025",0.5,"Rainbow"
"Ssid_026",0.5,"Rainbow"
"Ssid_027",1.86949336758792,"Rainbow"
"Ssid_028",0.5,"Rainbow"
"Ssid_029",0.5,"Rainbow"
"Ssid_030",0.5,"Star"
"Ssid_031",0.5,"Star"
"Ssid_032",0.5,"Star"
"Ssid_033",0.5,"Star"
"Ssid_035",0.5,"MacN"
"Ssid_036",0.5,"MacN"
"Ssid_037",0.5,"MacN"
"Ssid_038",8.94575198958994,"MacN"
"Ssid_039",2.14036080269056,"MacN"
"Ssid_040",0.5,"Emerald"
"Ssid_041",0.5,"Emerald"
"Ssid_042",0.5,"Emerald"
"Ssid_043",1.88442069506616,"Emerald"
"Ssid_044",0.5,"Emerald"
"Ssid_045",0.5,"Rainbow"
"Ssid_046",0.5,"Rainbow"
"Ssid_047",0.5,"Rainbow"
"Ssid_048",0.5,"Rainbow"
"Ssid_049",1.76521877168611,"Rainbow"
"Ssid_050",0.5,"Star"
"Ssid_051",2.73184181908078,"Star"
"Ssid_052",0.5,"Star"
"Ssid_053",0.5,"Star"
"Ssid_054",0.5,"Star"
"Ssid_055",2.18321599754235,"MacN"
"Ssid_056",0.5,"MacN"
"Ssid_057",1.96409196543706,"MacN"
"Ssid_058",5.22451045135332,"MacN"
"Ssid_059",1.64900355517362,"MacN"
"Ssid_060",0.5,"Emerald"
"Ssid_061",0.5,"Emerald"
"Ssid_062",0.5,"Emerald"
"Ssid_063",0.5,"Emerald"
"Ssid_064",0.5,"Emerald"
"Ssid_065",2.04084641454894,"Rainbow"
"Ssid_066",0.5,"Rainbow"
"Ssid_067",1.26317308130088,"Rainbow"
"Ssid_068",2.6941579562244,"Rainbow"
"Ssid_069",0.5,"Rainbow"
"Ssid_070",0.5,"Star"
"Ssid_071",0.5,"Star"
"Ssid_072",2.90353379597456,"Star"
"Ssid_073",0.5,"Star"
"Ssid_074",1.22663689618055,"Star"
"Ssid_075",3.31521148172147,"MacN"
"Ssid_077",1.28489479751182,"MacN"
"Ssid_078",8.64822510654329,"MacN"
"Ssid_079",1.35483951711416,"MacN"
