"","count","site"
"Ssid_001",2.66095912254561,"Emerald"
"Ssid_002",2.35298217804067,"Emerald"
"Ssid_003",4.30057181604195,"Emerald"
"Ssid_004",1.56042976787817,"Emerald"
"Ssid_005",0.5,"Emerald"
"Ssid_006",0.5,"Rainbow"
"Ssid_007",2.76307564424534,"Rainbow"
"Ssid_008",4.88131532480414,"Rainbow"
"Ssid_009",1.91618958555467,"Rainbow"
"Ssid_010",2.39339272575331,"Rainbow"
"Ssid_011",0.5,"Star"
"Ssid_012",1.36188484585294,"Star"
"Ssid_013",1.61282092000337,"Star"
"Ssid_014",0.5,"Star"
"Ssid_015",1.79693484483598,"Star"
"Ssid_016",4.24487786794934,"MacN"
"Ssid_017",0.5,"MacN"
"Ssid_018",1.14848868257061,"MacN"
"Ssid_019",13.8037228654499,"MacN"
"Ssid_020",5.77287366998346,"Emerald"
"Ssid_021",4.44156050671275,"Emerald"
"Ssid_022",2.24489636964564,"Emerald"
"Ssid_023",1.86546503981672,"Emerald"
"Ssid_024",2.79767092111378,"Emerald"
"Ssid_025",6.14575935652211,"Rainbow"
"Ssid_026",4.02559939840742,"Rainbow"
"Ssid_027",1.41299557839195,"Rainbow"
"Ssid_028",4.85152935839788,"Rainbow"
"Ssid_029",1.50693709039544,"Rainbow"
"Ssid_030",3.57807671837389,"Star"
"Ssid_031",2.58315419900089,"Star"
"Ssid_032",3.57059080302023,"Star"
"Ssid_033",0.5,"Star"
"Ssid_035",1.5077235234469,"MacN"
"Ssid_036",0.5,"MacN"
"Ssid_037",0.5,"MacN"
"Ssid_038",2.18915039791799,"MacN"
"Ssid_039",20.1843296322868,"MacN"
"Ssid_040",1.80371851925947,"Emerald"
"Ssid_041",2.65189947696829,"Emerald"
"Ssid_042",1.19611698474792,"Emerald"
"Ssid_043",0.5,"Emerald"
"Ssid_044",2.37538049073581,"Emerald"
"Ssid_045",0.5,"Rainbow"
"Ssid_046",5.39482587713491,"Rainbow"
"Ssid_047",1.20190310604326,"Rainbow"
"Ssid_048",2.18033705363126,"Rainbow"
"Ssid_049",1.76521877168611,"Rainbow"
"Ssid_050",1.42884971680788,"Star"
"Ssid_051",0.5,"Star"
"Ssid_052",3.5408034357249,"Star"
"Ssid_053",2.19018615687739,"Star"
"Ssid_054",0.5,"Star"
"Ssid_055",0.5,"MacN"
"Ssid_056",2.73450697073594,"MacN"
"Ssid_057",2.69613794815559,"MacN"
"Ssid_058",2.07483681711777,"MacN"
"Ssid_059",40.7151244310766,"MacN"
"Ssid_060",3.96240762518783,"Emerald"
"Ssid_061",1.72031253449265,"Emerald"
"Ssid_062",1.63747537635695,"Emerald"
"Ssid_063",1.92435288596041,"Emerald"
"Ssid_064",0.5,"Emerald"
"Ssid_065",6.66338565819575,"Rainbow"
"Ssid_066",0.5,"Rainbow"
"Ssid_067",2.02634616260176,"Rainbow"
"Ssid_068",0.5,"Rainbow"
"Ssid_069",2.26201593351591,"Rainbow"
"Ssid_070",3.87319210757301,"Star"
"Ssid_071",2.28372415572476,"Star"
"Ssid_072",2.90353379597456,"Star"
"Ssid_073",3.05797608403919,"Star"
"Ssid_074",1.22663689618055,"Star"
"Ssid_075",1.43840382724049,"MacN"
"Ssid_077",3.63957919004728,"MacN"
"Ssid_078",2.12964502130866,"MacN"
"Ssid_079",15.0322717909407,"MacN"
