"","count","site"
"Ssid_001",72.3518908246416,"Emerald"
"Ssid_002",82.0312158337893,"Emerald"
"Ssid_003",41.356147022451,"Emerald"
"Ssid_004",58.8236372332995,"Emerald"
"Ssid_005",102.735156972735,"Emerald"
"Ssid_006",53.6324464610704,"Rainbow"
"Ssid_007",67.8265004162989,"Rainbow"
"Ssid_008",57.4570992224538,"Rainbow"
"Ssid_009",46.7621931281192,"Rainbow"
"Ssid_010",78.1291017558857,"Rainbow"
"Ssid_011",67.593002627149,"Star"
"Ssid_012",68.588902822382,"Star"
"Ssid_013",63.9307924401919,"Star"
"Ssid_014",57.9118471077493,"Star"
"Ssid_015",83.5038300695026,"Star"
"Ssid_016",50.2533773884698,"MacN"
"Ssid_017",54.2263107562511,"MacN"
"Ssid_018",75.7246871781903,"MacN"
"Ssid_019",69.332305260371,"MacN"
"Ssid_020",137.59471541957,"Emerald"
"Ssid_021",64.2218948585228,"Emerald"
"Ssid_022",66.8060620465344,"Emerald"
"Ssid_023",139.777434061305,"Emerald"
"Ssid_024",114.80912832541,"Emerald"
"Ssid_025",51.311834208699,"Rainbow"
"Ssid_026",42.3035357239737,"Rainbow"
"Ssid_027",79.9306153200994,"Rainbow"
"Ssid_028",103.486194815417,"Rainbow"
"Ssid_029",46.8191061581903,"Rainbow"
"Ssid_030",51.2882658531692,"Star"
"Ssid_031",57.2659519227742,"Star"
"Ssid_032",68.0529976664451,"Star"
"Ssid_033",56.7795849790512,"Star"
"Ssid_035",50.8861761723451,"MacN"
"Ssid_036",65.5337606436714,"MacN"
"Ssid_037",67.7990099946289,"MacN"
"Ssid_038",68.9105911156785,"MacN"
"Ssid_039",52.1713652847528,"MacN"
"Ssid_040",83.9379852326064,"Emerald"
"Ssid_041",28.4746932005878,"Emerald"
"Ssid_042",54.10100782559,"Emerald"
"Ssid_043",93.2561865694325,"Emerald"
"Ssid_044",53.0106537406027,"Emerald"
"Ssid_045",74.865164470155,"Rainbow"
"Ssid_046",46.5113632450682,"Rainbow"
"Ssid_047",48.9313143169851,"Rainbow"
"Ssid_048",74.4348303597753,"Rainbow"
"Ssid_049",52.3739696391306,"Rainbow"
"Ssid_050",72.9502779110143,"Star"
"Ssid_051",60.7597291151811,"Star"
"Ssid_052",50.6732566894609,"Star"
"Ssid_053",41.0644677650574,"Star"
"Ssid_054",49.3054448392731,"Star"
"Ssid_055",35.8475359483894,"MacN"
"Ssid_056",65.3007021513423,"MacN"
"Ssid_057",61.2598165656379,"MacN"
"Ssid_058",58.7689622333577,"MacN"
"Ssid_059",57.9501777586808,"MacN"
"Ssid_060",69.7481525037566,"Emerald"
"Ssid_061",54.1937515176767,"Emerald"
"Ssid_062",111.972586882981,"Emerald"
"Ssid_063",141.510935710081,"Emerald"
"Ssid_064",110.432722468584,"Emerald"
"Ssid_065",72.9197814838,"Rainbow"
"Ssid_066",61.1968499051723,"Rainbow"
"Ssid_067",61.5538465040703,"Rainbow"
"Ssid_068",86.0721602927516,"Rainbow"
"Ssid_069",55.1224939389932,"Rainbow"
"Ssid_070",43.2271000292581,"Star"
"Ssid_071",42.7148050188192,"Star"
"Ssid_072",65.395412491313,"Star"
"Ssid_073",56.7754738488621,"Star"
"Ssid_074",65.1706837600691,"Star"
"Ssid_075",85.8947482788845,"MacN"
"Ssid_077",71.1405317760638,"MacN"
"Ssid_078",114.575151491606,"MacN"
"Ssid_079",38.9677782701372,"MacN"
