"","count","site"
"Ssid_001",80.995727314824,"Emerald"
"Ssid_002",159.856467311497,"Emerald"
"Ssid_003",178.176732399961,"Emerald"
"Ssid_004",139.94651447598,"Emerald"
"Ssid_005",84.258923784891,"Emerald"
"Ssid_006",116.425337733245,"Rainbow"
"Ssid_007",85.9311055702616,"Rainbow"
"Ssid_008",110.032883120103,"Rainbow"
"Ssid_009",60.9240889836659,"Rainbow"
"Ssid_010",124.20165808255,"Rainbow"
"Ssid_011",126.446513703596,"Star"
"Ssid_012",130.644611723793,"Star"
"Ssid_013",105.105166480316,"Star"
"Ssid_014",59.3121360615968,"Star"
"Ssid_015",102.957852742042,"Star"
"Ssid_016",121.406056879507,"MacN"
"Ssid_017",109.487658962681,"MacN"
"Ssid_018",94.5308589727379,"MacN"
"Ssid_019",99.4102873909533,"MacN"
"Ssid_020",63.7744840398015,"Emerald"
"Ssid_021",145.023885246134,"Emerald"
"Ssid_022",179.351877888678,"Emerald"
"Ssid_023",123.391853583504,"Emerald"
"Ssid_024",96.4277609565002,"Emerald"
"Ssid_025",83.7749505087011,"Rainbow"
"Ssid_026",75.0412444234713,"Rainbow"
"Ssid_027",172.599666526882,"Rainbow"
"Ssid_028",59.9709012314377,"Rainbow"
"Ssid_029",106.228394491521,"Rainbow"
"Ssid_030",114.388838579834,"Star"
"Ssid_031",103.095344300794,"Star"
"Ssid_032",111.041268908728,"Star"
"Ssid_033",106.024221835721,"Star"
"Ssid_035",113.365034626053,"MacN"
"Ssid_036",120.932890080873,"MacN"
"Ssid_037",138.302734750907,"MacN"
"Ssid_038",98.4707230792433,"MacN"
"Ssid_039",94.0005657533622,"MacN"
"Ssid_040",91.7602963481632,"Emerald"
"Ssid_041",133.917767572034,"Emerald"
"Ssid_042",133.458344086853,"Emerald"
"Ssid_043",109.869234910226,"Emerald"
"Ssid_044",69.889078157225,"Emerald"
"Ssid_045",83.3640404096012,"Rainbow"
"Ssid_046",93.5016916655633,"Rainbow"
"Ssid_047",122.631140451528,"Rainbow"
"Ssid_048",71.0741562525128,"Rainbow"
"Ssid_049",82.7392201595972,"Rainbow"
"Ssid_050",137.969758087566,"Star"
"Ssid_051",141.106034602089,"Star"
"Ssid_052",90.2037013538847,"Star"
"Ssid_053",86.699494000747,"Star"
"Ssid_054",61.8196614647278,"Star"
"Ssid_055",113.275471835337,"MacN"
"Ssid_056",92.1147858001737,"MacN"
"Ssid_057",120.555541165839,"MacN"
"Ssid_058",84.753769715801,"MacN"
"Ssid_059",101.612312855278,"MacN"
"Ssid_060",93.9850058800715,"Emerald"
"Ssid_061",154.259379346074,"Emerald"
"Ssid_062",174.533732582613,"Emerald"
"Ssid_063",137.2378770522,"Emerald"
"Ssid_064",100.151244827637,"Emerald"
"Ssid_065",99.1141705311319,"Rainbow"
"Ssid_066",86.4872040323274,"Rainbow"
"Ssid_067",111.160096788627,"Rainbow"
"Ssid_068",81.6838443803028,"Rainbow"
"Ssid_069",111.507003811502,"Rainbow"
"Ssid_070",127.556902718583,"Star"
"Ssid_071",138.441334709381,"Star"
"Ssid_072",84.6236828591095,"Star"
"Ssid_073",115.097328564956,"Star"
"Ssid_074",68.8038682409718,"Star"
"Ssid_075",108.416440132656,"MacN"
"Ssid_077",134.717010374521,"MacN"
"Ssid_078",90.1304761719762,"MacN"
"Ssid_079",118.467853361754,"MacN"
