"","count","site"
"Ssid_001",196.607040371014,"Emerald"
"Ssid_002",114.458403949501,"Emerald"
"Ssid_003",113.567011527248,"Emerald"
"Ssid_004",155.322746110213,"Emerald"
"Ssid_005",212.360807220607,"Emerald"
"Ssid_006",177.608154870235,"Rainbow"
"Ssid_007",252.832934333356,"Rainbow"
"Ssid_008",137.197038133889,"Rainbow"
"Ssid_009",148.25578009287,"Rainbow"
"Ssid_010",252.32123252519,"Rainbow"
"Ssid_011",137.040145697356,"Star"
"Ssid_012",122.025763265264,"Star"
"Ssid_013",172.987242600522,"Star"
"Ssid_014",125.125716892431,"Star"
"Ssid_015",142.51436550954,"Star"
"Ssid_016",132.640690483355,"MacN"
"Ssid_017",146.328557766967,"MacN"
"Ssid_018",171.70101219864,"MacN"
"Ssid_019",108.08662839016,"MacN"
"Ssid_020",206.142073129355,"Emerald"
"Ssid_021",130.571496721521,"Emerald"
"Ssid_022",102.57643762427,"Emerald"
"Ssid_023",201.678515866329,"Emerald"
"Ssid_024",192.355521913,"Emerald"
"Ssid_025",152.935502626097,"Rainbow"
"Ssid_026",235.707845579467,"Rainbow"
"Ssid_027",152.057266013063,"Rainbow"
"Ssid_028",161.506586260722,"Rainbow"
"Ssid_029",263.31058059321,"Rainbow"
"Ssid_030",105.924127604306,"Star"
"Ssid_031",114.031903845548,"Star"
"Ssid_032",177.058971173663,"Star"
"Ssid_033",108.838201084674,"Star"
"Ssid_035",134.527228618438,"MacN"
"Ssid_036",166.697388311605,"MacN"
"Ssid_037",119.074446181013,"MacN"
"Ssid_038",155.057261409496,"MacN"
"Ssid_039",100.562008964124,"MacN"
"Ssid_040",199.9689334467,"Emerald"
"Ssid_041",112.398772802351,"Emerald"
"Ssid_042",112.574834544415,"Emerald"
"Ssid_043",145.171962634413,"Emerald"
"Ssid_044",178.661146619902,"Emerald"
"Ssid_045",206.597741531572,"Rainbow"
"Ssid_046",234.472676927049,"Rainbow"
"Ssid_047",152.111070905345,"Rainbow"
"Ssid_048",145.569098963498,"Rainbow"
"Ssid_049",244.687222935419,"Rainbow"
"Ssid_050",175.123746759881,"Star"
"Ssid_051",185.742870983705,"Star"
"Ssid_052",128.213744300446,"Star"
"Ssid_053",114.587565589224,"Star"
"Ssid_054",103.116576328728,"Star"
"Ssid_055",163.771951761608,"MacN"
"Ssid_056",183.729571600347,"MacN"
"Ssid_057",146.909196543706,"MacN"
"Ssid_058",138.298221497805,"MacN"
"Ssid_059",103.910319965626,"MacN"
"Ssid_060",201.319642260894,"Emerald"
"Ssid_061",122.531253449265,"Emerald"
"Ssid_062",88.085603979485,"Emerald"
"Ssid_063",140.08658282412,"Emerald"
"Ssid_064",157.094813300572,"Emerald"
"Ssid_065",182.319876916775,"Rainbow"
"Ssid_066",281.222930811422,"Rainbow"
"Ssid_067",130.239423821149,"Rainbow"
"Ssid_068",132.149477373464,"Rainbow"
"Ssid_069",274.493477661724,"Rainbow"
"Ssid_070",156.79123431755,"Star"
"Ssid_071",120.009518433559,"Star"
"Ssid_072",173.554433310168,"Star"
"Ssid_073",137.6075181045,"Star"
"Ssid_074",122.574998558333,"Star"
"Ssid_075",93.4019788968084,"MacN"
"Ssid_077",82.1290589412293,"MacN"
"Ssid_078",171.612727237409,"MacN"
"Ssid_079",100.516223502357,"MacN"
