"","count","treat"
"Ofav_080",72.82678052959,"CC"
"Ofav_081",75.2845768106077,"CC"
"Ofav_082",53.3820289752081,"CC"
"Ofav_083",38.8262166958021,"CC"
"Ofav_084",53.417032502481,"CC"
"Ofav_085",40.311102067201,"CC"
"Ofav_086",58.1884095052483,"CC"
"Ofav_087",31.6648125649229,"CC"
"Ofav_088",45.5658526574039,"CC"
"Ofav_089",40.9530854625943,"CC"
"Ofav_090",37.3807337650917,"CC"
"Ofav_091",45.8871821053346,"CC"
"Ofav_092",41.6432095907891,"CC"
"Ofav_093",68.9205132812784,"CC"
"Ofav_094",44.6787666767498,"CH"
"Ofav_095",45.9179992223842,"CH"
"Ofav_096",49.3667389258795,"CH"
"Ofav_097",27.8362612043255,"CH"
"Ofav_098",45.348288314743,"CH"
"Ofav_099",26.8295534487738,"CH"
"Ofav_100",49.9932645055661,"CH"
"Ofav_101",38.0102317200862,"CH"
"Ofav_102",23.1310185811044,"CH"
"Ofav_103",51.7935377104371,"CH"
"Ofav_104",27.2101151040202,"CH"
"Ofav_105",40.9732089649204,"CH"
"Ofav_106",47.4567498673457,"CH"
"Ofav_107",41.0190996860105,"CH"
"Ofav_108",38.3290612214327,"CH"
"Ofav_110",35.9241192129874,"CH"
"Ofav_111",25.9941696345173,"CH"
"Ofav_112",28.4791463772744,"CH"
"Ofav_113",25.5413243721666,"CH"
"Ofav_114",47.0343099636684,"CH"
"Ofav_115",58.0016465391071,"LC"
"Ofav_116",46.1211125534322,"LC"
"Ofav_117",36.7773711356315,"LC"
"Ofav_118",55.5505495821226,"LC"
"Ofav_119",47.1858370413211,"LC"
"Ofav_120",43.0883840576221,"LC"
"Ofav_121",36.2567079768361,"LC"
"Ofav_122",27.9707852013111,"LC"
"Ofav_123",35.7310389585124,"LC"
"Ofav_124",54.2216773779679,"LC"
"Ofav_126",39.596280184571,"LC"
"Ofav_127",75.7565971730906,"LC"
"Ofav_128",31.1312270231063,"LC"
"Ofav_129",38.9317066748362,"LC"
"Ofav_130",52.0141026586108,"LC"
"Ofav_132",27.5901182330959,"LH"
"Ofav_133",27.2929064366907,"LH"
"Ofav_153",45.8677133155072,"LH"
"Ofav_154",31.0161577060489,"LH"
"Ofav_134",22.2338148713532,"LH"
"Ofav_155",40.9392382980826,"LH"
"Ofav_156",28.4668985508231,"LH"
"Ofav_157",38.2503219629,"LH"
"Ofav_158",41.4981146033405,"LH"
"Ofav_159",30.2680442183717,"LH"
"Ofav_136",37.9770121870044,"LH"
"Ofav_137",39.2947992217086,"LH"
"Ofav_138",32.2441738257139,"LH"
"Ofav_160",31.6584668121763,"LH"
"Ofav_161",41.5404208867731,"LH"
"Ofav_162",59.8339481645877,"LH"
"Ofav_163",49.5706079486292,"LH"
