"","count","treat"
"Ofav_080",173.645929146594,"CC"
"Ofav_081",198.218127732155,"CC"
"Ofav_082",162.731309229028,"CC"
"Ofav_083",164.123463585924,"CC"
"Ofav_084",350.56652270872,"CC"
"Ofav_085",192.477981079614,"CC"
"Ofav_086",280.066907602357,"CC"
"Ofav_087",139.233681740625,"CC"
"Ofav_088",237.585572675908,"CC"
"Ofav_089",154.221724757858,"CC"
"Ofav_090",208.261466876683,"CC"
"Ofav_091",148.88117226744,"CC"
"Ofav_092",129.670541738524,"CC"
"Ofav_093",258.864027763633,"CC"
"Ofav_094",154.242108035089,"CH"
"Ofav_095",91.3359984447684,"CH"
"Ofav_096",95.790140905465,"CH"
"Ofav_097",142.648558262492,"CH"
"Ofav_098",126.972173047575,"CH"
"Ofav_099",109.328820921598,"CH"
"Ofav_100",122.170941909517,"CH"
"Ofav_101",78.0211455548449,"CH"
"Ofav_102",135.556078629171,"CH"
"Ofav_103",141.79917935328,"CH"
"Ofav_104",78.6270866792591,"CH"
"Ofav_105",76.1008997646627,"CH"
"Ofav_106",104.954810929402,"CH"
"Ofav_107",128.540355007793,"CH"
"Ofav_108",168.839322435375,"CH"
"Ofav_110",102.230803893707,"CH"
"Ofav_111",56.587173195938,"CH"
"Ofav_112",78.6486502261803,"CH"
"Ofav_113",79.7975271785277,"CH"
"Ofav_114",97.7990117422158,"CH"
"Ofav_115",298.329041048709,"LC"
"Ofav_116",130.976381902816,"LC"
"Ofav_117",121.681856772216,"LC"
"Ofav_118",225.420816864101,"LC"
"Ofav_119",203.069055636919,"LC"
"Ofav_120",188.07011701974,"LC"
"Ofav_121",135.795651804245,"LC"
"Ofav_122",80.4884627920529,"LC"
"Ofav_123",90.875273850097,"LC"
"Ofav_124",144.536381375711,"LC"
"Ofav_126",160.894995629009,"LC"
"Ofav_127",221.252685041066,"LC"
"Ofav_128",112.814499084723,"LC"
"Ofav_129",139.685099849407,"LC"
"Ofav_130",187.617402304072,"LC"
"Ofav_132",101.120439151499,"LH"
"Ofav_133",90.4966857232433,"LH"
"Ofav_153",128.751035718838,"LH"
"Ofav_154",110.19321553796,"LH"
"Ofav_134",108.224125884099,"LH"
"Ofav_155",122.64300547176,"LH"
"Ofav_156",73.5246795493715,"LH"
"Ofav_157",94.4368476751233,"LH"
"Ofav_158",92.4687435696558,"LH"
"Ofav_159",126.043490834002,"LH"
"Ofav_136",79.0232636299139,"LH"
"Ofav_137",114.944657704041,"LH"
"Ofav_138",74.3052041447848,"LH"
"Ofav_160",114.747711644646,"LH"
"Ofav_161",136.581395571932,"LH"
"Ofav_162",103.193371823325,"LH"
"Ofav_163",157.312594966271,"LH"
