term,group1,group2,null.value,estimate,conf.low,conf.high,p.adj,p.adj.signif
grp,CC,LC,0,-16.43651832369295,-122.91212820472728,90.03909155734138,0.977,ns
grp,CC,CH,0,129.27540923834397,29.43158028217647,229.11923819451147,0.006,**
grp,CC,LH,0,176.24870259509674,72.8409372305057,279.6564679596878,1.76e-4,***
grp,LC,CH,0,145.71192756203692,47.8453999217426,243.57845520233124,0.00121,**
grp,LC,LH,0,192.6852209187897,91.18530471469434,294.18513712288507,2.79e-5,****
grp,CH,LH,0,46.97329335675278,-47.54637481092858,141.49296152443412,0.559,ns
