gene,Fish_kME
Ssiderea000001,0
Ssiderea000005,0
Ssiderea000008,0
Ssiderea000009,0
Ssiderea000011,0
Ssiderea000012,0
Ssiderea000015,0
Ssiderea000019,0
Ssiderea000020,0
Ssiderea000025,0
Ssiderea000032,0
Ssiderea000033,0
Ssiderea000044,0
Ssiderea000050,0
Ssiderea000053,0
Ssiderea000062,0
Ssiderea000081,0
Ssiderea000083,0
Ssiderea000084,0
Ssiderea000100,0
Ssiderea000101,0
Ssiderea000102,0
Ssiderea000105,0
Ssiderea000106,0
Ssiderea000109,0
Ssiderea000110,0
Ssiderea000111,0
Ssiderea000112,0
Ssiderea000113,0
Ssiderea000114,0
Ssiderea000117,0
Ssiderea000120,0
Ssiderea000124,0
Ssiderea000128,0
Ssiderea000130,0
Ssiderea000133,0
Ssiderea000135,0
Ssiderea000136,0
Ssiderea000138,0
Ssiderea000140,0
Ssiderea000142,0
Ssiderea000143,0
Ssiderea000147,0
Ssiderea000155,0
Ssiderea000158,0
Ssiderea000159,0
Ssiderea000160,0
Ssiderea000162,0
Ssiderea000164,0
Ssiderea000165,0
Ssiderea000166,0
Ssiderea000167,0
Ssiderea000168,0
Ssiderea000169,0
Ssiderea000170,0
Ssiderea000172,0
Ssiderea000173,0
Ssiderea000175,0
Ssiderea000176,0
Ssiderea000178,0
Ssiderea000179,0
Ssiderea000180,0
Ssiderea000182,0
Ssiderea000183,0
Ssiderea000184,0
Ssiderea000189,0
Ssiderea000190,0
Ssiderea000192,0
Ssiderea000193,0
Ssiderea000194,0
Ssiderea000195,0
Ssiderea000196,0
Ssiderea000197,0
Ssiderea000199,0
Ssiderea000201,0
Ssiderea000204,0
Ssiderea000205,0
Ssiderea000206,0
Ssiderea000207,0
Ssiderea000209,0
Ssiderea000210,0
Ssiderea000211,0
Ssiderea000212,0
Ssiderea000215,0
Ssiderea000216,0
Ssiderea000219,0
Ssiderea000222,0
Ssiderea000223,0
Ssiderea000224,0
Ssiderea000225,0
Ssiderea000227,0
Ssiderea000229,0
Ssiderea000231,0
Ssiderea000232,0
Ssiderea000233,0
Ssiderea000234,0
Ssiderea000236,0
Ssiderea000237,0
Ssiderea000238,0
Ssiderea000240,0
Ssiderea000242,0
Ssiderea000246,0
Ssiderea000247,0
Ssiderea000249,0
Ssiderea000258,0
Ssiderea000261,0
Ssiderea000278,0
Ssiderea000302,0
Ssiderea000306,0
Ssiderea000309,0
Ssiderea000311,0
Ssiderea000321,0
Ssiderea000326,0
Ssiderea000327,0
Ssiderea000335,0
Ssiderea000339,0
Ssiderea000343,0.55747385960609
Ssiderea000349,0
Ssiderea000353,0
Ssiderea000354,0
Ssiderea000355,0
Ssiderea000357,0
Ssiderea000358,0
Ssiderea000360,0
Ssiderea000361,0
Ssiderea000362,0
Ssiderea000363,0
Ssiderea000365,0
Ssiderea000366,0
Ssiderea000367,0
Ssiderea000368,0
Ssiderea000369,0
Ssiderea000370,0
Ssiderea000371,0
Ssiderea000373,0
Ssiderea000374,0
Ssiderea000375,0
Ssiderea000377,0
Ssiderea000378,0
Ssiderea000379,0
Ssiderea000380,0
Ssiderea000384,0.592053178819739
Ssiderea000391,0
Ssiderea000394,0
Ssiderea000397,0
Ssiderea000399,0
Ssiderea000400,0
Ssiderea000401,0
Ssiderea000403,0
Ssiderea000413,0
Ssiderea000416,0
Ssiderea000417,0
Ssiderea000419,0
Ssiderea000420,0.608445002238931
Ssiderea000422,0
Ssiderea000424,0
Ssiderea000427,0
Ssiderea000428,0
Ssiderea000430,0
Ssiderea000431,0.584509143979856
Ssiderea000433,0
Ssiderea000441,0
Ssiderea000442,0
Ssiderea000444,0
Ssiderea000445,0
Ssiderea000447,0
Ssiderea000448,0
Ssiderea000451,0
Ssiderea000455,0
Ssiderea000457,0
Ssiderea000461,0
Ssiderea000463,0
Ssiderea000464,0
Ssiderea000466,0
Ssiderea000469,0
Ssiderea000481,0
Ssiderea000505,0
Ssiderea000523,0
Ssiderea000525,0.302094699457445
Ssiderea000528,0
Ssiderea000533,0
Ssiderea000534,0
Ssiderea000535,0
Ssiderea000536,0
Ssiderea000538,0
Ssiderea000546,0
Ssiderea000547,0
Ssiderea000548,0
Ssiderea000550,0
Ssiderea000552,0
Ssiderea000557,0
Ssiderea000560,0
Ssiderea000561,0
Ssiderea000569,0.775519181558958
Ssiderea000571,0
Ssiderea000574,0
Ssiderea000577,0
Ssiderea000582,0
Ssiderea000586,0
Ssiderea000587,0.654390728812441
Ssiderea000588,0
Ssiderea000592,0
Ssiderea000598,0
Ssiderea000600,0
Ssiderea000603,0
Ssiderea000604,0
Ssiderea000609,0
Ssiderea000610,0
Ssiderea000611,0
Ssiderea000615,0
Ssiderea000616,0
Ssiderea000617,0
Ssiderea000619,0
Ssiderea000629,0
Ssiderea000631,0
Ssiderea000636,0
Ssiderea000641,0
Ssiderea000650,0
Ssiderea000651,0
Ssiderea000652,0
Ssiderea000653,0
Ssiderea000654,0
Ssiderea000662,0
Ssiderea000663,0
Ssiderea000666,0
Ssiderea000667,0
Ssiderea000669,0
Ssiderea000672,0
Ssiderea000676,0
Ssiderea000677,0.427282868319946
Ssiderea000678,0
Ssiderea000679,0
Ssiderea000680,0.302179243537365
Ssiderea000683,0.550902356058321
Ssiderea000687,0
Ssiderea000688,0
Ssiderea000691,0
Ssiderea000692,0
Ssiderea000693,0
Ssiderea000695,0
Ssiderea000701,0
Ssiderea000702,0
Ssiderea000707,0
Ssiderea000717,0
Ssiderea000718,0
Ssiderea000720,0
Ssiderea000732,0
Ssiderea000734,0
Ssiderea000735,0
Ssiderea000737,0
Ssiderea000738,0
Ssiderea000744,0
Ssiderea000747,0
Ssiderea000748,0
Ssiderea000749,0
Ssiderea000754,0
Ssiderea000755,0
Ssiderea000759,0
Ssiderea000760,0
Ssiderea000761,0
Ssiderea000765,0.423594937000819
Ssiderea000769,0
Ssiderea000770,0.449186764536791
Ssiderea000771,0
Ssiderea000772,0
Ssiderea000775,0
Ssiderea000777,0
Ssiderea000778,0
Ssiderea000786,0
Ssiderea000789,0
Ssiderea000791,0
Ssiderea000795,0
Ssiderea000796,0
Ssiderea000801,0
Ssiderea000802,0
Ssiderea000803,0
Ssiderea000804,0
Ssiderea000805,0
Ssiderea000806,0
Ssiderea000809,0
Ssiderea000811,0
Ssiderea000812,0
Ssiderea000817,0
Ssiderea000819,0
Ssiderea000821,0
Ssiderea000822,0
Ssiderea000824,0
Ssiderea000825,0
Ssiderea000826,0
Ssiderea000827,0
Ssiderea000829,0
Ssiderea000830,0
Ssiderea000832,0
Ssiderea000834,0
Ssiderea000836,0
Ssiderea000837,0
Ssiderea000839,0
Ssiderea000841,0
Ssiderea000842,0
Ssiderea000843,0
Ssiderea000844,0
Ssiderea000845,0
Ssiderea000851,0
Ssiderea000852,0
Ssiderea000857,0.519784541148763
Ssiderea000858,0
Ssiderea000859,0
Ssiderea000861,0
Ssiderea000865,0
Ssiderea000872,0
Ssiderea000873,0
Ssiderea000874,0
Ssiderea000875,0
Ssiderea000877,0
Ssiderea000886,0
Ssiderea000887,0
Ssiderea000889,0
Ssiderea000891,0
Ssiderea000900,0
Ssiderea000901,0
Ssiderea000904,0
Ssiderea000905,0
Ssiderea000906,0
Ssiderea000908,0
Ssiderea000909,0
Ssiderea000910,0
Ssiderea000914,0
Ssiderea000922,0.386978211665769
Ssiderea000924,0.438860341896214
Ssiderea000928,0.267744091960785
Ssiderea000929,0
Ssiderea000931,0
Ssiderea000932,0
Ssiderea000934,0
Ssiderea000935,0
Ssiderea000936,0
Ssiderea000937,0
Ssiderea000938,0
Ssiderea000941,0
Ssiderea000943,0
Ssiderea000945,0
Ssiderea000948,0
Ssiderea000954,0
Ssiderea000955,0
Ssiderea000956,0
Ssiderea000960,0
Ssiderea000961,0
Ssiderea000962,0
Ssiderea000963,0
Ssiderea000967,0
Ssiderea000975,0
Ssiderea000976,0
Ssiderea000978,0
Ssiderea000979,0
Ssiderea000983,0
Ssiderea000986,0.689097052492528
Ssiderea000991,0
Ssiderea000992,0
Ssiderea000994,0
Ssiderea000996,0
Ssiderea001000,0
Ssiderea001001,0
Ssiderea001003,0
Ssiderea001014,0
Ssiderea001015,0
Ssiderea001021,0
Ssiderea001025,0
Ssiderea001032,0
Ssiderea001036,0
Ssiderea001041,0
Ssiderea001047,0
Ssiderea001050,0.456663415635711
Ssiderea001053,0
Ssiderea001054,0
Ssiderea001055,0
Ssiderea001058,0
Ssiderea001059,0
Ssiderea001062,0
Ssiderea001063,0
Ssiderea001065,0
Ssiderea001066,0
Ssiderea001070,0
Ssiderea001071,0
Ssiderea001072,0
Ssiderea001074,0
Ssiderea001075,0
Ssiderea001076,0
Ssiderea001077,0
Ssiderea001078,0
Ssiderea001080,0
Ssiderea001083,0
Ssiderea001084,0
Ssiderea001087,0
Ssiderea001088,0
Ssiderea001089,0
Ssiderea001090,0
Ssiderea001093,0
Ssiderea001094,0
Ssiderea001096,0
Ssiderea001097,0
Ssiderea001099,0
Ssiderea001100,0
Ssiderea001101,0
Ssiderea001105,0
Ssiderea001107,0
Ssiderea001111,0
Ssiderea001120,0
Ssiderea001121,0
Ssiderea001122,0
Ssiderea001126,0
Ssiderea001128,0
Ssiderea001130,0
Ssiderea001132,0
Ssiderea001133,0
Ssiderea001135,0
Ssiderea001138,0
Ssiderea001146,0
Ssiderea001148,0
Ssiderea001149,0
Ssiderea001151,0
Ssiderea001156,0
Ssiderea001161,0
Ssiderea001164,0
Ssiderea001166,0
Ssiderea001167,0
Ssiderea001172,0
Ssiderea001178,0
Ssiderea001183,0
Ssiderea001185,0
Ssiderea001200,0
Ssiderea001202,0
Ssiderea001207,0
Ssiderea001208,0
Ssiderea001211,0
Ssiderea001212,0
Ssiderea001213,0
Ssiderea001214,0
Ssiderea001216,0
Ssiderea001220,0
Ssiderea001222,0
Ssiderea001223,0
Ssiderea001224,0
Ssiderea001228,0
Ssiderea001230,0
Ssiderea001231,0
Ssiderea001232,0
Ssiderea001234,0
Ssiderea001235,0
Ssiderea001239,0
Ssiderea001241,0
Ssiderea001242,0
Ssiderea001243,0
Ssiderea001244,0
Ssiderea001245,0
Ssiderea001247,0
Ssiderea001248,0
Ssiderea001249,0
Ssiderea001254,0
Ssiderea001255,0
Ssiderea001257,0
Ssiderea001258,0
Ssiderea001260,0
Ssiderea001262,0
Ssiderea001263,0
Ssiderea001265,0
Ssiderea001270,0
Ssiderea001272,0
Ssiderea001273,0
Ssiderea001278,0
Ssiderea001279,0
Ssiderea001280,0
Ssiderea001282,0
Ssiderea001283,0
Ssiderea001286,0
Ssiderea001287,0
Ssiderea001288,0
Ssiderea001291,0
Ssiderea001293,0
Ssiderea001294,0
Ssiderea001295,0
Ssiderea001299,0
Ssiderea001302,0
Ssiderea001304,0
Ssiderea001306,0
Ssiderea001307,0
Ssiderea001319,0
Ssiderea001321,0
Ssiderea001327,0
Ssiderea001331,0
Ssiderea001334,0
Ssiderea001343,0
Ssiderea001351,0
Ssiderea001352,0
Ssiderea001353,0
Ssiderea001354,0
Ssiderea001358,0
Ssiderea001361,0
Ssiderea001363,0
Ssiderea001366,0
Ssiderea001369,0
Ssiderea001370,0
Ssiderea001371,0
Ssiderea001372,0
Ssiderea001373,0
Ssiderea001375,0
Ssiderea001376,0
Ssiderea001377,0
Ssiderea001378,0
Ssiderea001380,0
Ssiderea001382,0
Ssiderea001385,0
Ssiderea001388,0
Ssiderea001390,0
Ssiderea001391,0
Ssiderea001393,0
Ssiderea001395,0
Ssiderea001415,0
Ssiderea001416,0
Ssiderea001421,0
Ssiderea001422,0
Ssiderea001424,0
Ssiderea001425,0
Ssiderea001426,0
Ssiderea001428,0
Ssiderea001429,0
Ssiderea001430,0
Ssiderea001431,0
Ssiderea001433,0
Ssiderea001437,0
Ssiderea001443,0
Ssiderea001449,0
Ssiderea001450,0
Ssiderea001452,0
Ssiderea001453,0
Ssiderea001456,0
Ssiderea001457,0
Ssiderea001459,0
Ssiderea001460,0
Ssiderea001461,0
Ssiderea001462,0.736785997540087
Ssiderea001467,0
Ssiderea001470,0
Ssiderea001471,0
Ssiderea001472,0.551545120563885
Ssiderea001475,0
Ssiderea001476,0
Ssiderea001477,0
Ssiderea001478,0
Ssiderea001481,0
Ssiderea001488,0
Ssiderea001489,0
Ssiderea001493,0
Ssiderea001494,0
Ssiderea001497,0
Ssiderea001498,0
Ssiderea001499,0
Ssiderea001500,0
Ssiderea001501,0
Ssiderea001503,0
Ssiderea001505,0
Ssiderea001506,0
Ssiderea001507,0
Ssiderea001509,0
Ssiderea001510,0
Ssiderea001511,0
Ssiderea001513,0
Ssiderea001515,0
Ssiderea001517,0
Ssiderea001524,0
Ssiderea001525,0
Ssiderea001526,0
Ssiderea001527,0
Ssiderea001528,0
Ssiderea001531,0
Ssiderea001534,0
Ssiderea001535,0
Ssiderea001536,0
Ssiderea001540,0
Ssiderea001542,0
Ssiderea001543,0
Ssiderea001544,0
Ssiderea001545,0
Ssiderea001546,0
Ssiderea001549,0
Ssiderea001553,0.771247236709224
Ssiderea001555,0
Ssiderea001556,0
Ssiderea001557,0
Ssiderea001561,0
Ssiderea001566,0
Ssiderea001570,0
Ssiderea001571,0
Ssiderea001572,0
Ssiderea001573,0
Ssiderea001575,0
Ssiderea001576,0
Ssiderea001577,0
Ssiderea001578,0
Ssiderea001582,0
Ssiderea001583,0
Ssiderea001588,0
Ssiderea001593,0
Ssiderea001604,0
Ssiderea001605,0
Ssiderea001607,0
Ssiderea001609,0
Ssiderea001611,0
Ssiderea001612,0
Ssiderea001613,0
Ssiderea001614,0
Ssiderea001615,0
Ssiderea001617,0
Ssiderea001622,0
Ssiderea001623,0
Ssiderea001624,0
Ssiderea001625,0
Ssiderea001627,0
Ssiderea001629,0
Ssiderea001630,0
Ssiderea001631,0
Ssiderea001633,0
Ssiderea001634,0
Ssiderea001635,0
Ssiderea001639,0
Ssiderea001641,0
Ssiderea001645,0
Ssiderea001647,0
Ssiderea001648,0
Ssiderea001649,0
Ssiderea001650,0
Ssiderea001651,0
Ssiderea001654,0
Ssiderea001655,0
Ssiderea001656,0
Ssiderea001657,0
Ssiderea001658,0
Ssiderea001661,0
Ssiderea001662,0
Ssiderea001663,0
Ssiderea001668,0
Ssiderea001669,0
Ssiderea001670,0
Ssiderea001671,0
Ssiderea001672,0
Ssiderea001673,0
Ssiderea001674,0
Ssiderea001675,0
Ssiderea001676,0
Ssiderea001678,0
Ssiderea001679,0
Ssiderea001680,0
Ssiderea001682,0
Ssiderea001683,0
Ssiderea001686,0
Ssiderea001689,0
Ssiderea001691,0
Ssiderea001692,0
Ssiderea001694,0.744162568531036
Ssiderea001702,0
Ssiderea001704,0
Ssiderea001709,0
Ssiderea001710,0
Ssiderea001713,0
Ssiderea001715,0
Ssiderea001724,0
Ssiderea001730,0
Ssiderea001731,0
Ssiderea001732,0
Ssiderea001733,0
Ssiderea001740,0
Ssiderea001741,0
Ssiderea001742,0
Ssiderea001743,0
Ssiderea001745,0
Ssiderea001746,0
Ssiderea001747,0
Ssiderea001749,0
Ssiderea001750,0
Ssiderea001751,0
Ssiderea001752,0
Ssiderea001753,0
Ssiderea001755,0
Ssiderea001756,0
Ssiderea001759,0
Ssiderea001763,0
Ssiderea001765,0
Ssiderea001768,0
Ssiderea001772,0.616464698097235
Ssiderea001773,0
Ssiderea001777,0
Ssiderea001778,0
Ssiderea001787,0
Ssiderea001788,0
Ssiderea001790,0
Ssiderea001792,0
Ssiderea001793,0
Ssiderea001794,0.657108486403672
Ssiderea001796,0
Ssiderea001797,0
Ssiderea001799,0
Ssiderea001812,0
Ssiderea001813,0
Ssiderea001814,0
Ssiderea001817,0
Ssiderea001829,0
Ssiderea001830,0
Ssiderea001835,0
Ssiderea001846,0
Ssiderea001853,0
Ssiderea001857,0
Ssiderea001864,0
Ssiderea001865,0
Ssiderea001867,0
Ssiderea001872,0
Ssiderea001873,0
Ssiderea001875,0
Ssiderea001876,0
Ssiderea001878,0.626957656973309
Ssiderea001880,0
Ssiderea001893,0
Ssiderea001895,0
Ssiderea001896,0
Ssiderea001897,0
Ssiderea001900,0
Ssiderea001901,0
Ssiderea001904,0.538978109843182
Ssiderea001907,0
Ssiderea001908,0
Ssiderea001909,0
Ssiderea001910,0
Ssiderea001911,0
Ssiderea001912,0
Ssiderea001913,0
Ssiderea001914,0
Ssiderea001915,0
Ssiderea001916,0
Ssiderea001917,0
Ssiderea001918,0
Ssiderea001919,0
Ssiderea001921,0
Ssiderea001922,0
Ssiderea001924,0
Ssiderea001926,0
Ssiderea001927,0
Ssiderea001936,0
Ssiderea001937,0
Ssiderea001938,0
Ssiderea001939,0
Ssiderea001940,0
Ssiderea001945,0
Ssiderea001946,0
Ssiderea001949,0
Ssiderea001950,0
Ssiderea001951,0.643926802745386
Ssiderea001954,0
Ssiderea001955,0
Ssiderea001957,0
Ssiderea001959,0
Ssiderea001960,0
Ssiderea001963,0
Ssiderea001964,0.537194506571317
Ssiderea001965,0
Ssiderea001966,0
Ssiderea001967,0
Ssiderea001968,0
Ssiderea001970,0
Ssiderea001975,0
Ssiderea001976,0
Ssiderea001977,0
Ssiderea001978,0
Ssiderea001983,0
Ssiderea001984,0
Ssiderea001986,0.589343556729851
Ssiderea001989,0
Ssiderea001991,0
Ssiderea001992,0
Ssiderea001993,0
Ssiderea001994,0
Ssiderea001995,0
Ssiderea001996,0
Ssiderea001999,0
Ssiderea002001,0
Ssiderea002002,0
Ssiderea002005,0
Ssiderea002006,0
Ssiderea002007,0
Ssiderea002009,0
Ssiderea002010,0
Ssiderea002011,0
Ssiderea002012,0
Ssiderea002013,0
Ssiderea002014,0
Ssiderea002015,0
Ssiderea002016,0
Ssiderea002017,0
Ssiderea002019,0
Ssiderea002020,0
Ssiderea002021,0
Ssiderea002023,0
Ssiderea002025,0
Ssiderea002026,0
Ssiderea002027,0
Ssiderea002028,0
Ssiderea002030,0
Ssiderea002031,0
Ssiderea002032,0
Ssiderea002038,0
Ssiderea002040,0
Ssiderea002041,0
Ssiderea002050,0
Ssiderea002051,0
Ssiderea002055,0
Ssiderea002056,0
Ssiderea002057,0
Ssiderea002059,0
Ssiderea002060,0
Ssiderea002061,0
Ssiderea002062,0
Ssiderea002064,0
Ssiderea002070,0
Ssiderea002071,0
Ssiderea002072,0
Ssiderea002074,0
Ssiderea002077,0
Ssiderea002083,0
Ssiderea002084,0
Ssiderea002086,0
Ssiderea002087,0
Ssiderea002088,0
Ssiderea002089,0
Ssiderea002090,0
Ssiderea002091,0
Ssiderea002092,0
Ssiderea002093,0
Ssiderea002094,0
Ssiderea002095,0
Ssiderea002097,0
Ssiderea002099,0
Ssiderea002101,0
Ssiderea002103,0
Ssiderea002104,0
Ssiderea002105,0
Ssiderea002106,0
Ssiderea002107,0
Ssiderea002109,0
Ssiderea002112,0
Ssiderea002114,0
Ssiderea002117,0
Ssiderea002119,0
Ssiderea002120,0
Ssiderea002121,0
Ssiderea002122,0
Ssiderea002124,0
Ssiderea002125,0
Ssiderea002126,0
Ssiderea002127,0
Ssiderea002128,0
Ssiderea002133,0
Ssiderea002135,0
Ssiderea002137,0
Ssiderea002138,0
Ssiderea002140,0
Ssiderea002141,0
Ssiderea002143,0
Ssiderea002146,0
Ssiderea002147,0
Ssiderea002148,0.784991186064122
Ssiderea002149,0
Ssiderea002152,0
Ssiderea002154,0
Ssiderea002155,0
Ssiderea002156,0
Ssiderea002160,0
Ssiderea002161,0
Ssiderea002163,0
Ssiderea002164,0
Ssiderea002165,0
Ssiderea002167,0
Ssiderea002173,0.480515211557771
Ssiderea002178,0
Ssiderea002179,0
Ssiderea002180,0
Ssiderea002181,0
Ssiderea002182,0
Ssiderea002183,0
Ssiderea002184,0
Ssiderea002187,0
Ssiderea002188,0
Ssiderea002189,0
Ssiderea002190,0
Ssiderea002191,0
Ssiderea002192,0
Ssiderea002200,0
Ssiderea002207,0
Ssiderea002211,0
Ssiderea002212,0
Ssiderea002215,0
Ssiderea002216,0
Ssiderea002219,0
Ssiderea002220,0
Ssiderea002221,0
Ssiderea002222,0
Ssiderea002223,0
Ssiderea002224,0
