gene,Fish_kME
Ssiderea000001,0
Ssiderea000005,0.536951136455508
Ssiderea000008,0.373380753186548
Ssiderea000009,0.351459233787058
Ssiderea000011,0
Ssiderea000012,0
Ssiderea000015,0
Ssiderea000019,0
Ssiderea000020,0
Ssiderea000025,0
Ssiderea000032,0
Ssiderea000033,0.230047548063324
Ssiderea000044,0
Ssiderea000050,0
Ssiderea000053,0
Ssiderea000062,0.634258364185419
Ssiderea000081,0.285345090105674
Ssiderea000083,0
Ssiderea000084,0
Ssiderea000100,0.3980460408814
Ssiderea000101,0.312925164268422
Ssiderea000102,0
Ssiderea000105,0
Ssiderea000106,0
Ssiderea000109,0
Ssiderea000110,0.235691529475612
Ssiderea000111,0
Ssiderea000112,0.326013466349298
Ssiderea000113,0.452367890804636
Ssiderea000114,0.646294693221369
Ssiderea000117,0
Ssiderea000120,0
Ssiderea000124,0.35446845383619
Ssiderea000128,0
Ssiderea000130,0
Ssiderea000133,0.458080887113378
Ssiderea000135,0.236995524884521
Ssiderea000136,0
Ssiderea000138,0
Ssiderea000140,0.130049094599254
Ssiderea000142,0.207570837207524
Ssiderea000143,0
Ssiderea000147,0.229484459017039
Ssiderea000155,0
Ssiderea000158,0
Ssiderea000159,0.132327001790581
Ssiderea000160,0.672498880250232
Ssiderea000162,0
Ssiderea000164,0.637077587345548
Ssiderea000165,0.589147798931645
Ssiderea000166,0
Ssiderea000167,0.57891948527904
Ssiderea000168,0.846446917286128
Ssiderea000169,0.81718274955911
Ssiderea000170,0.249233155039729
Ssiderea000172,0.536474406048473
Ssiderea000173,0.788220980618908
Ssiderea000175,0.313267376592224
Ssiderea000176,0
Ssiderea000178,0
Ssiderea000179,0.448362621382834
Ssiderea000180,0
Ssiderea000182,0.188761510618845
Ssiderea000183,0
Ssiderea000184,0
Ssiderea000189,0.130121793957098
Ssiderea000190,0
Ssiderea000192,0.508305543600067
Ssiderea000193,0
Ssiderea000194,0.151119219162238
Ssiderea000195,0.736056657877588
Ssiderea000196,0
Ssiderea000197,0
Ssiderea000199,0.320626648371664
Ssiderea000201,0
Ssiderea000204,0.37212165442962
Ssiderea000205,0.427309616893728
Ssiderea000206,0.823593568441873
Ssiderea000207,0.584004106772502
Ssiderea000209,0.493686589623461
Ssiderea000210,0
Ssiderea000211,0
Ssiderea000212,0.683726988085504
Ssiderea000215,0
Ssiderea000216,0.307048790815932
Ssiderea000219,0.189702752600512
Ssiderea000222,0.330612636618802
Ssiderea000223,0
Ssiderea000224,0.411061058011291
Ssiderea000225,0
Ssiderea000227,0
Ssiderea000229,0
Ssiderea000231,0
Ssiderea000232,0.654045262447302
Ssiderea000233,0
Ssiderea000234,0
Ssiderea000236,0.439443241486369
Ssiderea000237,0
Ssiderea000238,0.361397968913578
Ssiderea000240,0
Ssiderea000242,0
Ssiderea000246,0
Ssiderea000247,0
Ssiderea000249,0
Ssiderea000258,0.208202870991213
Ssiderea000261,0.31979516515729
Ssiderea000278,0
Ssiderea000302,0
Ssiderea000306,0.193504942670744
Ssiderea000309,0
Ssiderea000311,0
Ssiderea000321,0.208598569980673
Ssiderea000326,0.480853052983609
Ssiderea000327,0
Ssiderea000335,0
Ssiderea000339,0
Ssiderea000343,0
Ssiderea000349,0
Ssiderea000353,0
Ssiderea000354,0
Ssiderea000355,0
Ssiderea000357,0.399642517950517
Ssiderea000358,0
Ssiderea000360,0
Ssiderea000361,0
Ssiderea000362,0
Ssiderea000363,0
Ssiderea000365,0.592786920155243
Ssiderea000366,0
Ssiderea000367,0.617033402003504
Ssiderea000368,0
Ssiderea000369,0.425367327461029
Ssiderea000370,0
Ssiderea000371,0
Ssiderea000373,0
Ssiderea000374,0.562509447647982
Ssiderea000375,0.403199347191465
Ssiderea000377,0.804571345921565
Ssiderea000378,0.662216942189036
Ssiderea000379,0
Ssiderea000380,0
Ssiderea000384,0
Ssiderea000391,0
Ssiderea000394,0
Ssiderea000397,0.643899363326176
Ssiderea000399,0
Ssiderea000400,0.437697292486225
Ssiderea000401,0.682274388589371
Ssiderea000403,0
Ssiderea000413,0
Ssiderea000416,0.435978072743172
Ssiderea000417,0
Ssiderea000419,0
Ssiderea000420,0
Ssiderea000422,0
Ssiderea000424,0.64367718078091
Ssiderea000427,0.175381684768253
Ssiderea000428,0
Ssiderea000430,0
