"","gene","lpv.Star_Emerald","lpv.MacN_Emerald","annot","KOG","lpv.Star_Rainbow","lpv.MacN_Rainbow"
"1","Ofaveolata000014",1.38485032937516,2.83112620647413,NA,NA,NA,NA
"2","Ofaveolata000049",-1.04961882649042,-2.19039700902315,NA,NA,NA,NA
"3","Ofaveolata000062",-3.35060498876789,-2.32275006015868,"cell septum assembly","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"4","Ofaveolata000164",-4.32644058365297,-2.11298342194552,NA,NA,NA,NA
"5","Ofaveolata000236",1.18882853701278,1.58025141630134,NA,NA,NA,NA
"6","Ofaveolata000275",1.38522797232546,1.28884163489186,NA,NA,NA,NA
"7","Ofaveolata000276",-1.54120644005056,-4.71363693537402,"MafB19-like deaminase","",NA,NA
"8","Ofaveolata000339",-1.63710470672312,-1.78972049452129,"positive regulation of bone development",NA,NA,NA
"9","Ofaveolata000351",1.04101389016393,7.42010811016045,NA,NA,NA,NA
"10","Ofaveolata000390",-1.76555765698258,-2.1578663492153,NA,NA,NA,NA
"11","Ofaveolata000461",1.84358293546864,4.82883610846037,NA,NA,NA,NA
"12","Ofaveolata000526",-1.82564996009852,-1.40881008942281,NA,NA,NA,NA
"13","Ofaveolata000539",-1.41532319979056,-2.45423143759254,NA,NA,NA,NA
"14","Ofaveolata000556",1.69086057679119,4.56011339041374,"G-protein coupled receptor activity","Signal transduction mechanisms",NA,NA
"15","Ofaveolata000560",-2.26011422611883,1.1775829585757,NA,NA,NA,NA
"16","Ofaveolata000579",1.90597198529873,1.58938311567207,"tetratricopeptide repeat protein 14",NA,NA,NA
"17","Ofaveolata000715",1.92955972042858,1.01151572997532,NA,NA,NA,NA
"18","Ofaveolata000728",1.04773755289226,1.23043831963653,"translation regulator activity","RNA processing and modification",NA,NA
"19","Ofaveolata000830",-1.23838249313702,-14.6227863710687,NA,NA,NA,NA
"20","Ofaveolata000836",2.1834490939618,10.2267491563068,"assembly factor 2",NA,NA,NA
"21","Ofaveolata000855",-1.22864727912665,-1.29707252834366,"E3 ubiquitin-protein ligase",NA,NA,NA
"22","Ofaveolata000877",1.35521316571964,2.64919169785966,"homeobox","Transcription",NA,NA
"23","Ofaveolata000882",-1.02188825654434,-2.57229598380552,"cortical actin cytoskeleton organization","Replication, recombination and repair",NA,NA
"24","Ofaveolata000918",1.33771362941936,7.61799341425082,"Solute carrier organic anion transporter family, member","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"25","Ofaveolata001125",-1.78483430074928,-5.7346705819822,NA,NA,NA,NA
"26","Ofaveolata001142",-1.90565828116282,-6.96858122752843,"7 transmembrane receptor (rhodopsin family)","Signal transduction mechanisms",NA,NA
"27","Ofaveolata001244",1.41889254485423,5.647152225267,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",NA,NA
"28","Ofaveolata001258",1.29411441270877,1.34434625913302,"homophilic cell adhesion via plasma membrane adhesion molecules","Posttranslational modification, protein turnover, chaperones",NA,NA
"29","Ofaveolata001445",-1.2514943254452,-4.34899656037272,"protein transport","Posttranslational modification, protein turnover, chaperones",NA,NA
"30","Ofaveolata001684",-1.44011342420794,-3.9045866630773,NA,NA,NA,NA
"31","Ofaveolata001761",-2.79348989730807,-2.44383482551109,"acidic dipeptidase","",NA,NA
"32","Ofaveolata001784",-1.40113286670463,-2.67556375930812,"non-haem dioxygenase in morphine synthesis N-terminal","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"33","Ofaveolata001906",1.22636094331121,2.26259653245714,"dCMP deaminase activity. It is involved in the biological process described with pyrimidine nucleotide metabolic process","Nucleotide transport and metabolism",NA,NA
"34","Ofaveolata001924",1.38702651314676,3.77656073011328,NA,NA,NA,NA
"35","Ofaveolata002015",-1.47734598888606,-3.34532843714034,"arachidonic acid secretion","Lipid transport and metabolism",NA,NA
"36","Ofaveolata002169",1.8869709052277,2.31399143182191,"myosin regulatory light chain interacting protein","Posttranslational modification, protein turnover, chaperones",NA,NA
"37","Ofaveolata002367",2.93207878739776,4.2054940771864,"calcium ion-regulated exocytosis of neurotransmitter",NA,NA,NA
"38","Ofaveolata002465",2.49029376911026,1.82719127473699,"member RAS oncogene family","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"39","Ofaveolata002516",1.2498355530332,1.7274720995748,"Catalyzes the three sequential steps of the methylation pathway of phosphatidylcholine biosynthesis, the SAM-dependent methylation of phosphatidylethanolamine (PE) to phosphatidylmonomethylethanolamine (PMME), PMME to phosphatidyldimethylethanolamine (PDME), and PDME to phosphatidylcholine (PC)","Lipid transport and metabolism",NA,NA
"40","Ofaveolata002540",-4.17888270867491,-1.0208913998423,NA,NA,NA,NA
"41","Ofaveolata002566",-1.6970862154571,-7.19169667016251,"store-operated calcium channel activity","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"42","Ofaveolata002578",-1.27284954229753,-1.67229728527398,NA,NA,NA,NA
"43","Ofaveolata002609",-2.01419871221519,-1.89102849131473,NA,NA,NA,NA
"44","Ofaveolata002685",-1.17378923839159,-5.23809315057019,NA,NA,NA,NA
"45","Ofaveolata002686",-1.99685511574706,-2.14002161765724,NA,NA,NA,NA
"46","Ofaveolata002688",-2.50785061938296,-3.98189564568893,NA,NA,NA,NA
"47","Ofaveolata002694",-2.24448539227759,-1.7638380073648,NA,NA,NA,NA
"48","Ofaveolata002788",-1.57446501397831,-5.86177149454962,NA,NA,NA,NA
"49","Ofaveolata002830",1.52782221322077,2.00980879860753,"Folate receptor",NA,NA,NA
"50","Ofaveolata002833",-1.41730914952666,-1.19872231218329,"Sulfide quinone","Energy production and conversion",NA,NA
"51","Ofaveolata002861",-3.3860168134179,-3.6229499448209,"G-protein coupled receptor activity","Signal transduction mechanisms",NA,NA
"52","Ofaveolata002949",1.99490878173005,1.08471513006119,"Enoyl-(Acyl carrier protein) reductase","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"53","Ofaveolata003072",-4.37825523354248,-5.49512488134652,NA,NA,NA,NA
"54","Ofaveolata003089",-1.49991061543696,-1.09048846630482,"cell cycle",NA,NA,NA
"55","Ofaveolata003133",1.56130721180909,4.21353348370287,"ephrin receptor activity","Signal transduction mechanisms",NA,NA
"56","Ofaveolata003204",-1.41532319979056,-4.07814666234096,NA,NA,NA,NA
"57","Ofaveolata003208",-2.7827847298836,-2.80843571891295,NA,NA,NA,NA
"58","Ofaveolata003209",-1.44218485911417,-2.14682545889046,"zinc ion binding",NA,NA,NA
"59","Ofaveolata003273",-6.07096606205449,-5.55954748805167,NA,NA,NA,NA
"60","Ofaveolata003282",-2.9998326625635,-3.44333132347727,NA,NA,NA,NA
"61","Ofaveolata003364",-1.82474795816358,-4.53941989702746,NA,NA,NA,NA
"62","Ofaveolata003365",-1.82180156458295,-3.86158348303735,"cytochrome P450","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"63","Ofaveolata003500",2.30061063867181,3.17356406313761,"amine oxidase","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"64","Ofaveolata003511",1.48811294869759,1.11602380822348,NA,NA,NA,NA
"65","Ofaveolata003551",-3.91398007528813,-6.39431638075289,NA,NA,NA,NA
"66","Ofaveolata003558",1.36514423088853,4.46829415132902,NA,NA,NA,NA
"67","Ofaveolata003565",-2.64543129475154,-1.28641973645649,"3 iron, 4 sulfur cluster binding","Energy production and conversion",NA,NA
"68","Ofaveolata003605",-1.18908459729574,-9.65493991311118,NA,NA,NA,NA
"69","Ofaveolata003626",1.34943662131677,1.24972110883441,"Ubiquitin carboxyl-terminal hydrolase","Posttranslational modification, protein turnover, chaperones",NA,NA
"70","Ofaveolata003675",-1.38485032937516,-1.39834606478402,NA,NA,NA,NA
"71","Ofaveolata003682",4.46041356530263,7.45097735354718,NA,NA,NA,NA
"72","Ofaveolata003751",-1.64869284227969,-4.73154770144344,"Tachylectin",NA,NA,NA
"73","Ofaveolata003761",1.705502630714,3.74415213147861,"methylenetetrahydrofolate reductase (NAD(P)H) activity","Amino acid transport and metabolism",NA,NA
"74","Ofaveolata003804",1.32345122008463,8.71159596810983,NA,NA,NA,NA
"75","Ofaveolata003864",1.01883921101614,2.01871281791441,NA,NA,NA,NA
"76","Ofaveolata003898",-1.82051916791253,-3.39921116783981,NA,NA,NA,NA
"77","Ofaveolata003910",2.48576553111754,15.5750781501095,NA,NA,NA,NA
"78","Ofaveolata003915",1.08841740344928,5.55383091126687,"FG-GAP repeat",NA,NA,NA
"79","Ofaveolata003916",1.38485032937516,5.04817761926903,"protein import into peroxisome matrix","Posttranslational modification, protein turnover, chaperones",NA,NA
"80","Ofaveolata003918",1.07798724336697,7.39369591880001,"polysaccharide catabolic process","Carbohydrate transport and metabolism",NA,NA
"81","Ofaveolata003927",-1.14635251905754,-1.75385275109575,"ubiquitin-dependent ERAD pathway","Posttranslational modification, protein turnover, chaperones",NA,NA
"82","Ofaveolata003951",-1.91723474189105,-6.07033461440648,NA,NA,NA,NA
"83","Ofaveolata004001",1.69798599376148,1.31492864743834,NA,NA,NA,NA
"84","Ofaveolata004071",1.08765802383702,1.67947749987714,NA,NA,NA,NA
"85","Ofaveolata004091",-2.68920045871383,-3.27566863458148,"myosin light chain kinase activity","Signal transduction mechanisms",NA,NA
"86","Ofaveolata004098",-1.03697794843883,-2.35611589101425,"erythroblast transformation specific domain","Transcription",NA,NA
"87","Ofaveolata004174",1.1285539743868,3.55042217207805,NA,NA,NA,NA
"88","Ofaveolata004305",-1.18954926863897,-1.74758248533721,"ABC-2 type transporter","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"89","Ofaveolata004379",-1.50562534640416,-3.32904780836337,"Olfactomedin-like 2A","Extracellular structures",NA,NA
"90","Ofaveolata004422",-1.8228294385523,-4.59026524872655,NA,NA,NA,NA
"91","Ofaveolata004466",-1.29723740871694,-1.77967629144963,"Leukocyte cysteine proteinase inhibitor 1-like",NA,NA,NA
"92","Ofaveolata004483",-1.34943662131677,-1.58868234494554,"RNA splicing","",NA,NA
"93","Ofaveolata004497",-3.04148116200445,-3.4931780171496,"mRNA methylation","RNA processing and modification",NA,NA
"94","Ofaveolata004517",-1.29428376507059,-4.40649866246858,NA,NA,NA,NA
"95","Ofaveolata004521",-2.56244593052322,-7.09292443549789,NA,NA,NA,NA
"96","Ofaveolata004522",-1.33536267524914,-5.2092228188755,NA,NA,NA,NA
"97","Ofaveolata004539",-2.37298265783068,-1.86793428049228,"telomeric repeat-containing RNA binding","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"98","Ofaveolata004555",1.4055139258418,3.85881009194765,NA,NA,NA,NA
"99","Ofaveolata004574",1.10649813304541,1.12272823641732,NA,NA,NA,NA
"100","Ofaveolata004632",-1.98258645259395,-1.44113010415381,"Atrial natriuretic peptide receptor","Signal transduction mechanisms",NA,NA
"101","Ofaveolata004705",-5.88341948358695,-3.46395405070396,NA,NA,NA,NA
"102","Ofaveolata004759",-1.34593828430568,-1.32859467049508,NA,NA,NA,NA
"103","Ofaveolata004774",1.34593828430568,-3.01436503916383,NA,NA,NA,NA
"104","Ofaveolata004811",-1.30660617682359,-6.09950771543031,NA,NA,NA,NA
"105","Ofaveolata004818",-1.53110112911342,-5.00791809402281,NA,NA,NA,NA
"106","Ofaveolata004832",2.7827847298836,1.88308045939544,NA,NA,NA,NA
"107","Ofaveolata004859",-2.599449989123,-4.44850050546138,NA,NA,NA,NA
"108","Ofaveolata004870",-1.95117965618943,-2.79206169174227,NA,NA,NA,NA
"109","Ofaveolata004958",2.14773730720414,7.93779103438434,"protein xylosyltransferase activity","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"110","Ofaveolata004983",2.47654865297586,3.6941266051389,NA,NA,NA,NA
"111","Ofaveolata005006",-3.30264115235673,-5.62945294840579,"fibroblast growth factor binding",NA,NA,NA
"112","Ofaveolata005127",-11.0940506200479,-7.66918254761291,"metalloendopeptidase activity","Replication, recombination and repair",NA,NA
"113","Ofaveolata005179",-1.09898349393352,-2.36924848909393,"Neurotransmitter-gated ion-channel ligand binding domain","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"114","Ofaveolata005234",1.43690683586453,2.06101806273779,"small ribosomal subunit rRNA binding","Translation, ribosomal structure and biogenesis",NA,NA
"115","Ofaveolata005325",-1.03190003799028,-7.11681057581745,"sequestering of actin monomers","Cytoskeleton",NA,NA
"116","Ofaveolata005554",1.48354052791381,1.41009614318882,NA,NA,NA,NA
"117","Ofaveolata005637",2.88852030892591,6.04244704568936,"acyl-L-homoserine-lactone lactonohydrolase activity",NA,NA,NA
"118","Ofaveolata005644",1.16247696397653,1.85358957365556,NA,NA,NA,NA
"119","Ofaveolata005794",-1.24226618296039,-6.34502608103673,"protein homooligomerization","Posttranslational modification, protein turnover, chaperones",NA,NA
"120","Ofaveolata005888",-3.05739020084405,-4.33487737831758,"denticleless E3 ubiquitin protein ligase homolog (Drosophila)",NA,NA,NA
"121","Ofaveolata005963",1.799014212664,3.65415664018188,"Zinc-dependent metalloprotease","",NA,NA
"122","Ofaveolata006009",-1.50802613285587,-1.95026660748833,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones",NA,NA
"123","Ofaveolata006010",2.18121815971159,1.78217369289984,"Catalyzes the hydrolysis of N-formyl-L-kynurenine to L- kynurenine, the second step in the kynurenine pathway of tryptophan degradation. Kynurenine may be further oxidized to nicotinic acid, NAD(H) and NADP(H). Required for elimination of toxic metabolites","Amino acid transport and metabolism",NA,NA
"124","Ofaveolata006036",2.52081818867061,3.86939814540243,NA,NA,NA,NA
"125","Ofaveolata006080",-5.88341948358695,-5.09265631935974,"TNF receptor-associated factor BIRC3 binding domain","Signal transduction mechanisms",NA,NA
"126","Ofaveolata006094",1.19586697383122,1.13384313951641,"phosphatidylinositol-3-phosphate binding",NA,NA,NA
"127","Ofaveolata006101",-1.09673035393046,-3.49116243998027,NA,NA,NA,NA
"128","Ofaveolata006118",-1.30660617682359,-1.19493267853654,"UDP-sugar diphosphatase activity","Replication, recombination and repair",NA,NA
"129","Ofaveolata006126",1.2241627610314,-1.61452073679613,NA,NA,NA,NA
"130","Ofaveolata006157",-1.60915990496092,-3.73964363761028,NA,NA,NA,NA
"131","Ofaveolata006193",1.38702651314676,8.10095065936534,NA,NA,NA,NA
"132","Ofaveolata006215",2.59616634634302,6.58569055979972,NA,NA,NA,NA
"133","Ofaveolata006236",-4.55513821700509,-3.53069051635569,NA,NA,NA,NA
"134","Ofaveolata006314",1.7977526713531,8.12022717579,"polycystic kidney disease protein 1-like","",NA,NA
"135","Ofaveolata006376",-1.52999482468611,-1.71701541556406,NA,NA,NA,NA
"136","Ofaveolata006385",1.81792998360221,7.00137664962742,NA,NA,NA,NA
"137","Ofaveolata006433",-6.21029504885548,-6.68417479607928,NA,NA,NA,NA
"138","Ofaveolata006440",-2.10749793877397,-1.27535910857537,NA,NA,NA,NA
"139","Ofaveolata006629",-1.74298077267166,-2.4524446613127,"NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain",NA,NA,NA
"140","Ofaveolata006864",-1.18206138151319,-1.47077429578301,NA,NA,NA,NA
"141","Ofaveolata006878",-1.27998969867177,-13.206531964657,NA,NA,NA,NA
"142","Ofaveolata006892",1.18954926863897,2.38995558772658,NA,NA,NA,NA
"143","Ofaveolata007058",1.67981383660624,1.71278536649185,NA,NA,NA,NA
"144","Ofaveolata007085",-1.00805662133027,-2.91091885205689,NA,NA,NA,NA
"145","Ofaveolata007089",-1.17215895341695,-2.56195497907401,"D-glutamate cyclase activity",NA,NA,NA
"146","Ofaveolata007117",1.63050350282743,-1.08892346663691,"kinetochore-associated protein 1","Cell cycle control, cell division, chromosome partitioning",NA,NA
"147","Ofaveolata007289",-1.10255426986527,-1.93980680663704,NA,NA,NA,NA
"148","Ofaveolata007369",1.02118023381872,5.6991065320188,NA,NA,NA,NA
"149","Ofaveolata007406",-2.49817107246762,-8.58349967282844,NA,NA,NA,NA
"150","Ofaveolata007437",-1.375000421114,-5.55926681091057,"acetyl-CoA metabolic process","Energy production and conversion",NA,NA
"151","Ofaveolata007471",-2.55429451651177,-2.06204007826523,"structural constituent of eye lens",NA,NA,NA
"152","Ofaveolata007472",1.48677336907339,1.08728140478398,"serine threonine","Defense mechanisms",NA,NA
"153","Ofaveolata007504",4.21329471312236,4.44532345058884,"Thrombospondin type 1 repeats","Inorganic ion transport and metabolism",NA,NA
"154","Ofaveolata007580",1.77388297852053,5.28967669769092,"BTB/POZ domain","Posttranslational modification, protein turnover, chaperones",NA,NA
"155","Ofaveolata007632",3.9266721311979,6.54597418543739,NA,NA,NA,NA
"156","Ofaveolata007703",1.58381415218783,8.98518166514592,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"157","Ofaveolata007726",-2.2942170440216,-6.09713214984379,NA,NA,NA,NA
"158","Ofaveolata007733",-1.14914144494557,-1.24972110883441,NA,NA,NA,NA
"159","Ofaveolata007735",-2.14781704779463,-1.1413757997093,"Testis-expressed sequence 30 protein",NA,NA,NA
"160","Ofaveolata007736",-1.32159066937283,-2.33857944840243,NA,NA,NA,NA
"161","Ofaveolata007809",5.80223300500583,10.6095322329275,"Dispatched homolog 1","Signal transduction mechanisms",NA,NA
"162","Ofaveolata007823",-1.4069473594994,-2.94455022040026,"toxin transport","Posttranslational modification, protein turnover, chaperones",NA,NA
"163","Ofaveolata007882",1.02575113099094,1.97667850536614,"Claspin isoform","",NA,NA
"164","Ofaveolata007900",1.35111903902596,5.49801530566593,"L-2-hydroxyglutarate dehydrogenase",NA,NA,NA
"165","Ofaveolata008057",1.46252091299691,4.39497483696001,"positive regulation of inhibitory postsynaptic potential","Signal transduction mechanisms",NA,NA
"166","Ofaveolata008168",3.2083629029518,6.38833108737662,NA,NA,NA,NA
"167","Ofaveolata008214",5.88341948358695,3.75222653503783,NA,NA,NA,NA
"168","Ofaveolata008240",2.66415169906216,4.69137779831305,"protein-DNA loading ATPase activity","Replication, recombination and repair",NA,NA
"169","Ofaveolata008243",-2.55554106332568,-1.90978812881316,"Neuronal pentraxin 2b",NA,NA,NA
"170","Ofaveolata008273",2.72729053249894,3.21577357096746,"Carboxylesterase family","Carbohydrate transport and metabolism",NA,NA
"171","Ofaveolata008303",1.41801926590483,2.33355700105105,"regulation of MAPK export from nucleus","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"172","Ofaveolata008306",1.18954926863897,3.91264828995925,NA,NA,NA,NA
"173","Ofaveolata008311",6.10593670175593,11.9045291161693,"calcium ion binding","Posttranslational modification, protein turnover, chaperones",NA,NA
"174","Ofaveolata008505",-1.67756648756007,-1.0584484229803,"Poly (ADP-ribose) polymerase","",NA,NA
"175","Ofaveolata008507",-2.13401267027183,-3.84191184682872,NA,NA,NA,NA
"176","Ofaveolata008573",-1.38522797232546,-12.5849815490275,"Zinc-finger (CX5CX6HX5H) motif",NA,NA,NA
"177","Ofaveolata008625",3.2260717002411,1.53189946416577,"dyslexia-associated protein",NA,NA,NA
"178","Ofaveolata008630",4.05875745740589,1.58933347102682,"LicD family",NA,NA,NA
"179","Ofaveolata008648",1.22337088726248,1.35909437885054,NA,NA,NA,NA
"180","Ofaveolata008666",1.48410669314885,-4.18294398883475,NA,NA,NA,NA
"181","Ofaveolata008732",-2.18121815971159,-1.07184956397915,NA,NA,NA,NA
"182","Ofaveolata008922",1.06935531927096,1.42762556494776,NA,NA,NA,NA
"183","Ofaveolata008925",1.01600412934285,1.23655474852738,NA,NA,NA,NA
"184","Ofaveolata008980",-1.22915534250308,-1.43040978172529,"positive regulation of interleukin-13 biosynthetic process",NA,NA,NA
"185","Ofaveolata009089",-1.96759010272728,-2.51500442847786,NA,NA,NA,NA
"186","Ofaveolata009131",1.02118023381872,1.95597462845625,NA,NA,NA,NA
"187","Ofaveolata009424",8.66643550538279,6.75065770455715,NA,NA,NA,NA
"188","Ofaveolata009557",1.10448641505813,2.30848898576881,NA,NA,NA,NA
"189","Ofaveolata009601",-2.21670909644239,-1.51299182803388,NA,NA,NA,NA
"190","Ofaveolata009609",-1.48207230753248,-1.42656002060062,"RNA binding motif protein","RNA processing and modification",NA,NA
"191","Ofaveolata009671",-1.08999390977345,-1.42669915463433,NA,NA,NA,NA
"192","Ofaveolata009704",-1.65603248249435,-1.86394434383103,"anaerobic respiration","Energy production and conversion",NA,NA
"193","Ofaveolata009742",1.5697892121487,1.21136149064183,NA,NA,NA,NA
"194","Ofaveolata009751",1.07383389344484,11.6081705374449,"intracellular protein transport","Signal transduction mechanisms",NA,NA
"195","Ofaveolata009759",1.46738403068275,10.1197211623479,"nicotinate nucleotide biosynthetic process","Coenzyme transport and metabolism",NA,NA
"196","Ofaveolata009785",3.17796796834246,5.43594404901947,"NADP-retinol dehydrogenase activity","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"197","Ofaveolata009795",-2.00884821094875,-1.68139840562837,NA,NA,NA,NA
"198","Ofaveolata009975",-1.08913573025209,-1.21829562397796,NA,NA,NA,NA
"199","Ofaveolata010034",1.85256311934205,12.8179235597232,NA,NA,NA,NA
"200","Ofaveolata010068",1.67981383660624,2.41344768214329,"tachykinin receptor activity",NA,NA,NA
"201","Ofaveolata010074",1.18007660389195,4.1770471721525,"lipid transport","Signal transduction mechanisms",NA,NA
"202","Ofaveolata010088",1.13648486208369,1.03190181178974,"process utilizing autophagic mechanism","Intracellular trafficking, secretion, and vesicular transport",NA,NA
"203","Ofaveolata010224",-2.38800356593057,-5.88336939246267,NA,NA,NA,NA
"204","Ofaveolata010246",2.23801213553339,-1.52184885790298,"DNA-directed RNA polymerase III subunit","Transcription",NA,NA
"205","Ofaveolata010265",-1.39984146089875,-12.7387403259676,"ATPase activity","Secondary metabolites biosynthesis, transport and catabolism",NA,NA
"206","Ofaveolata010383",1.39956649683075,4.79235295334306,"6-phosphofructo-2-kinase activity","Carbohydrate transport and metabolism",NA,NA
"207","Ofaveolata010399",1.1957464837217,1.78319261044969,"organic anion transmembrane transporter activity","Transcription",NA,NA
"208","Ofaveolata010474",1.9716567966481,4.05897441445442,NA,NA,NA,NA
"209","Ofaveolata010559",-3.90772003783416,-2.16883332944067,NA,NA,NA,NA
"210","Ofaveolata010622",1.41532319979056,8.41606814214354,"Leucine-rich repeat protein",NA,NA,NA
"211","Ofaveolata010661",-1.1330980860442,-4.23582288921176,NA,NA,NA,NA
"212","Ofaveolata010678",1.8924459342138,2.35079953796836,"Solute carrier family 39 (zinc transporter), member 14","Inorganic ion transport and metabolism",NA,NA
"213","Ofaveolata010679",1.20226353865616,1.0344319297077,"ZIP Zinc transporter","Inorganic ion transport and metabolism",NA,NA
"214","Ofaveolata010685",3.02124606240464,3.2198362851112,NA,NA,NA,NA
"215","Ofaveolata010751",4.46233608572626,7.80037088023729,NA,NA,NA,NA
"216","Ofaveolata010805",-1.43690683586453,-2.3531414063609,NA,NA,NA,NA
"217","Ofaveolata010838",2.64229003765011,2.15087311715459,"cell-matrix adhesion","Extracellular structures",NA,NA
"218","Ofaveolata010856",1.35124211555187,4.97939849273479,"RNA polymerase","Transcription",NA,NA
"219","Ofaveolata010866",-2.94865550221928,-13.2441310852283,NA,NA,NA,NA
"220","Ofaveolata010902",2.53548537844665,9.57301405654841,NA,NA,NA,NA
"221","Ofaveolata010913",-1.5697892121487,-3.28960535446736,"Valosin containing protein (p97) p47 complex interacting protein 1","Signal transduction mechanisms",NA,NA
"222","Ofaveolata010925",-3.99891451428918,-5.89425989561982,NA,NA,NA,NA
"223","Ofaveolata011135",4.58527281626191,3.84191184682872,NA,NA,NA,NA
"224","Ofaveolata011256",-2.79348989730807,-2.10652698395212,"phosphatidylserine binding","",NA,NA
"225","Ofaveolata011272",1.82051916791253,2.0459141250971,NA,NA,NA,NA
"226","Ofaveolata011371",1.7870369873135,4.07703693228231,NA,NA,NA,NA
"227","Ofaveolata011372",1.95732398722069,1.23547253660801,NA,NA,NA,NA
"228","Ofaveolata011377",1.33672777282185,1.36583484995014,"heterogeneous nuclear ribonucleoprotein","RNA processing and modification",NA,NA
"229","Ofaveolata011382",-1.24226618296039,-2.04537317769666,"positive regulation of DNA-binding transcription factor activity",NA,NA,NA
"230","Ofaveolata011407",-1.82426940372244,-14.0442705444872,"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","Carbohydrate transport and metabolism",NA,NA
"231","Ofaveolata011415",3.78410046454991,5.73515979010967,NA,NA,NA,NA
"232","Ofaveolata011417",1.00326122957659,2.80872905080421,NA,NA,NA,NA
"233","Ofaveolata011443",1.58941044650019,4.67109863483144,"Transcriptional regulator, SIX1, N-terminal SD domain","Transcription",NA,NA
"234","Ofaveolata011468",1.00326327590558,1.08067415290349,NA,NA,NA,NA
"235","Ofaveolata011478",1.41889254485423,4.09197891538925,NA,NA,NA,NA
"236","Ofaveolata011557",1.56130721180909,1.4515678989914,NA,NA,NA,NA
"237","Ofaveolata011609",1.26632470691604,5.80947961335549,NA,NA,NA,NA
"238","Ofaveolata011639",-1.375000421114,-2.77857797568848,NA,NA,NA,NA
"239","Ofaveolata011648",-1.56965581005363,-1.32402676492144,"Persulfide dioxygenase ETHE1",NA,NA,NA
"240","Ofaveolata011736",1.65302296268028,2.38182368836536,NA,NA,NA,NA
"241","Ofaveolata011737",1.08041144689214,7.39369591880001,"THAP domain containing","Transcription",NA,NA
"242","Ofaveolata011822",-1.34363029173089,-1.34077828813574,NA,NA,NA,NA
"243","Ofaveolata011945",1.00889144100362,3.39292951894011,NA,NA,NA,NA
"244","Ofaveolata012133",1.29549079455341,2.3556435427717,NA,NA,NA,NA
"245","Ofaveolata012179",1.0035656275983,1.962318865384,NA,NA,NA,NA
"246","Ofaveolata012253",1.18412608650628,8.71159596810983,NA,NA,NA,NA
"247","Ofaveolata012289",1.14693940262371,2.3596491583856,"dipeptidyl-peptidase activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"248","Ofaveolata012297",-3.05123814262532,-3.93163448197204,NA,NA,NA,NA
"249","Ofaveolata012310",-1.54452477309405,-1.65633331870287,"U6 snRNA 3'-end processing","Translation, ribosomal structure and biogenesis",NA,NA
"250","Ofaveolata012311",2.9998326625635,5.45316730890356,NA,NA,NA,NA
"251","Ofaveolata012351",1.15133011629375,4.02252865427572,NA,NA,NA,NA
"252","Ofaveolata012389",-1.45500549861657,-3.01634652311998,NA,NA,NA,NA
"253","Ofaveolata012401",2.81782637829251,-1.26292525884349,NA,NA,NA,NA
"254","Ofaveolata012490",1.90230127331022,2.00489754699523,NA,NA,NA,NA
"255","Ofaveolata012498",-3.45767572955316,-7.67094317183582,NA,NA,NA,NA
"256","Ofaveolata012651",-1.82172673828501,-1.74046624321148,"zinc ion binding","Posttranslational modification, protein turnover, chaperones",NA,NA
"257","Ofaveolata012652",2.56987897106579,1.13694053526524,NA,NA,NA,NA
"258","Ofaveolata012658",3.26370297904928,1.51523117389038,"SUMO conjugating enzyme activity","Posttranslational modification, protein turnover, chaperones",NA,NA
"259","Ofaveolata012670",-1.57446501397831,-6.20446625209209,NA,NA,NA,NA
"260","Ofaveolata012682",-3.14686310370803,-8.91734477707871,NA,NA,NA,NA
"261","Ofaveolata012800",2.18801006861252,3.28688418310995,NA,NA,NA,NA
"262","Ofaveolata012823",-1.40051576098635,-15.9012032904352,"SCY1-like protein 2","Signal transduction mechanisms",NA,NA
"263","Ofaveolata012847",-2.07142015923272,-6.03750842964113,"sequence-specific DNA binding","Transcription",NA,NA
"264","Ofaveolata012851",2.11377718969031,3.78613642562749,"-","",NA,NA
"265","Ofaveolata012864",1.56467167258272,7.14459088414695,NA,NA,NA,NA
"266","Ofaveolata012950",2.7827847298836,2.18037504139957,"cationic amino acid transporter","Amino acid transport and metabolism",NA,NA
