"","gene","lpv.LC_CC","lpv.CH_CC","annot","KOG","lpv.LH_CC"
"26","Ofaveolata001563",-2.51452990634379,-6.27918187735479,"Belongs to the carnitine choline acetyltransferase family","Lipid transport and metabolism",NA
"27","Ofaveolata001594",1.01965045521319,-10.1016010871147,NA,NA,NA
"28","Ofaveolata001608",1.54400956790803,-4.47230177699447,NA,NA,NA
"29","Ofaveolata001666",-1.24053740558495,-2.09108180813427,"eukaryotic initiation factor 4E binding","Translation, ribosomal structure and biogenesis",NA
"30","Ofaveolata001668",1.0852187429104,-1.6394031841357,NA,NA,NA
"31","Ofaveolata001713",1.50699431576785,-12.863184463478,NA,NA,NA
"32","Ofaveolata001714",1.71528189177876,-10.6316771746581,NA,NA,NA
"33","Ofaveolata001715",2.1885144281776,-10.0840672289975,NA,NA,NA
"34","Ofaveolata001721",1.84745376793806,-7.29375575129039,NA,NA,NA
"35","Ofaveolata001724",1.04708096591179,-4.72030022619376,NA,NA,NA
"36","Ofaveolata001725",2.17567740218336,-2.93514894237993,NA,NA,NA
"37","Ofaveolata001730",1.46247214699765,-9.20663221321455,NA,NA,NA
"38","Ofaveolata001732",1.76588146293915,-7.67214340060936,NA,NA,NA
"39","Ofaveolata001733",1.96925646890067,-9.43380639580283,NA,NA,NA
"40","Ofaveolata001734",2.574810699973,-13.5128519504807,NA,NA,NA
"41","Ofaveolata001805",1.04368674130592,4.96919963413359,"Ligand for members of the frizzled family of seven transmembrane receptors","Signal transduction mechanisms",NA
"42","Ofaveolata001823",1.3754530221266,1.15318532011953,NA,NA,NA
"43","Ofaveolata001858",-1.00063065943457,1.37043217103212,NA,NA,NA
"44","Ofaveolata001887",1.86805427290321,-7.18281619804231,"negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment",NA,NA
"45","Ofaveolata001889",1.68408797466061,-6.96012072723714,NA,NA,NA
"46","Ofaveolata001952",1.27838360058737,1.3804990713463,"G-protein coupled receptor activity","Posttranslational modification, protein turnover, chaperones",NA
"47","Ofaveolata002017",1.06091909895595,-5.28436205362325,"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)","Lipid transport and metabolism",NA
"48","Ofaveolata002142",3.13219077616718,-1.24865486649368,"positive regulation of epithelial to mesenchymal transition",NA,NA
"49","Ofaveolata002144",-1.26683937844389,-2.15207458301504,"Transmembrane protein 258",NA,NA
"50","Ofaveolata002172",-2.51690119797552,-4.6576239740768,"carboxypeptidase Q","",NA
"51","Ofaveolata002239",1.78115139879824,-5.47152780311962,NA,NA,NA
"52","Ofaveolata002242",1.51002695538565,-2.45014672864067,NA,NA,NA
"53","Ofaveolata002291",-1.25519986901484,-1.69695843220799,"oxidoreductase activity","Secondary metabolites biosynthesis, transport and catabolism",NA
"54","Ofaveolata002345",1.76768937436145,-12.9318816453366,NA,NA,NA
"55","Ofaveolata002376",-1.94042193194724,-5.55248199749502,NA,NA,NA
"56","Ofaveolata002478",-2.22384288017756,-1.54428003054541,NA,NA,NA
"57","Ofaveolata002551",-2.0366370797396,-1.84475148096015,NA,NA,NA
"58","Ofaveolata002574",1.36766913987326,-5.6181349845222,NA,NA,NA
"59","Ofaveolata002642",-1.02168384251939,-1.3026684800673,"Fes/CIP4 homology domain","Signal transduction mechanisms",NA
"60","Ofaveolata002736",-1.14802618645639,-1.37026163464691,NA,NA,NA
"61","Ofaveolata002772",-2.89245407592868,-3.41085878665141,"Nidogen-like","Extracellular structures",NA
"62","Ofaveolata002774",-1.07376998190765,-1.6003964005501,"Astacin (Peptidase family M12A)","Posttranslational modification, protein turnover, chaperones",NA
"63","Ofaveolata002788",1.68597606440008,1.03375265780604,NA,NA,NA
"64","Ofaveolata002790",-1.04716621234019,-6.95143443512314,NA,NA,NA
"65","Ofaveolata002794",-1.36493592932428,-7.0796315890871,NA,NA,NA
"66","Ofaveolata002898",1.34034448830763,-9.89742588423896,NA,NA,NA
"67","Ofaveolata002916",1.5755857857469,-14.6233066935805,NA,NA,NA
"68","Ofaveolata002917",5.0667216275031,-1.47843729899139,NA,NA,NA
"69","Ofaveolata002981",-1.87771206507038,-3.42168537383887,NA,NA,NA
"70","Ofaveolata003085",1.87885383343618,-9.43380639580283,NA,NA,NA
"71","Ofaveolata003086",1.74353165027332,-10.5111089372768,"-","",NA
"72","Ofaveolata003181",-3.75842660021377,-2.4473405566847,"neurexin family protein binding","Lipid transport and metabolism",NA
"73","Ofaveolata003229",2.13428114483195,-3.35970342345846,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","Intracellular trafficking, secretion, and vesicular transport",NA
"74","Ofaveolata003232",1.07558027179455,-8.55975422523034,NA,NA,NA
"75","Ofaveolata003233",1.1093750216164,-8.17504627163247,NA,NA,NA
"76","Ofaveolata003357",-1.64219236817661,-3.01933323608566,"macromolecule localization","Signal transduction mechanisms",NA
"77","Ofaveolata003472",-1.21317102157592,-1.25091064629889,"cell division","",NA
"78","Ofaveolata003478",-1.68597606440008,-5.73166418990998,"MMPL family","Signal transduction mechanisms",NA
"79","Ofaveolata003589",1.10487083277868,-4.99691332757335,NA,NA,NA
"80","Ofaveolata003608",4.63874669409802,4.16713656865817,NA,NA,NA
"81","Ofaveolata003639",-3.31154883869411,-1.7702792308156,"ephrin receptor activity","Signal transduction mechanisms",NA
"82","Ofaveolata003645",2.45204698507145,-2.0093427124256,"serine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones",NA
"83","Ofaveolata003648",1.4601373712216,-8.26768320584952,"serine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones",NA
"84","Ofaveolata003661",1.46055299600868,-1.02216475308104,"Belongs to the peptidase M10A family","Posttranslational modification, protein turnover, chaperones",NA
"85","Ofaveolata003751",1.89503270231937,5.1796364386634,"Tachylectin",NA,NA
"86","Ofaveolata003857",1.63193679214206,-1.14286328773651,NA,NA,NA
"87","Ofaveolata003932",-2.50613782739102,-2.17178570308163,"Tissue factor pathway inhibitor","Posttranslational modification, protein turnover, chaperones",NA
"88","Ofaveolata003972",-1.49503236793454,-1.26308136693495,NA,NA,NA
"89","Ofaveolata003974",-1.60278987864725,-1.3383192928988,NA,NA,NA
"90","Ofaveolata003976",-2.45204698507145,-1.22836556295158,NA,NA,NA
"91","Ofaveolata003977",-1.60278987864725,2.90278990719615,NA,NA,NA
"92","Ofaveolata004231",-3.50306226096687,-5.90399513066477,NA,NA,NA
"93","Ofaveolata004405",1.21034398235733,3.10015337164476,NA,NA,NA
"94","Ofaveolata004474",-1.65646814313307,-2.28146101196788,"ubiquitin-like protein ligase activity","Posttranslational modification, protein turnover, chaperones",NA
"95","Ofaveolata004508",-1.44374307101311,-1.17465060513638,"Thrombospondin type 1 repeats","Signal transduction mechanisms",NA
"96","Ofaveolata004537",-1.05180362081581,-2.99108988937115,NA,NA,NA
"97","Ofaveolata004538",-1.19918850590652,-2.15013098626166,"Transmembrane protein 181",NA,NA
"98","Ofaveolata004540",1.15711179054692,2.0029241809175,"unfolded protein binding","Posttranslational modification, protein turnover, chaperones",NA
"99","Ofaveolata004807",-2.93465451105161,1.98520000270305,NA,NA,NA
"100","Ofaveolata004811",-1.74948569970858,3.54764604467852,NA,NA,NA
"101","Ofaveolata004828",-3.11443185185854,-2.52069741549901,NA,NA,NA
"102","Ofaveolata004830",-1.53297695326702,-2.98805748166568,NA,NA,NA
"103","Ofaveolata004859",-1.19918850590652,-2.63740937319113,NA,NA,NA
"104","Ofaveolata004949",1.60538096734128,-10.2024846159936,"-","",NA
"105","Ofaveolata004990",1.98959887316489,1.03588311525098,NA,NA,NA
"106","Ofaveolata005158",1.35922286300601,-8.25974276228131,NA,NA,NA
"107","Ofaveolata005198",-1.19376770569736,-1.90579779993416,"calcium ion binding","Intracellular trafficking, secretion, and vesicular transport",NA
"108","Ofaveolata005263",1.49062191343209,-6.72663369539301,"negative chemotaxis",NA,NA
"109","Ofaveolata005301",-1.75093618094183,-3.06108194157872,"iron-sulfur transferase activity","Energy production and conversion",NA
"110","Ofaveolata005305",-2.70696188636589,-7.56334153896773,"zinc ion binding","Cell cycle control, cell division, chromosome partitioning",NA
"111","Ofaveolata005370",-1.43758761511755,-8.11257938638221,"cellular iron ion homeostasis","Secondary metabolites biosynthesis, transport and catabolism",NA
"112","Ofaveolata005418",-2.3794890203152,-3.12522127953291,"molting cycle, collagen and cuticulin-based cuticle","",NA
"113","Ofaveolata005419",-2.66394824306671,-2.88268212753006,"molting cycle, collagen and cuticulin-based cuticle","",NA
"114","Ofaveolata005486",-2.55817824809993,-3.39836954461338,"L-iditol 2-dehydrogenase activity","Secondary metabolites biosynthesis, transport and catabolism",NA
"115","Ofaveolata005513",-1.39830286844304,-1.4136807189904,"Hemimethylated DNA-binding protein YccV like","",NA
"116","Ofaveolata005554",-1.1671794491391,-1.03553904053344,NA,NA,NA
"117","Ofaveolata005736",1.9470773631423,-2.67915196291641,"Kinesin motor, catalytic domain. ATPase.","Cytoskeleton",NA
"118","Ofaveolata005887",-2.76112546492868,-6.62307736408425,"Dienelactone hydrolase family","Posttranslational modification, protein turnover, chaperones",NA
"119","Ofaveolata005955",-1.77212137843267,-2.73459964672615,"endosomal transport","Intracellular trafficking, secretion, and vesicular transport",NA
"120","Ofaveolata005956",-2.4735630102041,-1.65950613849696,"skeletal muscle fiber development",NA,NA
"121","Ofaveolata005964",2.22049672329102,1.336983417807,"Belongs to the peptidase M10A family","Posttranslational modification, protein turnover, chaperones",NA
"122","Ofaveolata005998",1.77173390719226,1.95758517808784,"CAAX-box protein maturation","Posttranslational modification, protein turnover, chaperones",NA
"123","Ofaveolata006107",-2.52761318973005,-1.41498432620045,"bisphosphoglycerate 3-phosphatase activity",NA,NA
"124","Ofaveolata006198",-1.21830185912115,-1.09712765558548,NA,NA,NA
"125","Ofaveolata006253",1.75284224130266,-6.47340206230241,NA,NA,NA
"126","Ofaveolata006256",2.3530242027685,-1.52472255538065,NA,NA,NA
"127","Ofaveolata006294",1.73685858325787,2.41256115542051,"cell-matrix adhesion","Signal transduction mechanisms",NA
"128","Ofaveolata006370",1.68585938402095,-24.3087723346476,NA,NA,NA
"129","Ofaveolata006376",-1.77173390719226,-4.19137767912158,NA,NA,NA
"130","Ofaveolata006433",1.2534106617284,3.06593733825988,NA,NA,NA
"131","Ofaveolata006443",-1.13182044578935,-1.86483943982746,NA,NA,NA
"132","Ofaveolata006566",-2.63609619412422,-1.81442515496766,"barrier to autointegration factor 1","",NA
"133","Ofaveolata006598",-1.29375622058272,-1.46685200013371,"glutaminyl-peptide cyclotransferase activity","Posttranslational modification, protein turnover, chaperones",NA
"134","Ofaveolata006691",-1.56747326299723,-2.43032666573282,"rRNA (uridine-2'-O-)-methyltransferase activity","Cell cycle control, cell division, chromosome partitioning",NA
"135","Ofaveolata006897",-1.21004527366711,-1.33500911287594,NA,NA,NA
"136","Ofaveolata006910",-3.75527196991342,-13.3362638153009,"-","",NA
"137","Ofaveolata007062",2.69860473187639,-1.06589567228937,"Pentafunctional AROM polypeptide-like","Amino acid transport and metabolism",NA
"138","Ofaveolata007104",-1.22531660595622,-2.22918560638976,"dynactin binding","Intracellular trafficking, secretion, and vesicular transport",NA
"139","Ofaveolata007437",1.53502080355042,15.9665557352267,"acetyl-CoA metabolic process","Energy production and conversion",NA
"140","Ofaveolata007460",-1.16993881135695,-1.34158149414455,NA,NA,NA
"141","Ofaveolata007795",1.94042193194724,1.05078018556401,"polycystic kidney disease protein 1-like","",NA
"142","Ofaveolata007927",-3.11443185185854,-3.57538821925591,"asparaginase activity","Amino acid transport and metabolism",NA
"143","Ofaveolata007940",1.3764929971942,-2.75272480451081,"Globin","Energy production and conversion",NA
"144","Ofaveolata007956",-1.77212137843267,-2.79847399840112,"E3 ubiquitin-protein ligase synoviolin","Posttranslational modification, protein turnover, chaperones",NA
"145","Ofaveolata007983",1.33737642480777,1.23360225093014,NA,NA,NA
"146","Ofaveolata007989",-1.04368674130592,-3.44108100818614,"subunit of the gamma-secretase complex, an endoprotease complex that catalyzes the intramembrane cleavage of integral membrane proteins such as Notch receptors","Signal transduction mechanisms",NA
"147","Ofaveolata008090",-1.20597755974371,-1.02897416377692,NA,NA,NA
"148","Ofaveolata008149",-1.50699431576785,-3.67081188974158,NA,NA,NA
"149","Ofaveolata008257",1.53297695326702,-6.50509381087829,NA,NA,NA
"150","Ofaveolata008267",1.03087653412954,-4.17394155779831,"peroxidase activity","Signal transduction mechanisms",NA
"151","Ofaveolata008394",2.0991352826723,-23.7791279089227,"peptidyl-prolyl cis-trans isomerase activity","Posttranslational modification, protein turnover, chaperones",NA
"152","Ofaveolata008535",2.15655636550059,-2.57569365622278,NA,NA,NA
"153","Ofaveolata009043",1.04066910020117,-4.51191940839615,NA,NA,NA
"154","Ofaveolata009049",1.26196218079518,-2.44637368134559,NA,NA,NA
"155","Ofaveolata009102",-1.24053740558495,-1.46080173902168,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",NA
"156","Ofaveolata009257",2.50613782739102,-1.52072448122382,"Belongs to the glycosyltransferase 43 family","Posttranslational modification, protein turnover, chaperones",NA
"157","Ofaveolata009302",2.51452990634379,-9.52944462800291,"neurogenic locus notch homolog protein","Signal transduction mechanisms",NA
"158","Ofaveolata009338",-1.22683690421796,-2.91098207991236,NA,NA,NA
"159","Ofaveolata009407",-1.2676100009965,-3.62872172044744,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",NA
"160","Ofaveolata009599",-2.45204698507145,2.25192370814777,NA,NA,NA
"161","Ofaveolata009607",-1.4450259987609,-1.49612283977896,NA,NA,NA
"162","Ofaveolata009609",3.20658420108314,4.6728561898563,"RNA binding motif protein","RNA processing and modification",NA
"163","Ofaveolata009789",-1.04368674130592,-1.09386584173779,NA,NA,NA
"164","Ofaveolata010071",-1.45608923166815,2.20424806101115,NA,NA,NA
"165","Ofaveolata010190",2.44985647966811,5.0809244415307,"neurotrophin receptor activity","Signal transduction mechanisms",NA
"166","Ofaveolata010222",2.76112546492868,-3.31931184061921,NA,NA,NA
"167","Ofaveolata010287",-2.42674830738078,-2.27198800272309,NA,NA,NA
"168","Ofaveolata010299",-1.60278987864725,-1.79466515331773,"acyl-coenzyme A thioesterase",NA,NA
"169","Ofaveolata010384",-2.23659552409882,-2.8554939731791,"procollagen-proline 3-dioxygenase activity",NA,NA
"170","Ofaveolata010491",-1.0852187429104,-1.47149112879792,"Arrestin (or S-antigen), N-terminal domain",NA,NA
"171","Ofaveolata010511",-1.9920992900887,-2.64019005376169,NA,NA,NA
"172","Ofaveolata010570",1.7467672256942,-4.31961685432578,NA,NA,NA
"173","Ofaveolata010732",-1.73601640785883,-4.2094288431406,"positive regulation of TOR signaling",NA,NA
"174","Ofaveolata010794",-1.09608990474356,2.39302469841433,"D-arabinitol dehydrogenase 1-like","Secondary metabolites biosynthesis, transport and catabolism",NA
"175","Ofaveolata010796",1.46856701711333,-6.76400692103824,"glutathione peroxidase activity","Posttranslational modification, protein turnover, chaperones",NA
"176","Ofaveolata010797",1.53156658382109,1.3124102864763,NA,NA,NA
"177","Ofaveolata011077",3.75527196991342,1.31402281115521,"neuronal",NA,NA
"178","Ofaveolata011147",-2.70696188636589,-2.83626773487227,"cysteine-type endopeptidase inhibitor activity",NA,NA
"179","Ofaveolata011228",-1.2747702071768,-2.39090481598096,"negative regulation of protein localization to centrosome","Nuclear structure",NA
"180","Ofaveolata011375",-2.50271832199385,-1.27292806899148,"Universal stress protein family","Signal transduction mechanisms",NA
"181","Ofaveolata011707",-1.05932089822565,-1.61993962284081,NA,NA,NA
"182","Ofaveolata012632",2.07024975351726,-5.9526848521637,NA,NA,NA
"183","Ofaveolata012655",1.33063838993531,-2.66045228689368,"zinc ion binding","Posttranslational modification, protein turnover, chaperones",NA
"184","Ofaveolata012694",1.33227978177128,-12.587589297146,NA,NA,NA
"185","Ofaveolata012700",2.3582261484006,-1.1171703427108,NA,NA,NA
"186","Ofaveolata012701",1.92434105512238,-4.12516510887478,NA,NA,NA
"187","Ofaveolata012705",1.18657642694193,-9.03174236373255,NA,NA,NA
"188","Ofaveolata012707",1.01169070625315,-4.65651399763957,NA,NA,NA
"189","Ofaveolata012708",1.31377641814493,-4.58717657292032,NA,NA,NA
"190","Ofaveolata012743",-1.21317102157592,-1.32133623239856,NA,NA,NA
"191","Ofaveolata012750",1.89395319267637,1.14849019268965,NA,NA,NA
"192","Ofaveolata012781",-1.70267074934397,-2.90278990719615,NA,NA,NA
"193","Ofaveolata012899",1.48928967764195,-3.31527657560434,"sulfuric ester hydrolase activity","Inorganic ion transport and metabolism",NA
"194","Ofaveolata012935",-1.50310296352595,-2.53803084701144,"histone binding","Replication, recombination and repair",NA
"195","Ofaveolata012985",-1.21830185912115,-6.00895278995475,NA,NA,NA
"196","Ofaveolata013005",1.27858234752362,2.29192584086773,"Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family","Inorganic ion transport and metabolism",NA
"197","Ofaveolata013087",-1.90199470637911,12.3107945565034,"calcium ion binding","",NA
"198","Ofaveolata013095",-2.73057835907215,-8.58680112361213,NA,NA,NA
"199","Ofaveolata013130",1.14872545649491,-1.11197794236502,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","Intracellular trafficking, secretion, and vesicular transport",NA
"200","Ofaveolata013287",-1.09771454828816,-1.81269191959882,"Si dkey-5i3.5","Cell cycle control, cell division, chromosome partitioning",NA
"201","Ofaveolata013335",1.09608990474356,1.04755366134391,NA,NA,NA
"202","Ofaveolata013348",-1.03437208819911,-1.24251479437417,NA,NA,NA
"203","Ofaveolata013368",-2.65390160025894,-4.7950974155817,NA,NA,NA
"204","Ofaveolata013370",-2.75704042128282,-6.67304835024071,NA,NA,NA
"205","Ofaveolata013386",-2.3530242027685,-2.13678025332537,NA,NA,NA
"206","Ofaveolata013485",-1.93064546206095,-2.86053552006415,"glycogen (starch) synthase activity","Carbohydrate transport and metabolism",NA
"207","Ofaveolata013730",-1.26003627448395,-1.77503938454885,NA,NA,NA
"208","Ofaveolata013818",-1.22523667662003,-4.12383651214081,"Glutathione S-transferase, N-terminal domain","Posttranslational modification, protein turnover, chaperones",NA
"209","Ofaveolata013894",-2.52817472155021,-2.81331282666201,"cilium disassembly","Cytoskeleton",NA
"210","Ofaveolata013958",-1.63595734580396,-1.62308681481055,"TENA/THI-4/PQQC family","Transcription",NA
"211","Ofaveolata013965",-1.54657415998636,-1.88314988846244,NA,NA,NA
"212","Ofaveolata014189",1.8451027477164,-2.79079932949294,"alpha-L-fucosidase activity","Carbohydrate transport and metabolism",NA
"213","Ofaveolata014321",-1.20388841632919,-2.44809358314255,NA,NA,NA
"214","Ofaveolata014545",-1.2617060226448,-2.39589173110382,"Meiosis expressed gene 1 protein homolog",NA,NA
"215","Ofaveolata014737",-1.22683690421796,-1.14235224393418,"7 transmembrane receptor (rhodopsin family)","Signal transduction mechanisms",NA
"216","Ofaveolata014914",2.32335254612239,-1.72051281485042,"Dermatopontin",NA,NA
"217","Ofaveolata014970",-1.66570905553085,-1.66444813326895,"negative regulation of protein localization to ciliary membrane",NA,NA
"218","Ofaveolata014975",2.08682592207563,-12.0187311964293,NA,NA,NA
"219","Ofaveolata014995",-1.24467395552498,-1.02116757120956,"Functions as actin-binding component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks","Cytoskeleton",NA
"220","Ofaveolata015101",-1.41037629814796,-9.02519435130286,NA,NA,NA
"221","Ofaveolata015217",-1.05530810923278,-3.61935782501312,"O-fucosyltransferase 2","Carbohydrate transport and metabolism",NA
"222","Ofaveolata015357",-1.02605050319736,-4.86687247479937,"vesicle fusion with Golgi apparatus","Intracellular trafficking, secretion, and vesicular transport",NA
"223","Ofaveolata015516",-1.31325540482869,-2.78161407799695,NA,NA,NA
"224","Ofaveolata015525",-1.27382652985221,1.59054039366827,NA,NA,NA
"225","Ofaveolata015532",-1.41152545682127,-1.51984337066718,"ATPase activity, coupled to transmembrane movement of substances","Secondary metabolites biosynthesis, transport and catabolism",NA
"226","Ofaveolata015761",-1.68597606440008,-1.38366900096074,"carbohydrate binding","",NA
"227","Ofaveolata015856",-8.93959062440356,-1.02810202912134,NA,NA,NA
"228","Ofaveolata016020",1.70165540738826,5.85963748269041,"Universal stress protein family","Signal transduction mechanisms",NA
"229","Ofaveolata016131",1.05475910964598,-8.58783758380048,NA,NA,NA
"230","Ofaveolata016157",-1.09630831882846,-3.1724800377616,NA,NA,NA
"231","Ofaveolata016206",-1.08193700925088,-1.10278145429706,"myo-inositol transport","Intracellular trafficking, secretion, and vesicular transport",NA
"232","Ofaveolata016235",1.30743932869966,-1.04082925566494,NA,NA,NA
"233","Ofaveolata016246",1.03347590255697,-3.8404847588624,NA,NA,NA
"234","Ofaveolata016252",1.56512081535679,-1.32955254049237,NA,NA,NA
"235","Ofaveolata016255",2.09069410643556,-2.09305188200226,NA,NA,NA
"236","Ofaveolata016258",2.3260250494036,-12.7616230021301,NA,NA,NA
"237","Ofaveolata016260",2.23049486348853,-7.00066871265098,NA,NA,NA
"238","Ofaveolata016327",-1.27210854607477,-2.76844323062574,"ubiquitin-protein transferase activity",NA,NA
"239","Ofaveolata016434",-2.16698919184499,-2.82268496359863,NA,NA,NA
"240","Ofaveolata016491",-2.68717104160046,-1.36988240213359,NA,NA,NA
"241","Ofaveolata016588",1.68668624715093,-19.7113499581748,NA,NA,NA
"242","Ofaveolata016589",1.68597606440008,-6.80785255498171,NA,NA,NA
"243","Ofaveolata016590",2.5053212744702,-9.91753587445421,NA,NA,NA
"244","Ofaveolata016591",1.89621430873026,-5.77037315761922,NA,NA,NA
"245","Ofaveolata016596",1.46055299600868,-12.079804388673,NA,NA,NA
"246","Ofaveolata016643",1.34978853970638,-10.2349603633209,NA,NA,NA
"247","Ofaveolata016659",-1.2747702071768,-1.65435952916062,"mitochondrial electron transport, NADH to ubiquinone","Energy production and conversion",NA
"248","Ofaveolata016671",3.55370951490299,5.49268762794158,"NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 4",NA,NA
"249","Ofaveolata016958",-1.83059258291608,-2.85364021400483,"organic anion transmembrane transporter activity","Transcription",NA
"250","Ofaveolata016995",-2.76112546492868,-2.00457442841696,"Thiamin pyrophosphokinase 1","Coenzyme transport and metabolism",NA
"251","Ofaveolata017051",-1.54400956790803,-1.27397098932756,"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","Intracellular trafficking, secretion, and vesicular transport",NA
"252","Ofaveolata017057",1.60355682564457,-9.68958361213789,NA,NA,NA
"253","Ofaveolata017058",1.77273589598288,-9.91960592820442,NA,NA,NA
"254","Ofaveolata017062",2.04182510891013,-14.97149561274,NA,NA,NA
"255","Ofaveolata017075",1.13565217100107,1.26224537292781,NA,NA,NA
"256","Ofaveolata017130",2.22884734357478,-2.00243167911632,NA,NA,NA
"257","Ofaveolata017133",1.44950578657865,-1.02278080655392,NA,NA,NA
"258","Ofaveolata017138",1.2867135898304,-18.6712704769281,NA,NA,NA
"259","Ofaveolata017139",1.18425560821223,-19.400206743368,NA,NA,NA
"260","Ofaveolata017140",1.36493592932428,-14.97149561274,NA,NA,NA
"261","Ofaveolata017141",1.34978853970638,-20.5027937961732,NA,NA,NA
"262","Ofaveolata017142",1.31759816373004,-13.9073054671599,"Galactose binding lectin domain",NA,NA
"263","Ofaveolata017270",1.24129641445093,1.24286029297298,"negative regulation of Ras protein signal transduction","Signal transduction mechanisms",NA
"264","Ofaveolata017337",-1.69608903356911,-2.63740937319113,"Defective in cullin neddylation 1 domain containing",NA,NA
"265","Ofaveolata017468",-2.20204410243059,-3.17375820065368,"Argininosuccinate","Amino acid transport and metabolism",NA
"266","Ofaveolata017552",1.89395319267637,1.69903114280433,"mitochondrial fusion","Posttranslational modification, protein turnover, chaperones",NA
"267","Ofaveolata017578",1.4170627559985,1.49274801298857,NA,NA,NA
"268","Ofaveolata017589",-2.1394113467082,-4.15013675663658,NA,NA,NA
"269","Ofaveolata017838",1.73685858325787,4.40388409814374,"Tyrosine kinase, catalytic domain","Signal transduction mechanisms",NA
"270","Ofaveolata017869",1.78021251121619,-7.83585877427722,NA,NA,NA
"271","Ofaveolata017873",2.45204698507145,3.91376365417485,NA,NA,NA
"272","Ofaveolata017910",4.25258419459134,2.09493986605018,NA,NA,NA
"273","Ofaveolata018164",-3.24012252413146,-1.2592910872086,NA,NA,NA
"274","Ofaveolata018302",-1.81362692201362,-1.70815496594711,"ectonucleotide pyrophosphatase phosphodiesterase",NA,NA
"275","Ofaveolata018371",-1.36131665575039,-1.14661169628671,"positive regulation of interleukin-10 biosynthetic process",NA,NA
"276","Ofaveolata018388",-2.79630038081204,-1.68491906803502,"sequence-specific DNA binding","Transcription",NA
"277","Ofaveolata018491",-1.06824013633952,-2.43549748249935,"translation initiation factor activity","Translation, ribosomal structure and biogenesis",NA
"278","Ofaveolata018785",1.33737642480777,-1.31200599509131,NA,NA,NA
"279","Ofaveolata018790",-1.24957041541422,-1.08511047151956,NA,NA,NA
"280","Ofaveolata018927",-2.59006401709578,-3.75922580275665,"Belongs to the SelWTH family. Selenoprotein T subfamily",NA,NA
