"row_label","comparison","gene","lpv.Star_Emerald","lpv.MacN_Emerald","annot","KOG","lpv_x","lpv_y","rel_class","abs_x","abs_y","delta_log10p","p_x","p_y","p_ratio","x_axis_name","y_axis_name","x_col","y_col","filter_type","relationship_category","discord_direction","delta_cut_used","high_cut_used","low_cut_used","ratio_cut_used","lpv.Star_Rainbow","lpv.MacN_Rainbow"
"Urban Sites vs Rainbow Reef_6","Urban Sites vs Rainbow Reef","Ofaveolata017261",NA,NA,"beta-galactosidase activity","Carbohydrate transport and metabolism",1.28469609647302,-4.60707762751911,"Inverse",1.28469609647302,4.60707762751911,3.32238153104609,0.0519163203429662,2.4712823787166e-05,2100.78462866423,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,1.28469609647302,-4.60707762751911
"Urban Sites vs Rainbow Reef_7","Urban Sites vs Rainbow Reef","Ofaveolata019852",NA,NA,NA,NA,-1.09320636698852,1.73174781368288,"Inverse",1.09320636698852,1.73174781368288,0.638541446694354,0.0806851541403571,0.0185460824555672,4.3505227766383,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,-1.09320636698852,1.73174781368288
"Urban Sites vs Rainbow Reef_8","Urban Sites vs Rainbow Reef","Ofaveolata024200",NA,NA,"Cellular repressor of E1A-stimulated genes 2","Transcription",2.14659207000168,-1.32496764484218,"Inverse",2.14659207000168,1.32496764484218,0.821624425159503,0.00713522922931512,0.0473186510281882,6.6316931814579,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,2.14659207000168,-1.32496764484218
"Urban Sites vs Rainbow Reef_9","Urban Sites vs Rainbow Reef","Ofaveolata025330",NA,NA,NA,NA,-4.2655889202669,2.42164433092228,"Inverse",4.2655889202669,2.42164433092228,1.84394458934462,5.42514162091242e-05,0.00378752640363125,69.8143323859305,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,-4.2655889202669,2.42164433092228
"Urban Sites vs Rainbow Reef_10","Urban Sites vs Rainbow Reef","Ofaveolata026244",NA,NA,"regulation of cell cycle",NA,-1.39990339057585,1.90578061449158,"Inverse",1.39990339057585,1.90578061449158,0.505877223915736,0.0398195739909683,0.0124227969142481,3.20536303264348,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,-1.39990339057585,1.90578061449158
"Urban Sites vs Rainbow Reef_11","Urban Sites vs Rainbow Reef","Ofaveolata027650",NA,NA,NA,NA,1.67150280706263,-1.62252073226022,"Inverse",1.67150280706263,1.62252073226022,0.0489820748024052,0.0213057679651389,0.0238494994050015,1.11939168041372,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,1.67150280706263,-1.62252073226022
"Urban Sites vs Rainbow Reef_12","Urban Sites vs Rainbow Reef","Ofaveolata031080",NA,NA,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",1.41041064159537,-2.38289978295872,"Inverse",1.41041064159537,2.38289978295872,0.972489141363354,0.0388677462187243,0.0041409521968999,9.38618568159817,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,1.41041064159537,-2.38289978295872
"Urban Sites vs Rainbow Reef_13","Urban Sites vs Rainbow Reef","Ofaveolata031366",NA,NA,"Sea anemone cytotoxic protein",NA,1.22406366730057,-1.56309752816143,"Inverse",1.22406366730057,1.56309752816143,0.339033860860859,0.0596947767997892,0.0273465454447875,2.18290010050127,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,1.22406366730057,-1.56309752816143
"Urban Sites vs Rainbow Reef_14","Urban Sites vs Rainbow Reef","Ofaveolata031416",NA,NA,"Sea anemone cytotoxic protein",NA,1.53664651062168,-2.23858864169844,"Inverse",1.53664651062168,2.23858864169844,0.701942131076757,0.0290638731505776,0.0057731302818159,5.03433522748005,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,1.53664651062168,-2.23858864169844
"Urban Sites vs Rainbow Reef_15","Urban Sites vs Rainbow Reef","Ofaveolata031936",NA,NA,"calcium ion transport","",-1.26362704650303,1.45319743767525,"Inverse",1.26362704650303,1.45319743767525,0.18957039117222,0.0544970449228555,0.0352210713645256,1.54728527019608,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,-1.26362704650303,1.45319743767525
"Urban Sites vs Rainbow Reef_16","Urban Sites vs Rainbow Reef","Ofaveolata034305",NA,NA,NA,NA,1.11703264646715,-1.25428693528836,"Inverse",1.11703264646715,1.25428693528836,0.137254288821206,0.0763778367230895,0.0556817741837037,1.37168468215661,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,1.11703264646715,-1.25428693528836
"Urban Sites vs Rainbow Reef_17","Urban Sites vs Rainbow Reef","Ofaveolata035187",NA,NA,"regulation of mitotic cell cycle","Posttranslational modification, protein turnover, chaperones",1.69627358687499,-1.09812013952827,"Inverse",1.69627358687499,1.09812013952827,0.598153447346725,0.0201245608953951,0.0797773967341573,3.96418074157393,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,1.69627358687499,-1.09812013952827
"Urban Sites vs Rainbow Reef_18","Urban Sites vs Rainbow Reef","Ofaveolata036421",NA,NA,"fibroblast growth factor-activated receptor activity","Signal transduction mechanisms",1.54752595347884,-2.17593825882958,"Inverse",1.54752595347884,2.17593825882958,0.628412305350738,0.0283448423938509,0.00666901572068928,4.250228756534,"Star Island vs Rainbow Reef","MacArthur North vs Rainbow Reef","lpv.Star_Rainbow","lpv.MacN_Rainbow","inverse","Inverse",NA,NA,NA,NA,NA,1.54752595347884,-2.17593825882958
"Urban Sites vs Emerald Reef_16","Urban Sites vs Emerald Reef","Ofaveolata000351",1.04101389016393,7.42010811016045,NA,NA,1.04101389016393,7.42010811016045,"Direct",1.04101389016393,7.42010811016045,6.37909421999652,0.0909884171082657,3.80094766471658e-08,2393835.04153168,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_17","Urban Sites vs Emerald Reef","Ofaveolata000830",-1.23838249313702,-14.6227863710687,NA,NA,-1.23838249313702,-14.6227863710687,"Direct",1.23838249313702,14.6227863710687,13.3844038779317,0.057758712906411,2.38349161769475e-15,24232815621258.1,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_18","Urban Sites vs Emerald Reef","Ofaveolata001445",-1.2514943254452,-4.34899656037272,"protein transport","Posttranslational modification, protein turnover, chaperones",-1.2514943254452,-4.34899656037272,"Direct",1.2514943254452,4.34899656037272,3.09750223492752,0.0560409739711432,4.47716850095219e-05,1251.70571443145,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_19","Urban Sites vs Emerald Reef","Ofaveolata002540",-4.17888270867491,-1.0208913998423,NA,NA,-4.17888270867491,-1.0208913998423,"Direct",4.17888270867491,1.0208913998423,3.15799130883261,6.62395374822611e-05,0.095303445107644,1438.76978508744,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","Star Island vs Emerald Reef >> MacArthur North vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_20","Urban Sites vs Emerald Reef","Ofaveolata002685",-1.17378923839159,-5.23809315057019,NA,NA,-1.17378923839159,-5.23809315057019,"Direct",1.17378923839159,5.23809315057019,4.06430391217861,0.0670209780994077,5.77972066549327e-06,11595.885333965,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_21","Urban Sites vs Emerald Reef","Ofaveolata003605",-1.18908459729574,-9.65493991311118,NA,NA,-1.18908459729574,-9.65493991311118,"Direct",1.18908459729574,9.65493991311118,8.46585531581544,0.0647016569515507,2.21340092389302e-10,292317836.561443,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_22","Urban Sites vs Emerald Reef","Ofaveolata003915",1.08841740344928,5.55383091126687,"FG-GAP repeat",NA,1.08841740344928,5.55383091126687,"Direct",1.08841740344928,5.55383091126687,4.46541350781759,0.0815797925386625,2.79363130528073e-06,29202.0612685913,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_23","Urban Sites vs Emerald Reef","Ofaveolata003918",1.07798724336697,7.39369591880001,"polysaccharide catabolic process","Carbohydrate transport and metabolism",1.07798724336697,7.39369591880001,"Direct",1.07798724336697,7.39369591880001,6.31570867543304,0.0835627562953909,4.03928113473066e-08,2068753.16444056,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_24","Urban Sites vs Emerald Reef","Ofaveolata004174",1.1285539743868,3.55042217207805,NA,NA,1.1285539743868,3.55042217207805,"Direct",1.1285539743868,3.55042217207805,2.42186819769125,0.0743782619399294,0.000281564454866833,264.160694485058,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_25","Urban Sites vs Emerald Reef","Ofaveolata004517",-1.29428376507059,-4.40649866246858,NA,NA,-1.29428376507059,-4.40649866246858,"Direct",1.29428376507059,4.40649866246858,3.11221489739799,0.0507827523074155,3.92194354203081e-05,1294.8363933133,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_26","Urban Sites vs Emerald Reef","Ofaveolata005325",-1.03190003799028,-7.11681057581745,"sequestering of actin monomers","Cytoskeleton",-1.03190003799028,-7.11681057581745,"Direct",1.03190003799028,7.11681057581745,6.08491053782717,0.0929180232542818,7.641690149073e-08,1215935.49910622,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_27","Urban Sites vs Emerald Reef","Ofaveolata005794",-1.24226618296039,-6.34502608103673,"protein homooligomerization","Posttranslational modification, protein turnover, chaperones",-1.24226618296039,-6.34502608103673,"Direct",1.24226618296039,6.34502608103673,5.10275989807634,0.0572445066756585,4.5182880952031e-07,126695.123173825,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_28","Urban Sites vs Emerald Reef","Ofaveolata006101",-1.09673035393046,-3.49116243998027,NA,NA,-1.09673035393046,-3.49116243998027,"Direct",1.09673035393046,3.49116243998027,2.39443208604981,0.0800331012713123,0.000322728678780095,247.988810829688,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_29","Urban Sites vs Emerald Reef","Ofaveolata006878",-1.27998969867177,-13.206531964657,NA,NA,-1.27998969867177,-13.206531964657,"Direct",1.27998969867177,13.206531964657,11.9265422659852,0.0524819908664955,6.21538500000895e-14,844388414658.463,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_30","Urban Sites vs Emerald Reef","Ofaveolata007369",1.02118023381872,5.6991065320188,NA,NA,1.02118023381872,5.6991065320188,"Direct",1.02118023381872,5.6991065320188,4.67792629820008,0.0952400832123969,1.99937136560171e-06,47635.0141104149,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_31","Urban Sites vs Emerald Reef","Ofaveolata008306",1.18954926863897,3.91264828995925,NA,NA,1.18954926863897,3.91264828995925,"Direct",1.18954926863897,3.91264828995925,2.72309902132028,0.0646324667387434,0.00012227895259715,528.565753680242,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_32","Urban Sites vs Emerald Reef","Ofaveolata009751",1.07383389344484,11.6081705374449,"intracellular protein transport","Signal transduction mechanisms",1.07383389344484,11.6081705374449,"Direct",1.07383389344484,11.6081705374449,10.5343366440001,0.0843657373477535,2.46507117045932e-12,34224463114.3991,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_33","Urban Sites vs Emerald Reef","Ofaveolata010074",1.18007660389195,4.1770471721525,"lipid transport","Signal transduction mechanisms",1.18007660389195,4.1770471721525,"Direct",1.18007660389195,4.1770471721525,2.99697056826054,0.0660576920563073,6.65200899556072e-05,993.048748135963,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_34","Urban Sites vs Emerald Reef","Ofaveolata010661",-1.1330980860442,-4.23582288921176,NA,NA,-1.1330980860442,-4.23582288921176,"Direct",1.1330980860442,4.23582288921176,3.10272480316757,0.073604084281969,5.81001308904092e-05,1266.84885479525,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_35","Urban Sites vs Emerald Reef","Ofaveolata011609",1.26632470691604,5.80947961335549,NA,NA,1.26632470691604,5.80947961335549,"Direct",1.26632470691604,5.80947961335549,4.54315490643945,0.0541595806593305,1.55067357677962e-06,34926.4870894407,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
"Urban Sites vs Emerald Reef_36","Urban Sites vs Emerald Reef","Ofaveolata011737",1.08041144689214,7.39369591880001,"THAP domain containing","Transcription",1.08041144689214,7.39369591880001,"Direct",1.08041144689214,7.39369591880001,6.31328447190787,0.0830976138349419,4.03928113473066e-08,2057237.68817302,"Star Island vs Emerald Reef","MacArthur North vs Emerald Reef","lpv.Star_Emerald","lpv.MacN_Emerald","discordant","Direct (discordant significance)","MacArthur North vs Emerald Reef >> Star Island vs Emerald Reef",2,2,1.3,100,NA,NA
