"","comparison","gene","lpv.LC_CC","lpv.CH_CC","lpv.LH_CC","annot","KOG"
"230","stress_control","Ofaveolata017869",1.78021251121619,-7.83585877427722,-8.29271521570646,NA,NA
"231","stress_control","Ofaveolata017873",2.45204698507145,3.91376365417485,2.94497547517873,NA,NA
"232","stress_control","Ofaveolata017910",4.25258419459134,2.09493986605018,1.97556506096537,NA,NA
"233","stress_control","Ofaveolata018164",-3.24012252413146,-1.2592910872086,-1.93813580961663,NA,NA
"234","stress_control","Ofaveolata018302",-1.81362692201362,-1.70815496594711,-2.20667597558153,"ectonucleotide pyrophosphatase phosphodiesterase",NA
"235","stress_control","Ofaveolata018388",-2.79630038081204,-1.68491906803502,-1.11945542063828,"sequence-specific DNA binding","Transcription"
"236","stress_control","Ofaveolata018491",-1.06824013633952,-2.43549748249935,-5.45802095204781,"translation initiation factor activity","Translation, ribosomal structure and biogenesis"
"237","stress_control","Ofaveolata018790",-1.24957041541422,-1.08511047151956,-1.14617377539199,NA,NA
"238","stress_control","Ofaveolata018927",-2.59006401709578,-3.75922580275665,-4.71460465581073,"Belongs to the SelWTH family. Selenoprotein T subfamily",NA
"239","stress_control","Ofaveolata019014",1.87810439404193,-10.9408060456367,-9.87557298218378,"Metalloendopeptidase activity. It is involved in the biological process described with proteolysis","Amino acid transport and metabolism"
"240","stress_control","Ofaveolata019340",-1.38782384635323,-2.72103597148516,-2.32409021902766,"furry homolog","RNA processing and modification"
"241","stress_control","Ofaveolata019617",-1.10032905918436,-2.8414777859562,-4.07001373393297,"tripeptidyl-peptidase activity","Posttranslational modification, protein turnover, chaperones"
"242","stress_control","Ofaveolata019732",2.74298533119056,2.18845247009372,2.50089080886806,"NACHT and WD repeat","Chromatin structure and dynamics"
"243","stress_control","Ofaveolata019868",-2.54083216685446,-2.4473405566847,-1.47307358967581,NA,NA
"244","stress_control","Ofaveolata019918",3.6889655418075,4.3723852085555,3.67328038168734,"Rho guanyl-nucleotide exchange factor activity","Signal transduction mechanisms"
"245","stress_control","Ofaveolata019954",-1.59981961280982,-1.31801502919585,-2.29774052729844,"ITP binding",NA
"246","stress_control","Ofaveolata020644",1.12876742625351,-4.97136345907369,-3.19142455313453,"Metalloendopeptidase activity. It is involved in the biological process described with proteolysis","Amino acid transport and metabolism"
"247","stress_control","Ofaveolata021137",1.04177480057793,-2.46702638300407,-1.48192525719124,"Pregnancy-associated plasma protein-A",NA
"248","stress_control","Ofaveolata021396",2.04319654913076,-4.04135691457011,-2.75610282246124,"glutamic-type peptidase activity","Posttranslational modification, protein turnover, chaperones"
"249","stress_control","Ofaveolata021422",-1.9470773631423,-1.59147701775228,-3.38787712806097,NA,NA
"250","stress_control","Ofaveolata021550",-1.51237372920264,-1.49879445312729,-3.14835747393032,"Sparc osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2",NA
"251","stress_control","Ofaveolata021922",-1.69722988912979,3.53735941661921,2.5253433979694,"Suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)",""
"252","stress_control","Ofaveolata021968",1.68597606440008,-10.5503672684561,-6.94947025567985,"metallocarboxypeptidase activity","Translation, ribosomal structure and biogenesis"
"253","stress_control","Ofaveolata022011",-1.49503236793454,3.14536836222228,1.33288923827668,NA,NA
"254","stress_control","Ofaveolata022018",1.21830185912115,-11.3721336172056,-6.29849510834806,NA,NA
"255","stress_control","Ofaveolata022092",-1.16925653787703,-3.27616268534502,-5.35430749722693,"pyrimidine nucleotide transmembrane transporter activity","Energy production and conversion"
"256","stress_control","Ofaveolata022112",-1.54350395706759,-1.44411808530973,-1.24032936119703,NA,NA
"257","stress_control","Ofaveolata022261",2.3530242027685,-4.47592258138995,-2.82279535042005,NA,NA
"258","stress_control","Ofaveolata022366",1.61132420259456,-14.655350823485,-7.00701261609446,"G-protein coupled receptor activity","Posttranslational modification, protein turnover, chaperones"
"259","stress_control","Ofaveolata022387",1.68209932874252,4.38512507721468,2.26690482873938,NA,NA
"260","stress_control","Ofaveolata022464",-1.27847011823998,-4.94213702845535,-6.91911043443471,"Dynein, light chain","Cytoskeleton"
"261","stress_control","Ofaveolata022639",1.76588146293915,-6.68450826829124,-4.28288938169571,"carbohydrate binding","Posttranslational modification, protein turnover, chaperones"
"262","stress_control","Ofaveolata022676",-1.28846354978221,-3.05624055053163,-3.79121252535743,"Phosphoenolpyruvate phosphomutase","Energy production and conversion"
"263","stress_control","Ofaveolata022700",-1.25041226390366,-1.05644814380947,-1.2866739132695,"Functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks","Cytoskeleton"
"264","stress_control","Ofaveolata022807",-1.16372970027616,-2.08487865769072,-4.26653672435892,"peptidase inhibitor activity",""
"265","stress_control","Ofaveolata022881",-1.40531128853772,-6.64826855013435,-5.05351817572253,"bleomycin hydrolase","Amino acid transport and metabolism"
"266","stress_control","Ofaveolata022899",1.06751075634772,-1.25051483415514,-1.67407006201049,NA,NA
"267","stress_control","Ofaveolata023024",1.2548796197774,-1.23256175134392,-2.74917504326312,"Isocitrate lyase family","Energy production and conversion"
"268","stress_control","Ofaveolata023156",-1.64432557984043,-1.84460942433407,-5.94334312834255,"Cystatin-like domain",NA
"269","stress_control","Ofaveolata023261",-1.04381823419796,-2.27795198695471,-1.89855053234284,"It is involved in the biological process described with chromatin remodeling",""
"270","stress_control","Ofaveolata023968",-1.39908274048239,-1.00274230129665,-1.15860751342476,"factor 19",NA
"271","stress_control","Ofaveolata024064",-1.4052888637301,-2.38476289649848,-2.54128368335801,"Amino acid permease","Amino acid transport and metabolism"
"272","stress_control","Ofaveolata024073",-1.10035856649153,-2.54362101120283,-1.72645925871519,"metal ion binding","Posttranslational modification, protein turnover, chaperones"
"273","stress_control","Ofaveolata024079",-1.50699431576785,3.90872860889547,1.75289147475628,"RNA-directed 5'-3' RNA polymerase activity","Translation, ribosomal structure and biogenesis"
"274","stress_control","Ofaveolata024308",-1.42838827356357,-6.62748189679582,-3.91482975214629,"positive regulation of exoribonuclease activity","Transcription"
"275","stress_control","Ofaveolata024342",1.06824013633952,-4.80550310560018,-2.87604642707143,"Animal haem peroxidase","Signal transduction mechanisms"
"276","stress_control","Ofaveolata024360",-2.68351564115862,-1.69955205816055,-2.10885643133189,NA,NA
"277","stress_control","Ofaveolata024364",-1.05937471605533,-2.85419107417347,-3.8755414210802,"acetate-CoA ligase activity","Lipid transport and metabolism"
"278","stress_control","Ofaveolata024468",-2.76112546492868,-1.12323846436787,-1.65791190557899,"ATP binding. It is involved in the biological process described with protein phosphorylation","Signal transduction mechanisms"
"279","stress_control","Ofaveolata024492",1.17150471047353,-2.4772813523866,-1.97093498497911,NA,NA
"280","stress_control","Ofaveolata024494",-1.68597606440008,-8.72056384873704,-7.81399350771707,"Protein of unknown function (DUF2615)",NA
"281","stress_control","Ofaveolata024742",-2.50613782739102,-1.97761717980299,-4.83218734723611,NA,NA
"282","stress_control","Ofaveolata024855",-1.54657415998636,-1.18485777313437,-1.61111293360612,"WW domain-containing oxidoreductase","Secondary metabolites biosynthesis, transport and catabolism"
"283","stress_control","Ofaveolata024904",-2.70696188636589,-2.58184017099427,-1.40757375221704,"Collagen triple helix",NA
"284","stress_control","Ofaveolata024921",-2.10112192568053,-1.27071350200835,-1.75811007909942,NA,NA
"285","stress_control","Ofaveolata024927",-5.36644142768254,-3.13077570428694,-4.4290616931488,"TNF receptor-associated factor","Posttranslational modification, protein turnover, chaperones"
"286","stress_control","Ofaveolata025070",-1.71823535672829,-2.60549407061647,-1.66799091536194,"positive regulation of NLRP3 inflammasome complex assembly","RNA processing and modification"
"287","stress_control","Ofaveolata025187",1.54290208624802,-3.27914824429758,-3.81233488209309,"-",""
"288","stress_control","Ofaveolata025189",1.46844551335222,-14.0511042475444,-7.79639104844407,"structural constituent of cuticle","Cell cycle control, cell division, chromosome partitioning"
"289","stress_control","Ofaveolata025190",1.00106376178653,-17.6072800825802,-11.9460955248228,"structural constituent of cuticle","Cell cycle control, cell division, chromosome partitioning"
"290","stress_control","Ofaveolata025193",1.3558602063724,-14.422557704266,-9.32047808031163,"structural constituent of cuticle","Cell cycle control, cell division, chromosome partitioning"
"291","stress_control","Ofaveolata025430",1.74353165027332,-4.30525900657968,-4.03174117538573,NA,NA
"292","stress_control","Ofaveolata025437",1.66724071961546,-13.8685159627922,-9.40427792990715,"peptidase inhibitor activity",""
"293","stress_control","Ofaveolata025439",1.26212738750264,-3.64785149565944,-1.88349296919356,"positive regulation of epithelial to mesenchymal transition",NA
"294","stress_control","Ofaveolata025475",-1.45103176532481,-2.14016564013972,-2.15302016786372,"Dehydrogenase reductase SDR family member","Secondary metabolites biosynthesis, transport and catabolism"
"295","stress_control","Ofaveolata025486",-1.61243671731311,-18.3087266390295,-19.4533588371248,"dolichyl-diphosphooligosaccharide-protein glycotransferase activity",""
"296","stress_control","Ofaveolata025694",-1.8451027477164,-13.8052634088092,-11.4397419915061,NA,NA
"297","stress_control","Ofaveolata025729",-1.00738517272433,-4.19450859206575,-3.13326324671068,"negative regulation of cell growth",NA
"298","stress_control","Ofaveolata025762",-1.26325865760689,-3.81612339693257,-3.20324512754015,"protein modification by small protein conjugation","Posttranslational modification, protein turnover, chaperones"
"299","stress_control","Ofaveolata025865",-2.32501984904525,-1.81949530316782,-2.0893064563941,NA,NA
"300","stress_control","Ofaveolata025891",-5.0667216275031,-9.94799586754967,-10.5356445329604,"antigen processing and presentation of exogenous peptide antigen via MHC class I","Posttranslational modification, protein turnover, chaperones"
"301","stress_control","Ofaveolata025892",-2.76112546492868,-2.44809358314255,-7.27949602237853,"antigen processing and presentation of exogenous peptide antigen via MHC class I","Posttranslational modification, protein turnover, chaperones"
"302","stress_control","Ofaveolata026043",-1.73012683315058,-1.82803201797822,-1.39725458266182,NA,NA
"303","stress_control","Ofaveolata026055",-1.67062550953332,-2.23661746122228,-1.93495446821308,"ubiquitin-like protein-specific protease activity",""
"304","stress_control","Ofaveolata026139",2.09069410643556,1.80720358345114,1.59929185029035,"adenylate cyclase-activating G-protein coupled receptor signaling pathway","Signal transduction mechanisms"
"305","stress_control","Ofaveolata026176",-3.64180963442182,-1.54514469498608,-1.0897865943094,"lipid metabolic process","Carbohydrate transport and metabolism"
"306","stress_control","Ofaveolata026191",-4.66281835413847,-3.91989608230995,-3.39355778751783,NA,NA
"307","stress_control","Ofaveolata026192",-3.11443185185854,-1.4585304052226,-1.17066034512314,NA,NA
"308","stress_control","Ofaveolata026239",-1.67081569117031,-2.46307509438819,-4.40703348334025,"Family with sequence similarity 69 member C",NA
"309","stress_control","Ofaveolata026390",2.05642807258061,-3.32867001855596,-2.39169165513484,NA,NA
"310","stress_control","Ofaveolata026393",-1.53140547601467,2.94639202474404,3.33334599561502,NA,NA
"311","stress_control","Ofaveolata026674",1.89664915048427,-2.79079932949294,-2.25947884237902,"structural constituent of cytoskeleton","Cytoskeleton"
"312","stress_control","Ofaveolata026759",1.01540382817686,-4.66583969601117,-3.7180452947239,"proton channel activity","Translation, ribosomal structure and biogenesis"
"313","stress_control","Ofaveolata026871",1.89860751650264,2.81319338693483,1.49965344388443,NA,NA
"314","stress_control","Ofaveolata026978",-1.5755857857469,-1.70086013374864,-1.37415141167112,NA,NA
"315","stress_control","Ofaveolata027055",-1.68597606440008,-1.51435415830404,-3.17525084974586,"Myosin, light","Cytoskeleton"
"316","stress_control","Ofaveolata027109",-1.25519986901484,16.3913458578988,11.0601104459174,NA,NA
"317","stress_control","Ofaveolata027450",1.39495750050306,-19.6411799405788,-14.0224200066319,NA,NA
"318","stress_control","Ofaveolata027542",-3.54332130708222,-2.36204194245108,-1.0542131332785,"Eukaryotic-type carbonic anhydrase","Inorganic ion transport and metabolism"
"319","stress_control","Ofaveolata027545",-3.60058499797165,-7.68563367192141,-7.4802450754109,"carbonic anhydrase","Inorganic ion transport and metabolism"
"320","stress_control","Ofaveolata027747",-2.32823989835467,-2.40554862903983,-3.05115759769955,NA,NA
"321","stress_control","Ofaveolata027775",1.22660152675895,-3.97566042539644,-2.96469922778488,"protein serine/threonine kinase activity","Signal transduction mechanisms"
"322","stress_control","Ofaveolata027889",-3.95938040254886,-3.87243828056466,-4.1812978503127,"tachykinin receptor activity",NA
"323","stress_control","Ofaveolata028098",-2.63609619412422,-1.35533290368626,-2.19942328132333,NA,NA
"324","stress_control","Ofaveolata028190",-3.72730672978582,-7.05965612495633,-2.7852301224866,"camera-type eye development","Transcription"
"325","stress_control","Ofaveolata028207",-1.84046334735272,-2.74954022701854,-4.08041719267366,"Cupin-like domain",""
"326","stress_control","Ofaveolata028767",-1.22803663289184,-8.96415525828793,-8.1753595207042,"PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","Posttranslational modification, protein turnover, chaperones"
"327","stress_control","Ofaveolata028919",-1.38693937086338,-1.31662548040442,-1.56351924967142,"SHC (Src homology 2 domain containing) transforming protein","Signal transduction mechanisms"
"328","stress_control","Ofaveolata029062",-1.53795001274363,-3.3970425054372,-6.59602179278511,"Ankyrin repeat and SOCS box","Cell wall/membrane/envelope biogenesis"
"329","stress_control","Ofaveolata029114",1.09608990474356,1.67206920892642,2.53223119321802,NA,NA
"330","stress_control","Ofaveolata029115",1.76588146293915,1.42061296613463,1.94925639266125,NA,NA
"331","stress_control","Ofaveolata029215",-3.75527196991342,-2.02482040294951,-3.39304775819961,NA,NA
"332","stress_control","Ofaveolata029232",-3.19540809880706,-3.16746272814648,-4.16451841219406,NA,NA
"333","stress_control","Ofaveolata029312",-1.4450259987609,-1.04585885328114,-5.13664562123681,NA,NA
"334","stress_control","Ofaveolata029423",1.64219236817661,-4.85294660189783,-2.61090644258439,"miRNA binding","Posttranslational modification, protein turnover, chaperones"
"335","stress_control","Ofaveolata029433",-1.18901141373708,-1.4417692491919,-1.10933624947699,"Caspase domain","Signal transduction mechanisms"
"336","stress_control","Ofaveolata029486",2.22726483984296,1.6307678929545,1.00850101751175,"neuronal calcium sensor","Signal transduction mechanisms"
"337","stress_control","Ofaveolata029525",-1.85263283831004,1.63901462213604,1.54631253378267,"Interferon induced with helicase C domain 1","RNA processing and modification"
"338","stress_control","Ofaveolata029659",-1.62354166109037,-1.48993400090991,-1.92748502629867,"Specifically binds 5-hydroxymethylcytosine (5hmC)- containing DNA in stem cells, suggesting that it acts as a specific reader of 5hmC in stem cells. May act as a peptidase",NA
"339","stress_control","Ofaveolata029736",-1.2747702071768,-2.63740937319113,-3.43773929612646,"Belongs to the uridine kinase family","Nucleotide transport and metabolism"
"340","stress_control","Ofaveolata029779",1.05542800490367,-4.32642170334821,-2.75097534457865,NA,NA
"341","stress_control","Ofaveolata029819",1.21830185912115,-4.41913822041006,-3.74584369932424,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","Intracellular trafficking, secretion, and vesicular transport"
"342","stress_control","Ofaveolata029897",-1.07507055657368,-1.55810112568423,-2.18771252145202,"UDP-glucoronosyl and UDP-glucosyl transferase",""
"343","stress_control","Ofaveolata030101",-1.02635631528593,-1.24732954096095,-2.39169165513484,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Translation, ribosomal structure and biogenesis"
"344","stress_control","Ofaveolata030193",-1.35792151858919,-1.43747423360527,-3.54379358446389,NA,NA
"345","stress_control","Ofaveolata030220",-1.73758822132899,6.44092241530099,4.61457291931826,"thioesterase binding","Signal transduction mechanisms"
"346","stress_control","Ofaveolata030360",1.30000042900295,-1.79404984311277,-1.57848279661223,NA,NA
"347","stress_control","Ofaveolata030362",1.54580718886594,-6.26320904861268,-5.64766271403654,NA,NA
"348","stress_control","Ofaveolata030363",1.00026781689659,-3.02814590579595,-1.01263742276394,NA,NA
"349","stress_control","Ofaveolata030373",-1.21378848899657,-2.04240887011134,-2.0625529535054,"thyroid hormone transmembrane transporter activity","Carbohydrate transport and metabolism"
"350","stress_control","Ofaveolata030409",-1.13870904980888,-3.12918627032167,-5.16022147342614,"sulfiredoxin activity","Replication, recombination and repair"
"351","stress_control","Ofaveolata030454",-4.20414430039608,-6.00714892124764,-3.62477647152425,NA,NA
"352","stress_control","Ofaveolata030516",-1.01965045521319,-1.06105843569282,-1.08666114975988,NA,NA
"353","stress_control","Ofaveolata030623",-1.7991476403657,-2.28921874369781,-2.2115504131706,"RNA splicing",NA
"354","stress_control","Ofaveolata030847",-2.07888965441745,-4.27357010323894,-2.44548422095867,"regulation of Cdc42 protein signal transduction",NA
"355","stress_control","Ofaveolata030855",-1.11940974200773,-3.66177811838032,-2.86234744332806,"Proprotein convertase subtilisin kexin type","Posttranslational modification, protein turnover, chaperones"
"356","stress_control","Ofaveolata030884",-1.26881770685153,-3.99042599772002,-1.30662477695086,"Protein rolling stone-like",NA
"357","stress_control","Ofaveolata031065",1.65512525917341,1.62204172849479,1.0907027591684,"supervillin","Cytoskeleton"
"358","stress_control","Ofaveolata031084",2.14457504219313,-2.0506646525413,-2.6268767301248,"Carboxypeptidase","Posttranslational modification, protein turnover, chaperones"
"359","stress_control","Ofaveolata031172",-4.63874669409802,-2.58184017099427,-3.27763212247302,"sequence-specific DNA binding","Transcription"
"360","stress_control","Ofaveolata031645",4.63874669409802,-1.58272541512205,-1.51616250355089,NA,NA
"361","stress_control","Ofaveolata031675",1.17301680128521,-1.79051801476716,-4.37096896011961,NA,NA
"362","stress_control","Ofaveolata031733",-1.0140825775458,-5.1092858604029,-2.98661005280091,NA,NA
"363","stress_control","Ofaveolata031858",-1.71823535672829,-2.31333751559175,-3.96880342229,"negative regulation of zinc ion transmembrane import","Inorganic ion transport and metabolism"
"364","stress_control","Ofaveolata031939",-1.41037629814796,-5.58778832634366,-3.88995497691196,"carnitine O-palmitoyltransferase activity","Lipid transport and metabolism"
"365","stress_control","Ofaveolata032009",2.11327054650282,3.35039663957093,1.20534894336881,NA,NA
"366","stress_control","Ofaveolata032073",-4.614102619473,-3.3961946719747,-4.37923288957627,NA,NA
"367","stress_control","Ofaveolata032312",1.23121992108988,-2.35340949433047,-4.60654781794144,NA,NA
"368","stress_control","Ofaveolata032785",-1.21317102157592,-1.33854894773349,-3.71097999289818,"Glutathione S-transferase mu","Posttranslational modification, protein turnover, chaperones"
"369","stress_control","Ofaveolata032816",-1.25937618849822,-4.49594267501899,-3.84253747064121,"Required for protein import into peroxisomes","Posttranslational modification, protein turnover, chaperones"
"370","stress_control","Ofaveolata032852",1.0852187429104,3.01712096902038,3.06962499128227,NA,NA
"371","stress_control","Ofaveolata032952",1.45103176532481,-7.51274724035665,-5.93324158679301,"GPCR-Autoproteolysis INducing (GAIN) domain","Signal transduction mechanisms"
"372","stress_control","Ofaveolata033040",-1.22881183600317,2.56957550085525,1.94715008357461,"basic region leucin zipper","Transcription"
"373","stress_control","Ofaveolata033143",-1.79665284597971,-1.75421563594033,-2.81561048815687,NA,NA
"374","stress_control","Ofaveolata033195",-1.82770747384344,-5.90370242589834,-9.16283588781526,NA,NA
"375","stress_control","Ofaveolata033565",1.9470773631423,-2.32996336515922,-1.28428836821751,NA,NA
"376","stress_control","Ofaveolata033647",-2.9919961269286,-3.67390264788129,-4.21217238347151,NA,NA
"377","stress_control","Ofaveolata033678",2.22049672329102,-8.47213028377366,-4.56332673568917,NA,NA
"378","stress_control","Ofaveolata033690",3.99146608161733,-2.66886579355812,-1.75485917264752,NA,NA
"379","stress_control","Ofaveolata033695",-1.51566711833014,-2.53012421399723,-3.8684794381311,NA,NA
"380","stress_control","Ofaveolata033784",-1.21317102157592,-1.02100508244274,-1.39545891927135,"Solute carrier family 35, member G1",""
"381","stress_control","Ofaveolata033931",-1.02635631528593,-2.91605333547218,-3.34307694774398,NA,NA
"382","stress_control","Ofaveolata034016",1.38227239475721,-2.63740937319113,-1.5134946928652,NA,NA
"383","stress_control","Ofaveolata034018",1.41300690232233,-2.88152200690039,-1.85234725346598,NA,NA
"384","stress_control","Ofaveolata034020",1.68597606440008,-7.33846130492007,-7.60245938798606,NA,NA
"385","stress_control","Ofaveolata034052",-1.49503236793454,-1.90881806873171,-4.5481502994556,"myelination","Signal transduction mechanisms"
"386","stress_control","Ofaveolata034304",-1.24957041541422,-1.65509654855353,-1.02907890396907,NA,NA
"387","stress_control","Ofaveolata034323",-2.98742345656826,-1.09085276449705,-1.18921244731529,NA,NA
"388","stress_control","Ofaveolata034386",-1.76588146293915,-5.49849260560177,-4.50034070878148,"Component of the BLOC-1 complex, a complex that is required for normal biogenesis of lysosome-related organelles (LRO), such as platelet dense granules and melanosomes. In concert with the AP-3 complex, the BLOC-1 complex is required to target membrane protein cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals. The BLOC-1 complex, in association with SNARE proteins, is also proposed to be involved in neurite extension. Plays a role in intracellular vesicle trafficking and synaptic vesicle recycling",NA
"389","stress_control","Ofaveolata034780",-1.86805427290321,-5.20049000984963,-4.45480540846638,"zinc finger CCCH-type containing",NA
"390","stress_control","Ofaveolata034812",1.36493592932428,-3.33921961252082,-3.32553348241601,"arachidonic acid secretion","Lipid transport and metabolism"
"391","stress_control","Ofaveolata034866",1.14672856421011,1.69706514398021,1.02898318148077,"K02A2.6-like","Carbohydrate transport and metabolism"
"392","stress_control","Ofaveolata035042",1.15240409586326,-8.1493011404853,-6.68394896852379,NA,NA
"393","stress_control","Ofaveolata035121",-3.24661210493899,-9.72358013458619,-6.50207611687212,"7 transmembrane receptor (rhodopsin family)","Signal transduction mechanisms"
"394","stress_control","Ofaveolata035248",-1.22920658826242,-1.98955397193297,-1.58232726026287,"semaphorin receptor binding","Signal transduction mechanisms"
"395","stress_control","Ofaveolata035554",-3.75605963620005,-1.44606185790434,-1.22541180824873,"Kelch-like protein 17","Signal transduction mechanisms"
"396","stress_control","Ofaveolata035634",-2.71870356357296,-4.03353394718333,-2.7710478492035,"serine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones"
"397","stress_control","Ofaveolata035638",-4.21299616656403,-14.422557704266,-8.83373982868168,"serine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones"
"398","stress_control","Ofaveolata035717",2.51690119797552,-2.01718655948198,-2.72278782007313,NA,NA
"399","stress_control","Ofaveolata036553",1.71823535672829,-4.82715704171115,-3.74611611821906,NA,NA
"400","stress_control","Ofaveolata036569",-3.12377996421848,-1.76190619410857,-5.86124129619974,"Belongs to the glycosyl hydrolase 18 family","Carbohydrate transport and metabolism"
