"","count","treat"
"Ofav_080",3.78758093316318,"CC"
"Ofav_081",5.62223128839779,"CC"
"Ofav_082",6.77413903095689,"CC"
"Ofav_083",2.71112788629628,"CC"
"Ofav_084",65.6286553876689,"CC"
"Ofav_085",4.92345578524456,"CC"
"Ofav_086",13.8127098858265,"CC"
"Ofav_087",4.52126613740941,"CC"
"Ofav_088",18.134464083332,"CC"
"Ofav_089",6.56796281938914,"CC"
"Ofav_090",14.022935713867,"CC"
"Ofav_091",8.3554738259233,"CC"
"Ofav_092",11.0250071046205,"CC"
"Ofav_093",45.4328743936753,"CC"
"Ofav_094",2.26715066706999,"CH"
"Ofav_095",10.5928887160854,"CH"
"Ofav_096",11.0877934339406,"CH"
"Ofav_097",11.4345044817302,"CH"
"Ofav_098",3.19089729888458,"CH"
"Ofav_099",10.1541695978837,"CH"
"Ofav_100",12.8733161263915,"CH"
"Ofav_101",6.33492493423563,"CH"
"Ofav_102",11.4504928618247,"CH"
"Ofav_103",8.24242078648107,"CH"
"Ofav_104",5.17427014320354,"CH"
"Ofav_105",6.60916361734648,"CH"
"Ofav_106",10.0830101770093,"CH"
"Ofav_107",5.36229196232126,"CH"
"Ofav_108",9.01153877482236,"CH"
"Ofav_110",5.04155374525479,"CH"
"Ofav_111",4.14202423350247,"CH"
"Ofav_112",10.147981509405,"CH"
"Ofav_113",8.84710812405554,"CH"
"Ofav_114",24.1901941633221,"CH"
"Ofav_115",28.5136226728983,"LC"
"Ofav_116",30.6099342852653,"LC"
"Ofav_117",20.5683329686472,"LC"
"Ofav_118",14.6558556068315,"LC"
"Ofav_119",23.4472758338697,"LC"
"Ofav_120",22.2472599443177,"LC"
"Ofav_121",10.1639751288746,"LC"
"Ofav_122",4.53982135313399,"LC"
"Ofav_123",5.09535290763205,"LC"
"Ofav_124",19.9643758615826,"LC"
"Ofav_126",9.52221850413176,"LC"
"Ofav_127",35.6197453474423,"LC"
"Ofav_128",12.4121438423191,"LC"
"Ofav_129",8.80955819996459,"LC"
"Ofav_130",39.1355769939581,"LC"
"Ofav_132",14.6900619316216,"LH"
"Ofav_133",3.93498800470394,"LH"
"Ofav_153",6.60719217708751,"LH"
"Ofav_154",4.62380509541201,"LH"
"Ofav_134",6.16969083600519,"LH"
"Ofav_155",2.15058115502378,"LH"
"Ofav_156",2.05371658615684,"LH"
"Ofav_157",8.4012301782814,"LH"
"Ofav_158",9.36445721153309,"LH"
"Ofav_159",6.97131396051559,"LH"
"Ofav_136",9.42309813976295,"LH"
"Ofav_137",18.9275296303116,"LH"
"Ofav_138",5.26162607385709,"LH"
"Ofav_160",9.15512967004898,"LH"
"Ofav_161",11.3001107596771,"LH"
"Ofav_162",21.038674364665,"LH"
"Ofav_163",35.7028274414079,"LH"
