"","count","treat"
"Ofav_080",36.663390264795,"CC"
"Ofav_081",43.5267428225414,"CC"
"Ofav_082",37.2485286098904,"CC"
"Ofav_083",32.9298756656787,"CC"
"Ofav_084",16.7821638469172,"CC"
"Ofav_085",22.6172789262228,"CC"
"Ofav_086",18.2502798477687,"CC"
"Ofav_087",15.5797480152853,"CC"
"Ofav_088",65.1597016388839,"CC"
"Ofav_089",23.7605241409917,"CC"
"Ofav_090",37.3807337650917,"CC"
"Ofav_091",34.540386579001,"CC"
"Ofav_092",27.2909271753975,"CC"
"Ofav_093",14.7968236707149,"CC"
"Ofav_094",9.33575333534995,"CH"
"Ofav_095",13.620755330911,"CH"
"Ofav_096",21.6755868678811,"CH"
"Ofav_097",13.2569218953519,"CH"
"Ofav_098",14.8514522607178,"CH"
"Ofav_099",11.9094731611353,"CH"
"Ofav_100",39.6821677335732,"CH"
"Ofav_101",10.5027284586897,"CH"
"Ofav_102",11.4504928618247,"CH"
"Ofav_103",27.5984727526838,"CH"
"Ofav_104",17.1938219400126,"CH"
"Ofav_105",14.2456181390296,"CH"
"Ofav_106",8.16640814160746,"CH"
"Ofav_107",13.4661118995233,"CH"
"Ofav_108",11.8487183664298,"CH"
"Ofav_110",12.3080397376625,"CH"
"Ofav_111",9.96926300710641,"CH"
"Ofav_112",8.21838520752398,"CH"
"Ofav_113",8.84710812405554,"CH"
"Ofav_114",20.8058807114189,"CH"
"Ofav_115",24.090419092967,"LC"
"Ofav_116",7.79937800854915,"LC"
"Ofav_117",13.6216023256539,"LC"
"Ofav_118",20.9473469876455,"LC"
"Ofav_119",10.7867098565623,"LC"
"Ofav_120",18.6227166202647,"LC"
"Ofav_121",12.0967701546496,"LC"
"Ofav_122",11.0035355181484,"LC"
"Ofav_123",18.1155194792562,"LC"
"Ofav_124",15.2929256548028,"LC"
"Ofav_126",18.5444370082635,"LC"
"Ofav_127",78.2651504121937,"LC"
"Ofav_128",17.5173483461702,"LC"
"Ofav_129",18.1578111749248,"LC"
"Ofav_130",27.7721719957351,"LC"
"Ofav_132",12.1100506713268,"LH"
"Ofav_133",8.74397121128946,"LH"
"Ofav_153",16.2042084553679,"LH"
"Ofav_154",10.3971322289888,"LH"
"Ofav_134",10.8944331993428,"LH"
"Ofav_155",12.8793586626783,"LH"
"Ofav_156",16.0371658615684,"LH"
"Ofav_157",10.1570591067884,"LH"
"Ofav_158",18.2289144230662,"LH"
"Ofav_159",14.7368907131343,"LH"
"Ofav_136",7.63847851181036,"LH"
"Ofav_137",8.25895984434173,"LH"
"Ofav_138",13.1976695302856,"LH"
"Ofav_160",16.0792334060882,"LH"
"Ofav_161",8.06007753177399,"LH"
"Ofav_162",9.62829971762888,"LH"
"Ofav_163",20.7682945874773,"LH"
