"","count","treat"
"Ofav_080",184.604532257138,"CC"
"Ofav_081",181.826987609282,"CC"
"Ofav_082",155.56086462222,"CC"
"Ofav_083",133.904715806542,"CC"
"Ofav_084",176.550896594792,"CC"
"Ofav_085",115.509850416359,"CC"
"Ofav_086",358.463976930002,"CC"
"Ofav_087",165.371911633786,"CC"
"Ofav_088",198.397874712948,"CC"
"Ofav_089",140.06314484595,"CC"
"Ofav_090",151.711008436876,"CC"
"Ofav_091",111.349463988029,"CC"
"Ofav_092",134.454635876988,"CC"
"Ofav_093",185.337506028528,"CC"
"Ofav_094",239.065340054449,"CH"
"Ofav_095",222.543551753878,"CH"
"Ofav_096",220.400325166458,"CH"
"Ofav_097",244.703933425307,"CH"
"Ofav_098",235.505030769253,"CH"
"Ofav_099",114.594731611353,"CH"
"Ofav_100",253.121870913827,"CH"
"Ofav_101",230.562754549862,"CH"
"Ofav_102",169.1375900721,"CH"
"Ofav_103",243.418452175844,"CH"
"Ofav_104",216.851932342564,"CH"
"Ofav_105",150.938154077157,"CH"
"Ofav_106",220.909234071214,"CH"
"Ofav_107",123.678063045472,"CH"
"Ofav_108",339.070097931823,"CH"
"Ofav_110",206.686540034568,"CH"
"Ofav_111",156.378637193906,"CH"
"Ofav_112",130.747750376967,"CH"
"Ofav_113",174.745882089659,"CH"
"Ofav_114",222.172531099657,"CH"
"Ofav_115",258.520208829327,"LC"
"Ofav_116",142.837871166709,"LC"
"Ofav_117",152.556215185519,"LC"
"Ofav_118",217.556452638084,"LC"
"Ofav_119",134.22722813531,"LC"
"Ofav_120",117.391522200707,"LC"
"Ofav_121",129.030869214033,"LC"
"Ofav_122",166.94063974912,"LC"
"Ofav_123",103.129548270449,"LC"
"Ofav_124",162.443607168367,"LC"
"Ofav_126",173.927089023866,"LC"
"Ofav_127",188.641492932727,"LC"
"Ofav_128",100.051487825096,"LC"
"Ofav_129",159.420300574323,"LC"
"Ofav_130",165.648152640841,"LC"
"Ofav_132",232.701013426536,"LH"
"Ofav_133",225.835213108579,"LH"
"Ofav_153",221.231374400448,"LH"
"Ofav_154",180.297902159964,"LH"
"Ofav_134",229.177530385543,"LH"
"Ofav_155",209.298516110508,"LH"
"Ofav_156",171.408824477253,"LH"
"Ofav_157",201.542412314049,"LH"
"Ofav_158",228.759773196977,"LH"
"Ofav_159",211.464835112808,"LH"
"Ofav_136",170.038864655496,"LH"
"Ofav_137",244.907235096764,"LH"
"Ofav_138",170.331329967569,"LH"
"Ofav_160",216.012728784219,"LH"
"Ofav_161",193.821982598221,"LH"
"Ofav_162",226.425418011315,"LH"
"Ofav_163",285.322876571391,"LH"
