"","count","treat"
"Ofav_080",94.7439867506779,"CC"
"Ofav_081",131.629120982983,"CC"
"Ofav_082",121.501252739883,"CC"
"Ofav_083",130.219502662715,"CC"
"Ofav_084",138.898392698796,"CC"
"Ofav_085",119.933306201603,"CC"
"Ofav_086",243.087157919505,"CC"
"Ofav_087",100.026336900883,"CC"
"Ofav_088",120.022478787028,"CC"
"Ofav_089",103.655367929615,"CC"
"Ofav_090",108.683485710936,"CC"
"Ofav_091",125.31475078967,"CC"
"Ofav_092",139.238730015452,"CC"
"Ofav_093",156.743858687098,"CC"
"Ofav_094",133.036300030249,"CH"
"Ofav_095",133.726131052327,"CH"
"Ofav_096",108.006825636935,"CH"
"Ofav_097",146.293393089736,"CH"
"Ofav_098",170.923495596023,"CH"
"Ofav_099",133.025419025495,"CH"
"Ofav_100",188.161961250272,"CH"
"Ofav_101",145.539562651,"CH"
"Ofav_102",149.426702920816,"CH"
"Ofav_103",112.765101403976,"CH"
"Ofav_104",110.011471926483,"CH"
"Ofav_105",160.101899503177,"CH"
"Ofav_106",139.453647566635,"CH"
"Ofav_107",139.885702919876,"CH"
"Ofav_108",191.536759168235,"CH"
"Ofav_110",143.104787601,"CH"
"Ofav_111",125.785633632485,"CH"
"Ofav_112",118.205374414741,"CH"
"Ofav_113",182.049601698208,"CH"
"Ofav_114",157.870575513497,"CH"
"Ofav_115",133.19610739794,"LC"
"Ofav_116",131.888804153885,"LC"
"Ofav_117",112.419549248225,"LC"
"Ofav_118",118.465463390263,"LC"
"Ofav_119",127.105659773074,"LC"
"Ofav_120",117.391522200707,"LC"
"Ofav_121",101.971738853184,"LC"
"Ofav_122",123.310569135273,"LC"
"Ofav_123",136.062910775145,"LC"
"Ofav_124",111.057654893789,"LC"
"Ofav_126",163.902401797053,"LC"
"Ofav_127",95.8250230859148,"LC"
"Ofav_128",106.858427163564,"LC"
"Ofav_129",134.491625974429,"LC"
"Ofav_130",127.012575646883,"LC"
"Ofav_132",144.980630576511,"LH"
"Ofav_133",132.403539380631,"LH"
"Ofav_153",128.751035718838,"LH"
"Ofav_154",149.781744453915,"LH"
"Ofav_134",128.068043810117,"LH"
"Ofav_155",148.227013374628,"LH"
"Ofav_156",124.020468599469,"LH"
"Ofav_157",156.768774637121,"LH"
"Ofav_158",160.060229807596,"LH"
"Ofav_159",153.223009468168,"LH"
"Ofav_136",150.408048748017,"LH"
"Ofav_137",164.408026711719,"LH"
"Ofav_138",138.587156141855,"LH"
"Ofav_160",149.368230324842,"LH"
"Ofav_161",156.021594939351,"LH"
"Ofav_162",157.963170129098,"LH"
"Ofav_163",195.715679447807,"LH"
